disease,description,cause,category,severity,disease_progression,common_complications,prevalence,primary_management
Congenital Gastro Deficiency 668,Congenital Gastro Deficiency 668 affects related physiological systems and may present with characteristic symptom clusters.,4,2,4,Potentially severe if untreated,Inflammation complications,0,3
Inflammatory Gastro Deficiency 669,Inflammatory Gastro Deficiency 669 affects related physiological systems and may present with characteristic symptom clusters.,0,7,1,Acute onset may resolve with care,Metabolic imbalance,2,2
Metabolic Gastro Deficiency 670,Metabolic Gastro Deficiency 670 affects related physiological systems and may present with characteristic symptom clusters.,6,3,2,Progressive condition needing monitoring,Neurological complications,1,1
Acute Dermatologic Deficiency 671,Acute Dermatologic Deficiency 671 affects related physiological systems and may present with characteristic symptom clusters.,5,6,3,Chronic condition requiring long-term management,Organ dysfunction,0,0
Chronic Dermatologic Deficiency 672,Chronic Dermatologic Deficiency 672 affects related physiological systems and may present with characteristic symptom clusters.,2,0,4,Potentially severe if untreated,Secondary infection,2,3
Autoimmune Dermatologic Deficiency 673,Autoimmune Dermatologic Deficiency 673 affects related physiological systems and may present with characteristic symptom clusters.,7,4,1,Acute onset may resolve with care,Inflammation complications,1,2
Idiopathic Dermatologic Deficiency 674,Idiopathic Dermatologic Deficiency 674 affects related physiological systems and may present with characteristic symptom clusters.,1,1,2,Progressive condition needing monitoring,Metabolic imbalance,0,1
Primary Dermatologic Deficiency 675,Primary Dermatologic Deficiency 675 affects related physiological systems and may present with characteristic symptom clusters.,3,5,3,Chronic condition requiring long-term management,Neurological complications,2,0
Secondary Dermatologic Deficiency 676,Secondary Dermatologic Deficiency 676 affects related physiological systems and may present with characteristic symptom clusters.,4,2,4,Potentially severe if untreated,Organ dysfunction,1,3
Progressive Dermatologic Deficiency 677,Progressive Dermatologic Deficiency 677 affects related physiological systems and may present with characteristic symptom clusters.,0,7,1,Acute onset may resolve with care,Secondary infection,0,2
Congenital Dermatologic Deficiency 678,Congenital Dermatologic Deficiency 678 affects related physiological systems and may present with characteristic symptom clusters.,6,3,2,Progressive condition needing monitoring,Inflammation complications,2,1
Inflammatory Dermatologic Deficiency 679,Inflammatory Dermatologic Deficiency 679 affects related physiological systems and may present with characteristic symptom clusters.,5,6,3,Chronic condition requiring long-term management,Metabolic imbalance,1,0
Metabolic Dermatologic Deficiency 680,Metabolic Dermatologic Deficiency 680 affects related physiological systems and may present with characteristic symptom clusters.,2,0,4,Potentially severe if untreated,Neurological complications,0,3
Acute Hematologic Deficiency 681,Acute Hematologic Deficiency 681 affects related physiological systems and may present with characteristic symptom clusters.,7,4,1,Acute onset may resolve with care,Organ dysfunction,2,2
Chronic Hematologic Deficiency 682,Chronic Hematologic Deficiency 682 affects related physiological systems and may present with characteristic symptom clusters.,1,1,2,Progressive condition needing monitoring,Secondary infection,1,1
Autoimmune Hematologic Deficiency 683,Autoimmune Hematologic Deficiency 683 affects related physiological systems and may present with characteristic symptom clusters.,3,5,3,Chronic condition requiring long-term management,Inflammation complications,0,0
Idiopathic Hematologic Deficiency 684,Idiopathic Hematologic Deficiency 684 affects related physiological systems and may present with characteristic symptom clusters.,4,2,4,Potentially severe if untreated,Metabolic imbalance,2,3
Primary Hematologic Deficiency 685,Primary Hematologic Deficiency 685 affects related physiological systems and may present with characteristic symptom clusters.,0,7,1,Acute onset may resolve with care,Neurological complications,1,2
Secondary Hematologic Deficiency 686,Secondary Hematologic Deficiency 686 affects related physiological systems and may present with characteristic symptom clusters.,6,3,2,Progressive condition needing monitoring,Organ dysfunction,0,1
Progressive Hematologic Deficiency 687,Progressive Hematologic Deficiency 687 affects related physiological systems and may present with characteristic symptom clusters.,5,6,3,Chronic condition requiring long-term management,Secondary infection,2,0
Congenital Hematologic Deficiency 688,Congenital Hematologic Deficiency 688 affects related physiological systems and may present with characteristic symptom clusters.,2,0,4,Potentially severe if untreated,Inflammation complications,1,3
Inflammatory Hematologic Deficiency 689,Inflammatory Hematologic Deficiency 689 affects related physiological systems and may present with characteristic symptom clusters.,7,4,1,Acute onset may resolve with care,Metabolic imbalance,0,2
Metabolic Hematologic Deficiency 690,Metabolic Hematologic Deficiency 690 affects related physiological systems and may present with characteristic symptom clusters.,1,1,2,Progressive condition needing monitoring,Neurological complications,2,1
Acute Musculoskeletal Deficiency 691,Acute Musculoskeletal Deficiency 691 affects related physiological systems and may present with characteristic symptom clusters.,3,5,3,Chronic condition requiring long-term management,Organ dysfunction,1,0
Chronic Musculoskeletal Deficiency 692,Chronic Musculoskeletal Deficiency 692 affects related physiological systems and may present with characteristic symptom clusters.,4,2,4,Potentially severe if untreated,Secondary infection,0,3
Autoimmune Musculoskeletal Deficiency 693,Autoimmune Musculoskeletal Deficiency 693 affects related physiological systems and may present with characteristic symptom clusters.,0,7,1,Acute onset may resolve with care,Inflammation complications,2,2
Idiopathic Musculoskeletal Deficiency 694,Idiopathic Musculoskeletal Deficiency 694 affects related physiological systems and may present with characteristic symptom clusters.,6,3,2,Progressive condition needing monitoring,Metabolic imbalance,1,1
Primary Musculoskeletal Deficiency 695,Primary Musculoskeletal Deficiency 695 affects related physiological systems and may present with characteristic symptom clusters.,5,6,3,Chronic condition requiring long-term management,Neurological complications,0,0
Secondary Musculoskeletal Deficiency 696,Secondary Musculoskeletal Deficiency 696 affects related physiological systems and may present with characteristic symptom clusters.,2,0,4,Potentially severe if untreated,Organ dysfunction,2,3
Progressive Musculoskeletal Deficiency 697,Progressive Musculoskeletal Deficiency 697 affects related physiological systems and may present with characteristic symptom clusters.,7,4,1,Acute onset may resolve with care,Secondary infection,1,2
Congenital Musculoskeletal Deficiency 698,Congenital Musculoskeletal Deficiency 698 affects related physiological systems and may present with characteristic symptom clusters.,1,1,2,Progressive condition needing monitoring,Inflammation complications,0,1
Inflammatory Musculoskeletal Deficiency 699,Inflammatory Musculoskeletal Deficiency 699 affects related physiological systems and may present with characteristic symptom clusters.,3,5,3,Chronic condition requiring long-term management,Metabolic imbalance,2,0
Metabolic Musculoskeletal Deficiency 700,Metabolic Musculoskeletal Deficiency 700 affects related physiological systems and may present with characteristic symptom clusters.,4,2,4,Potentially severe if untreated,Neurological complications,1,3
Acute Respiratory Neuropathy 701,Acute Respiratory Neuropathy 701 affects related physiological systems and may present with characteristic symptom clusters.,0,7,1,Acute onset may resolve with care,Organ dysfunction,0,2
Chronic Respiratory Neuropathy 702,Chronic Respiratory Neuropathy 702 affects related physiological systems and may present with characteristic symptom clusters.,6,3,2,Progressive condition needing monitoring,Secondary infection,2,1
Autoimmune Respiratory Neuropathy 703,Autoimmune Respiratory Neuropathy 703 affects related physiological systems and may present with characteristic symptom clusters.,5,6,3,Chronic condition requiring long-term management,Inflammation complications,1,0
Idiopathic Respiratory Neuropathy 704,Idiopathic Respiratory Neuropathy 704 affects related physiological systems and may present with characteristic symptom clusters.,2,0,4,Potentially severe if untreated,Metabolic imbalance,0,3
Primary Respiratory Neuropathy 705,Primary Respiratory Neuropathy 705 affects related physiological systems and may present with characteristic symptom clusters.,7,4,1,Acute onset may resolve with care,Neurological complications,2,2
Secondary Respiratory Neuropathy 706,Secondary Respiratory Neuropathy 706 affects related physiological systems and may present with characteristic symptom clusters.,1,1,2,Progressive condition needing monitoring,Organ dysfunction,1,1
Progressive Respiratory Neuropathy 707,Progressive Respiratory Neuropathy 707 affects related physiological systems and may present with characteristic symptom clusters.,3,5,3,Chronic condition requiring long-term management,Secondary infection,0,0
Congenital Respiratory Neuropathy 708,Congenital Respiratory Neuropathy 708 affects related physiological systems and may present with characteristic symptom clusters.,4,2,4,Potentially severe if untreated,Inflammation complications,2,3
Inflammatory Respiratory Neuropathy 709,Inflammatory Respiratory Neuropathy 709 affects related physiological systems and may present with characteristic symptom clusters.,0,7,1,Acute onset may resolve with care,Metabolic imbalance,1,2
Metabolic Respiratory Neuropathy 710,Metabolic Respiratory Neuropathy 710 affects related physiological systems and may present with characteristic symptom clusters.,6,3,2,Progressive condition needing monitoring,Neurological complications,0,1
Acute Cardiac Neuropathy 711,Acute Cardiac Neuropathy 711 affects related physiological systems and may present with characteristic symptom clusters.,5,6,3,Chronic condition requiring long-term management,Organ dysfunction,2,0
Chronic Cardiac Neuropathy 712,Chronic Cardiac Neuropathy 712 affects related physiological systems and may present with characteristic symptom clusters.,2,0,4,Potentially severe if untreated,Secondary infection,1,3
Autoimmune Cardiac Neuropathy 713,Autoimmune Cardiac Neuropathy 713 affects related physiological systems and may present with characteristic symptom clusters.,7,4,1,Acute onset may resolve with care,Inflammation complications,0,2
Idiopathic Cardiac Neuropathy 714,Idiopathic Cardiac Neuropathy 714 affects related physiological systems and may present with characteristic symptom clusters.,1,1,2,Progressive condition needing monitoring,Metabolic imbalance,2,1
Primary Cardiac Neuropathy 715,Primary Cardiac Neuropathy 715 affects related physiological systems and may present with characteristic symptom clusters.,3,5,3,Chronic condition requiring long-term management,Neurological complications,1,0
Secondary Cardiac Neuropathy 716,Secondary Cardiac Neuropathy 716 affects related physiological systems and may present with characteristic symptom clusters.,4,2,4,Potentially severe if untreated,Organ dysfunction,0,3
Progressive Cardiac Neuropathy 717,Progressive Cardiac Neuropathy 717 affects related physiological systems and may present with characteristic symptom clusters.,0,7,1,Acute onset may resolve with care,Secondary infection,2,2
Congenital Cardiac Neuropathy 718,Congenital Cardiac Neuropathy 718 affects related physiological systems and may present with characteristic symptom clusters.,6,3,2,Progressive condition needing monitoring,Inflammation complications,1,1
Inflammatory Cardiac Neuropathy 719,Inflammatory Cardiac Neuropathy 719 affects related physiological systems and may present with characteristic symptom clusters.,5,6,3,Chronic condition requiring long-term management,Metabolic imbalance,0,0
Metabolic Cardiac Neuropathy 720,Metabolic Cardiac Neuropathy 720 affects related physiological systems and may present with characteristic symptom clusters.,2,0,4,Potentially severe if untreated,Neurological complications,2,3
Acute Neurological Neuropathy 721,Acute Neurological Neuropathy 721 affects related physiological systems and may present with characteristic symptom clusters.,7,4,1,Acute onset may resolve with care,Organ dysfunction,1,2
Chronic Neurological Neuropathy 722,Chronic Neurological Neuropathy 722 affects related physiological systems and may present with characteristic symptom clusters.,1,1,2,Progressive condition needing monitoring,Secondary infection,0,1
Autoimmune Neurological Neuropathy 723,Autoimmune Neurological Neuropathy 723 affects related physiological systems and may present with characteristic symptom clusters.,3,5,3,Chronic condition requiring long-term management,Inflammation complications,2,0
Idiopathic Neurological Neuropathy 724,Idiopathic Neurological Neuropathy 724 affects related physiological systems and may present with characteristic symptom clusters.,4,2,4,Potentially severe if untreated,Metabolic imbalance,1,3
Primary Neurological Neuropathy 725,Primary Neurological Neuropathy 725 affects related physiological systems and may present with characteristic symptom clusters.,0,7,1,Acute onset may resolve with care,Neurological complications,0,2
Secondary Neurological Neuropathy 726,Secondary Neurological Neuropathy 726 affects related physiological systems and may present with characteristic symptom clusters.,6,3,2,Progressive condition needing monitoring,Organ dysfunction,2,1
Progressive Neurological Neuropathy 727,Progressive Neurological Neuropathy 727 affects related physiological systems and may present with characteristic symptom clusters.,5,6,3,Chronic condition requiring long-term management,Secondary infection,1,0
Congenital Neurological Neuropathy 728,Congenital Neurological Neuropathy 728 affects related physiological systems and may present with characteristic symptom clusters.,2,0,4,Potentially severe if untreated,Inflammation complications,0,3
Inflammatory Neurological Neuropathy 729,Inflammatory Neurological Neuropathy 729 affects related physiological systems and may present with characteristic symptom clusters.,7,4,1,Acute onset may resolve with care,Metabolic imbalance,2,2
Metabolic Neurological Neuropathy 730,Metabolic Neurological Neuropathy 730 affects related physiological systems and may present with characteristic symptom clusters.,1,1,2,Progressive condition needing monitoring,Neurological complications,1,1
Acute Renal Neuropathy 731,Acute Renal Neuropathy 731 affects related physiological systems and may present with characteristic symptom clusters.,3,5,3,Chronic condition requiring long-term management,Organ dysfunction,0,0
Chronic Renal Neuropathy 732,Chronic Renal Neuropathy 732 affects related physiological systems and may present with characteristic symptom clusters.,4,2,4,Potentially severe if untreated,Secondary infection,2,3
Autoimmune Renal Neuropathy 733,Autoimmune Renal Neuropathy 733 affects related physiological systems and may present with characteristic symptom clusters.,0,7,1,Acute onset may resolve with care,Inflammation complications,1,2
Idiopathic Renal Neuropathy 734,Idiopathic Renal Neuropathy 734 affects related physiological systems and may present with characteristic symptom clusters.,6,3,2,Progressive condition needing monitoring,Metabolic imbalance,0,1
Primary Renal Neuropathy 735,Primary Renal Neuropathy 735 affects related physiological systems and may present with characteristic symptom clusters.,5,6,3,Chronic condition requiring long-term management,Neurological complications,2,0
Secondary Renal Neuropathy 736,Secondary Renal Neuropathy 736 affects related physiological systems and may present with characteristic symptom clusters.,2,0,4,Potentially severe if untreated,Organ dysfunction,1,3
Progressive Renal Neuropathy 737,Progressive Renal Neuropathy 737 affects related physiological systems and may present with characteristic symptom clusters.,7,4,1,Acute onset may resolve with care,Secondary infection,0,2
Congenital Renal Neuropathy 738,Congenital Renal Neuropathy 738 affects related physiological systems and may present with characteristic symptom clusters.,1,1,2,Progressive condition needing monitoring,Inflammation complications,2,1
Inflammatory Renal Neuropathy 739,Inflammatory Renal Neuropathy 739 affects related physiological systems and may present with characteristic symptom clusters.,3,5,3,Chronic condition requiring long-term management,Metabolic imbalance,1,0
Metabolic Renal Neuropathy 740,Metabolic Renal Neuropathy 740 affects related physiological systems and may present with characteristic symptom clusters.,4,2,4,Potentially severe if untreated,Neurological complications,0,3
Acute Hepatic Neuropathy 741,Acute Hepatic Neuropathy 741 affects related physiological systems and may present with characteristic symptom clusters.,0,7,1,Acute onset may resolve with care,Organ dysfunction,2,2
Chronic Hepatic Neuropathy 742,Chronic Hepatic Neuropathy 742 affects related physiological systems and may present with characteristic symptom clusters.,6,3,2,Progressive condition needing monitoring,Secondary infection,1,1
Autoimmune Hepatic Neuropathy 743,Autoimmune Hepatic Neuropathy 743 affects related physiological systems and may present with characteristic symptom clusters.,5,6,3,Chronic condition requiring long-term management,Inflammation complications,0,0
Idiopathic Hepatic Neuropathy 744,Idiopathic Hepatic Neuropathy 744 affects related physiological systems and may present with characteristic symptom clusters.,2,0,4,Potentially severe if untreated,Metabolic imbalance,2,3
Primary Hepatic Neuropathy 745,Primary Hepatic Neuropathy 745 affects related physiological systems and may present with characteristic symptom clusters.,7,4,1,Acute onset may resolve with care,Neurological complications,1,2
Secondary Hepatic Neuropathy 746,Secondary Hepatic Neuropathy 746 affects related physiological systems and may present with characteristic symptom clusters.,1,1,2,Progressive condition needing monitoring,Organ dysfunction,0,1
Progressive Hepatic Neuropathy 747,Progressive Hepatic Neuropathy 747 affects related physiological systems and may present with characteristic symptom clusters.,3,5,3,Chronic condition requiring long-term management,Secondary infection,2,0
Congenital Hepatic Neuropathy 748,Congenital Hepatic Neuropathy 748 affects related physiological systems and may present with characteristic symptom clusters.,4,2,4,Potentially severe if untreated,Inflammation complications,1,3
Inflammatory Hepatic Neuropathy 749,Inflammatory Hepatic Neuropathy 749 affects related physiological systems and may present with characteristic symptom clusters.,0,7,1,Acute onset may resolve with care,Metabolic imbalance,0,2
Metabolic Hepatic Neuropathy 750,Metabolic Hepatic Neuropathy 750 affects related physiological systems and may present with characteristic symptom clusters.,6,3,2,Progressive condition needing monitoring,Neurological complications,2,1
Acute Endocrine Neuropathy 751,Acute Endocrine Neuropathy 751 affects related physiological systems and may present with characteristic symptom clusters.,5,6,3,Chronic condition requiring long-term management,Organ dysfunction,1,0
Chronic Endocrine Neuropathy 752,Chronic Endocrine Neuropathy 752 affects related physiological systems and may present with characteristic symptom clusters.,2,0,4,Potentially severe if untreated,Secondary infection,0,3
Autoimmune Endocrine Neuropathy 753,Autoimmune Endocrine Neuropathy 753 affects related physiological systems and may present with characteristic symptom clusters.,7,4,1,Acute onset may resolve with care,Inflammation complications,2,2
Idiopathic Endocrine Neuropathy 754,Idiopathic Endocrine Neuropathy 754 affects related physiological systems and may present with characteristic symptom clusters.,1,1,2,Progressive condition needing monitoring,Metabolic imbalance,1,1
Primary Endocrine Neuropathy 755,Primary Endocrine Neuropathy 755 affects related physiological systems and may present with characteristic symptom clusters.,3,5,3,Chronic condition requiring long-term management,Neurological complications,0,0
Secondary Endocrine Neuropathy 756,Secondary Endocrine Neuropathy 756 affects related physiological systems and may present with characteristic symptom clusters.,4,2,4,Potentially severe if untreated,Organ dysfunction,2,3
Progressive Endocrine Neuropathy 757,Progressive Endocrine Neuropathy 757 affects related physiological systems and may present with characteristic symptom clusters.,0,7,1,Acute onset may resolve with care,Secondary infection,1,2
Congenital Endocrine Neuropathy 758,Congenital Endocrine Neuropathy 758 affects related physiological systems and may present with characteristic symptom clusters.,6,3,2,Progressive condition needing monitoring,Inflammation complications,0,1
Inflammatory Endocrine Neuropathy 759,Inflammatory Endocrine Neuropathy 759 affects related physiological systems and may present with characteristic symptom clusters.,5,6,3,Chronic condition requiring long-term management,Metabolic imbalance,2,0
Metabolic Endocrine Neuropathy 760,Metabolic Endocrine Neuropathy 760 affects related physiological systems and may present with characteristic symptom clusters.,2,0,4,Potentially severe if untreated,Neurological complications,1,3
Acute Gastro Neuropathy 761,Acute Gastro Neuropathy 761 affects related physiological systems and may present with characteristic symptom clusters.,7,4,1,Acute onset may resolve with care,Organ dysfunction,0,2
Chronic Gastro Neuropathy 762,Chronic Gastro Neuropathy 762 affects related physiological systems and may present with characteristic symptom clusters.,1,1,2,Progressive condition needing monitoring,Secondary infection,2,1
Autoimmune Gastro Neuropathy 763,Autoimmune Gastro Neuropathy 763 affects related physiological systems and may present with characteristic symptom clusters.,3,5,3,Chronic condition requiring long-term management,Inflammation complications,1,0
Idiopathic Gastro Neuropathy 764,Idiopathic Gastro Neuropathy 764 affects related physiological systems and may present with characteristic symptom clusters.,4,2,4,Potentially severe if untreated,Metabolic imbalance,0,3
Primary Gastro Neuropathy 765,Primary Gastro Neuropathy 765 affects related physiological systems and may present with characteristic symptom clusters.,0,7,1,Acute onset may resolve with care,Neurological complications,2,2
Secondary Gastro Neuropathy 766,Secondary Gastro Neuropathy 766 affects related physiological systems and may present with characteristic symptom clusters.,6,3,2,Progressive condition needing monitoring,Organ dysfunction,1,1
Progressive Gastro Neuropathy 767,Progressive Gastro Neuropathy 767 affects related physiological systems and may present with characteristic symptom clusters.,5,6,3,Chronic condition requiring long-term management,Secondary infection,0,0
Congenital Gastro Neuropathy 768,Congenital Gastro Neuropathy 768 affects related physiological systems and may present with characteristic symptom clusters.,2,0,4,Potentially severe if untreated,Inflammation complications,2,3
Inflammatory Gastro Neuropathy 769,Inflammatory Gastro Neuropathy 769 affects related physiological systems and may present with characteristic symptom clusters.,7,4,1,Acute onset may resolve with care,Metabolic imbalance,1,2
Metabolic Gastro Neuropathy 770,Metabolic Gastro Neuropathy 770 affects related physiological systems and may present with characteristic symptom clusters.,1,1,2,Progressive condition needing monitoring,Neurological complications,0,1
Acute Dermatologic Neuropathy 771,Acute Dermatologic Neuropathy 771 affects related physiological systems and may present with characteristic symptom clusters.,3,5,3,Chronic condition requiring long-term management,Organ dysfunction,2,0
Chronic Dermatologic Neuropathy 772,Chronic Dermatologic Neuropathy 772 affects related physiological systems and may present with characteristic symptom clusters.,4,2,4,Potentially severe if untreated,Secondary infection,1,3
Autoimmune Dermatologic Neuropathy 773,Autoimmune Dermatologic Neuropathy 773 affects related physiological systems and may present with characteristic symptom clusters.,0,7,1,Acute onset may resolve with care,Inflammation complications,0,2
Idiopathic Dermatologic Neuropathy 774,Idiopathic Dermatologic Neuropathy 774 affects related physiological systems and may present with characteristic symptom clusters.,6,3,2,Progressive condition needing monitoring,Metabolic imbalance,2,1
Primary Dermatologic Neuropathy 775,Primary Dermatologic Neuropathy 775 affects related physiological systems and may present with characteristic symptom clusters.,5,6,3,Chronic condition requiring long-term management,Neurological complications,1,0
Secondary Dermatologic Neuropathy 776,Secondary Dermatologic Neuropathy 776 affects related physiological systems and may present with characteristic symptom clusters.,2,0,4,Potentially severe if untreated,Organ dysfunction,0,3
Progressive Dermatologic Neuropathy 777,Progressive Dermatologic Neuropathy 777 affects related physiological systems and may present with characteristic symptom clusters.,7,4,1,Acute onset may resolve with care,Secondary infection,2,2
Congenital Dermatologic Neuropathy 778,Congenital Dermatologic Neuropathy 778 affects related physiological systems and may present with characteristic symptom clusters.,1,1,2,Progressive condition needing monitoring,Inflammation complications,1,1
Inflammatory Dermatologic Neuropathy 779,Inflammatory Dermatologic Neuropathy 779 affects related physiological systems and may present with characteristic symptom clusters.,3,5,3,Chronic condition requiring long-term management,Metabolic imbalance,0,0
Metabolic Dermatologic Neuropathy 780,Metabolic Dermatologic Neuropathy 780 affects related physiological systems and may present with characteristic symptom clusters.,4,2,4,Potentially severe if untreated,Neurological complications,2,3
Acute Hematologic Neuropathy 781,Acute Hematologic Neuropathy 781 affects related physiological systems and may present with characteristic symptom clusters.,0,7,1,Acute onset may resolve with care,Organ dysfunction,1,2
Chronic Hematologic Neuropathy 782,Chronic Hematologic Neuropathy 782 affects related physiological systems and may present with characteristic symptom clusters.,6,3,2,Progressive condition needing monitoring,Secondary infection,0,1
Autoimmune Hematologic Neuropathy 783,Autoimmune Hematologic Neuropathy 783 affects related physiological systems and may present with characteristic symptom clusters.,5,6,3,Chronic condition requiring long-term management,Inflammation complications,2,0
Idiopathic Hematologic Neuropathy 784,Idiopathic Hematologic Neuropathy 784 affects related physiological systems and may present with characteristic symptom clusters.,2,0,4,Potentially severe if untreated,Metabolic imbalance,1,3
Primary Hematologic Neuropathy 785,Primary Hematologic Neuropathy 785 affects related physiological systems and may present with characteristic symptom clusters.,7,4,1,Acute onset may resolve with care,Neurological complications,0,2
Secondary Hematologic Neuropathy 786,Secondary Hematologic Neuropathy 786 affects related physiological systems and may present with characteristic symptom clusters.,1,1,2,Progressive condition needing monitoring,Organ dysfunction,2,1
Progressive Hematologic Neuropathy 787,Progressive Hematologic Neuropathy 787 affects related physiological systems and may present with characteristic symptom clusters.,3,5,3,Chronic condition requiring long-term management,Secondary infection,1,0
Congenital Hematologic Neuropathy 788,Congenital Hematologic Neuropathy 788 affects related physiological systems and may present with characteristic symptom clusters.,4,2,4,Potentially severe if untreated,Inflammation complications,0,3
Inflammatory Hematologic Neuropathy 789,Inflammatory Hematologic Neuropathy 789 affects related physiological systems and may present with characteristic symptom clusters.,0,7,1,Acute onset may resolve with care,Metabolic imbalance,2,2
Metabolic Hematologic Neuropathy 790,Metabolic Hematologic Neuropathy 790 affects related physiological systems and may present with characteristic symptom clusters.,6,3,2,Progressive condition needing monitoring,Neurological complications,1,1
Acute Musculoskeletal Neuropathy 791,Acute Musculoskeletal Neuropathy 791 affects related physiological systems and may present with characteristic symptom clusters.,5,6,3,Chronic condition requiring long-term management,Organ dysfunction,0,0
Chronic Musculoskeletal Neuropathy 792,Chronic Musculoskeletal Neuropathy 792 affects related physiological systems and may present with characteristic symptom clusters.,2,0,4,Potentially severe if untreated,Secondary infection,2,3
Autoimmune Musculoskeletal Neuropathy 793,Autoimmune Musculoskeletal Neuropathy 793 affects related physiological systems and may present with characteristic symptom clusters.,7,4,1,Acute onset may resolve with care,Inflammation complications,1,2
Idiopathic Musculoskeletal Neuropathy 794,Idiopathic Musculoskeletal Neuropathy 794 affects related physiological systems and may present with characteristic symptom clusters.,1,1,2,Progressive condition needing monitoring,Metabolic imbalance,0,1
Primary Musculoskeletal Neuropathy 795,Primary Musculoskeletal Neuropathy 795 affects related physiological systems and may present with characteristic symptom clusters.,3,5,3,Chronic condition requiring long-term management,Neurological complications,2,0
Secondary Musculoskeletal Neuropathy 796,Secondary Musculoskeletal Neuropathy 796 affects related physiological systems and may present with characteristic symptom clusters.,4,2,4,Potentially severe if untreated,Organ dysfunction,1,3
Progressive Musculoskeletal Neuropathy 797,Progressive Musculoskeletal Neuropathy 797 affects related physiological systems and may present with characteristic symptom clusters.,0,7,1,Acute onset may resolve with care,Secondary infection,0,2
Congenital Musculoskeletal Neuropathy 798,Congenital Musculoskeletal Neuropathy 798 affects related physiological systems and may present with characteristic symptom clusters.,6,3,2,Progressive condition needing monitoring,Inflammation complications,2,1
Inflammatory Musculoskeletal Neuropathy 799,Inflammatory Musculoskeletal Neuropathy 799 affects related physiological systems and may present with characteristic symptom clusters.,5,6,3,Chronic condition requiring long-term management,Metabolic imbalance,1,0
Metabolic Musculoskeletal Neuropathy 800,Metabolic Musculoskeletal Neuropathy 800 affects related physiological systems and may present with characteristic symptom clusters.,2,0,4,Potentially severe if untreated,Neurological complications,0,3
Acute Respiratory Inflammation 801,Acute Respiratory Inflammation 801 affects related physiological systems and may present with characteristic symptom clusters.,7,4,1,Acute onset may resolve with care,Organ dysfunction,2,2
Chronic Respiratory Inflammation 802,Chronic Respiratory Inflammation 802 affects related physiological systems and may present with characteristic symptom clusters.,1,1,2,Progressive condition needing monitoring,Secondary infection,1,1
Autoimmune Respiratory Inflammation 803,Autoimmune Respiratory Inflammation 803 affects related physiological systems and may present with characteristic symptom clusters.,3,5,3,Chronic condition requiring long-term management,Inflammation complications,0,0
Idiopathic Respiratory Inflammation 804,Idiopathic Respiratory Inflammation 804 affects related physiological systems and may present with characteristic symptom clusters.,4,2,4,Potentially severe if untreated,Metabolic imbalance,2,3
Primary Respiratory Inflammation 805,Primary Respiratory Inflammation 805 affects related physiological systems and may present with characteristic symptom clusters.,0,7,1,Acute onset may resolve with care,Neurological complications,1,2
Secondary Respiratory Inflammation 806,Secondary Respiratory Inflammation 806 affects related physiological systems and may present with characteristic symptom clusters.,6,3,2,Progressive condition needing monitoring,Organ dysfunction,0,1
Progressive Respiratory Inflammation 807,Progressive Respiratory Inflammation 807 affects related physiological systems and may present with characteristic symptom clusters.,5,6,3,Chronic condition requiring long-term management,Secondary infection,2,0
Congenital Respiratory Inflammation 808,Congenital Respiratory Inflammation 808 affects related physiological systems and may present with characteristic symptom clusters.,2,0,4,Potentially severe if untreated,Inflammation complications,1,3
Inflammatory Respiratory Inflammation 809,Inflammatory Respiratory Inflammation 809 affects related physiological systems and may present with characteristic symptom clusters.,7,4,1,Acute onset may resolve with care,Metabolic imbalance,0,2
Metabolic Respiratory Inflammation 810,Metabolic Respiratory Inflammation 810 affects related physiological systems and may present with characteristic symptom clusters.,1,1,2,Progressive condition needing monitoring,Neurological complications,2,1
Acute Cardiac Inflammation 811,Acute Cardiac Inflammation 811 affects related physiological systems and may present with characteristic symptom clusters.,3,5,3,Chronic condition requiring long-term management,Organ dysfunction,1,0
Chronic Cardiac Inflammation 812,Chronic Cardiac Inflammation 812 affects related physiological systems and may present with characteristic symptom clusters.,4,2,4,Potentially severe if untreated,Secondary infection,0,3
Autoimmune Cardiac Inflammation 813,Autoimmune Cardiac Inflammation 813 affects related physiological systems and may present with characteristic symptom clusters.,0,7,1,Acute onset may resolve with care,Inflammation complications,2,2
Idiopathic Cardiac Inflammation 814,Idiopathic Cardiac Inflammation 814 affects related physiological systems and may present with characteristic symptom clusters.,6,3,2,Progressive condition needing monitoring,Metabolic imbalance,1,1
Primary Cardiac Inflammation 815,Primary Cardiac Inflammation 815 affects related physiological systems and may present with characteristic symptom clusters.,5,6,3,Chronic condition requiring long-term management,Neurological complications,0,0
Secondary Cardiac Inflammation 816,Secondary Cardiac Inflammation 816 affects related physiological systems and may present with characteristic symptom clusters.,2,0,4,Potentially severe if untreated,Organ dysfunction,2,3
Progressive Cardiac Inflammation 817,Progressive Cardiac Inflammation 817 affects related physiological systems and may present with characteristic symptom clusters.,7,4,1,Acute onset may resolve with care,Secondary infection,1,2
Congenital Cardiac Inflammation 818,Congenital Cardiac Inflammation 818 affects related physiological systems and may present with characteristic symptom clusters.,1,1,2,Progressive condition needing monitoring,Inflammation complications,0,1
Inflammatory Cardiac Inflammation 819,Inflammatory Cardiac Inflammation 819 affects related physiological systems and may present with characteristic symptom clusters.,3,5,3,Chronic condition requiring long-term management,Metabolic imbalance,2,0
