Drug,Disease,Dosage,Side_Effects,Contraindications,Drug_Category,General_Precaution,Administration_Route,Population_Group,Risk_Level,Disclaimer
Levopentin2,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Critical,Medium
Doxypentin2,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Low,Medium
Flupentin2,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Medium,Medium
Rosipentin2,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,High,Medium
Telipentin2,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Critical,Medium
Metopentin2,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Low,Medium
Carvepentin2,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Medium,Medium
Bisoppentin2,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,High,Medium
Gabapentin2,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Critical,Medium
Cefsetron2,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Low,Medium
Levosetron2,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Medium,Medium
Doxysetron2,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,High,Medium
Flusetron2,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Critical,Medium
Rosisetron2,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Low,Medium
Telisetron2,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Medium,Medium
Metosetron2,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,High,Medium
Carvesetron2,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Critical,Medium
Bisopsetron2,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Low,Medium
Gabasetron2,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Medium,Medium
Cefxime3,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,High,Medium
Levoxime3,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Critical,Medium
Doxyxime3,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Low,Medium
Fluxime3,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Medium,Medium
Rosixime3,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,High,Medium
Telixime3,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Critical,Medium
Metoxime3,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Low,Medium
Carvexime3,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Medium,Medium
Bisopxime3,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,High,Medium
Gabaxime3,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Critical,Medium
Ceffloxacin3,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Low,Medium
Levofloxacin3,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Medium,Medium
Doxyfloxacin3,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,High,Medium
Flufloxacin3,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Critical,Medium
Rosifloxacin3,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Low,Medium
Telifloxacin3,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Medium,Medium
Metofloxacin3,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,High,Medium
Carvefloxacin3,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Critical,Medium
Bisopfloxacin3,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Low,Medium
Gabafloxacin3,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Medium,Medium
Cefcycline3,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,High,Medium
Levocycline3,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Critical,Medium
Doxycycline3,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Low,Medium
Flucycline3,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Medium,Medium
Rosicycline3,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,High,Medium
Telicycline3,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Critical,Medium
Metocycline3,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Low,Medium
Carvecycline3,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Medium,Medium
Bisopcycline3,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,High,Medium
Gabacycline3,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Critical,Medium
Cefconazole3,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Low,Medium
Levoconazole3,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Medium,Medium
Doxyconazole3,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,High,Medium
Fluconazole3,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Critical,Medium
Rosiconazole3,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Low,Medium
Teliconazole3,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Medium,Medium
Metoconazole3,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,High,Medium
Carveconazole3,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Critical,Medium
Bisopconazole3,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Low,Medium
Gabaconazole3,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Medium,Medium
Cefstatin3,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,High,Medium
Levostatin3,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Critical,Medium
Doxystatin3,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Low,Medium
Flustatin3,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Medium,Medium
Rosistatin3,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,High,Medium
Telistatin3,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Critical,Medium
Metostatin3,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Low,Medium
Carvestatin3,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Medium,Medium
Bisopstatin3,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,High,Medium
Gabastatin3,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Critical,Medium
Cefsartan3,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Low,Medium
Levosartan3,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Medium,Medium
Doxysartan3,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,High,Medium
Flusartan3,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Critical,Medium
Rosisartan3,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Low,Medium
Telisartan3,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Medium,Medium
Metosartan3,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,High,Medium
Carvesartan3,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Critical,Medium
Bisopsartan3,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Low,Medium
Gabasartan3,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Medium,Medium
Cefprolol3,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,High,Medium
Levoprolol3,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Critical,Medium
Doxyprolol3,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Low,Medium
Fluprolol3,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Medium,Medium
Rosiprolol3,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,High,Medium
Teliprolol3,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Critical,Medium
Metoprolol3,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Low,Medium
Carveprolol3,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Medium,Medium
Bisopprolol3,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,High,Medium
Gabaprolol3,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Critical,Medium
Cefdipine3,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Low,Medium
Levodipine3,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Medium,Medium
Doxydipine3,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,High,Medium
Fludipine3,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Critical,Medium
Rosidipine3,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Low,Medium
Telidipine3,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Medium,Medium
Metodipine3,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,High,Medium
Carvedipine3,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Critical,Medium
Bisopdipine3,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Low,Medium
Gabadipine3,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Medium,Medium
Cefpentin3,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,High,Medium
Levopentin3,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Critical,Medium
Doxypentin3,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Low,Medium
Flupentin3,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Medium,Medium
Rosipentin3,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,High,Medium
Telipentin3,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Critical,Medium
Metopentin3,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Low,Medium
Carvepentin3,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Medium,Medium
Bisoppentin3,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,High,Medium
Gabapentin3,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Critical,Medium
Cefsetron3,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Low,Medium
Levosetron3,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Medium,Medium
Doxysetron3,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,High,Medium
Flusetron3,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Critical,Medium
Rosisetron3,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Low,Medium
Telisetron3,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Medium,Medium
Metosetron3,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,High,Medium
Carvesetron3,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Critical,Medium
Bisopsetron3,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Low,Medium
Gabasetron3,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Medium,Medium
Cefxime4,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,High,Medium
Levoxime4,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Critical,Medium
Doxyxime4,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Low,Medium
Fluxime4,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Medium,Medium
Rosixime4,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,High,Medium
Telixime4,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Critical,Medium
Metoxime4,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Low,Medium
Carvexime4,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Medium,Medium
Bisopxime4,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,High,Medium
Gabaxime4,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Critical,Medium
Ceffloxacin4,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Low,Medium
Levofloxacin4,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Medium,Medium
Doxyfloxacin4,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,High,Medium
Flufloxacin4,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Critical,Medium
Rosifloxacin4,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Low,Medium
Telifloxacin4,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Medium,Medium
Metofloxacin4,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,High,Medium
Carvefloxacin4,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Critical,Medium
Bisopfloxacin4,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Low,Medium
Gabafloxacin4,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Medium,Medium
Cefcycline4,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,High,Medium
Levocycline4,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Critical,Medium
Doxycycline4,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Low,Medium
Flucycline4,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Medium,Medium
Rosicycline4,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,High,Medium
Telicycline4,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Critical,Medium
Metocycline4,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Low,Medium
Carvecycline4,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Medium,Medium
Bisopcycline4,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,High,Medium
Gabacycline4,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Critical,Medium
Cefconazole4,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Low,Medium
Levoconazole4,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Medium,Medium
Doxyconazole4,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,High,Medium
Fluconazole4,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Critical,Medium
Rosiconazole4,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Low,Medium
Teliconazole4,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Medium,Medium
Metoconazole4,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,High,Medium
Carveconazole4,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Critical,Medium
Bisopconazole4,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Low,Medium
Gabaconazole4,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Medium,Medium
Cefstatin4,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,High,Medium
Levostatin4,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Critical,Medium
Doxystatin4,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Low,Medium
Flustatin4,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Medium,Medium
Rosistatin4,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,High,Medium
Telistatin4,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Critical,Medium
Metostatin4,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Low,Medium
Carvestatin4,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Medium,Medium
Bisopstatin4,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,High,Medium
Gabastatin4,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Critical,Medium
Cefsartan4,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Low,Medium
Levosartan4,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Medium,Medium
Doxysartan4,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,High,Medium
Flusartan4,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Critical,Medium
Rosisartan4,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Low,Medium
Telisartan4,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Medium,Medium
Metosartan4,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,High,Medium
Carvesartan4,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Critical,Medium
Bisopsartan4,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Low,Medium
Gabasartan4,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Medium,Medium
Cefprolol4,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,High,Medium
Levoprolol4,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Critical,Medium
Doxyprolol4,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Low,Medium
Fluprolol4,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Medium,Medium
Rosiprolol4,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,High,Medium
Teliprolol4,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Critical,Medium
Metoprolol4,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Low,Medium
Carveprolol4,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Medium,Medium
Bisopprolol4,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,High,Medium
Gabaprolol4,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Critical,Medium
Cefdipine4,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Low,Medium
Levodipine4,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Medium,Medium
Doxydipine4,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,High,Medium
Fludipine4,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Critical,Medium
Rosidipine4,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Low,Medium
Telidipine4,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Medium,Medium
Metodipine4,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,High,Medium
Carvedipine4,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Critical,Medium
Bisopdipine4,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Low,Medium
Gabadipine4,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Medium,Medium
Cefpentin4,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,High,Medium
Levopentin4,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Critical,Medium
Doxypentin4,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Low,Medium
Flupentin4,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Medium,Medium
Rosipentin4,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,High,Medium
Telipentin4,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Critical,Medium
Metopentin4,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Low,Medium
Carvepentin4,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Medium,Medium
Bisoppentin4,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,High,Medium
Gabapentin4,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Critical,Medium
Paracetamol,Fever,500 mg,Nausea,Severe liver disease,Analgesic,Use only supportive guidance,Oral,Adult,Low,Low
Ibuprofen,Pain,400 mg,GI upset,Peptic ulcer,NSAID,Avoid prolonged unsupervised use,Oral,Pediatric,Medium,Medium
Amoxicillin,Bacterial Infection,500 mg,Rash,Penicillin allergy,Antibiotic,Use only when medically indicated,Oral,Geriatric,High,Medium
Metformin,Type 2 Diabetes,500 mg,Diarrhea,Renal failure,Antidiabetic,Monitor glucose,Oral,Adult,Critical,Medium
Amlodipine,Hypertension,5 mg,Edema,Severe hypotension,Antihypertensive,Monitor blood pressure,Oral,Pediatric,Low,Medium
Salbutamol,Asthma,2 puffs,Tremor,Arrhythmia,Bronchodilator,Use inhaler correctly,Inhalation,Geriatric,Medium,High
Omeprazole,GERD,20 mg,Headache,Hypersensitivity,PPI,Short-term use preferred,Oral,Adult,High,Low
Losartan,Hypertension,50 mg,Dizziness,Pregnancy,ARB,Monitor potassium,Oral,Pediatric,Critical,Medium
Insulin,Diabetes,10 units,Hypoglycemia,Dose errors,Hormone,Requires monitoring,Subcutaneous,Geriatric,Low,High
Azithromycin,Respiratory Infection,500 mg,Nausea,QT prolongation,Antibiotic,Avoid misuse,Oral,Adult,Medium,Medium
Cefxime,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,High,Medium
Levoxime,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Critical,Medium
Doxyxime,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Low,Medium
Fluxime,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Medium,Medium
Rosixime,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,High,Medium
Telixime,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Critical,Medium
Metoxime,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Low,Medium
