risk_factor,associated_condition,weight,is_modifiable,risk_type,recommended_action
47,Autoimmune Disease,4,1,2,Preventive
47,Hormonal Disorder,1,0,1,Moderate Monitoring
47,Hormonal Disorder,2,1,0,High Monitoring
47,Hormonal Disorder,3,0,3,Immediate Attention
47,Hormonal Disorder,4,1,2,Preventive
10,Heart Disease,1,0,1,Moderate Monitoring
10,Heart Disease,2,1,0,High Monitoring
10,Heart Disease,3,0,3,Immediate Attention
10,Heart Disease,4,1,2,Preventive
10,Diabetes,1,0,1,Moderate Monitoring
10,Diabetes,2,1,0,High Monitoring
10,Diabetes,3,0,3,Immediate Attention
10,Diabetes,4,1,2,Preventive
10,Hypertension,1,0,1,Moderate Monitoring
10,Hypertension,2,1,0,High Monitoring
10,Hypertension,3,0,3,Immediate Attention
10,Hypertension,4,1,2,Preventive
10,Stroke,1,0,1,Moderate Monitoring
10,Stroke,2,1,0,High Monitoring
10,Stroke,3,0,3,Immediate Attention
10,Stroke,4,1,2,Preventive
10,Kidney Disease,1,0,1,Moderate Monitoring
10,Kidney Disease,2,1,0,High Monitoring
10,Kidney Disease,3,0,3,Immediate Attention
10,Kidney Disease,4,1,2,Preventive
10,Liver Disease,1,0,1,Moderate Monitoring
10,Liver Disease,2,1,0,High Monitoring
10,Liver Disease,3,0,3,Immediate Attention
10,Liver Disease,4,1,2,Preventive
10,Respiratory Disorder,1,0,1,Moderate Monitoring
10,Respiratory Disorder,2,1,0,High Monitoring
10,Respiratory Disorder,3,0,3,Immediate Attention
10,Respiratory Disorder,4,1,2,Preventive
10,Cancer,1,0,1,Moderate Monitoring
10,Cancer,2,1,0,High Monitoring
10,Cancer,3,0,3,Immediate Attention
10,Cancer,4,1,2,Preventive
10,Obesity,1,0,1,Moderate Monitoring
10,Obesity,2,1,0,High Monitoring
10,Obesity,3,0,3,Immediate Attention
10,Obesity,4,1,2,Preventive
10,Depression,1,0,1,Moderate Monitoring
10,Depression,2,1,0,High Monitoring
10,Depression,3,0,3,Immediate Attention
10,Depression,4,1,2,Preventive
10,Anxiety,1,0,1,Moderate Monitoring
10,Anxiety,2,1,0,High Monitoring
10,Anxiety,3,0,3,Immediate Attention
10,Anxiety,4,1,2,Preventive
10,Infection Risk,1,0,1,Moderate Monitoring
10,Infection Risk,2,1,0,High Monitoring
10,Infection Risk,3,0,3,Immediate Attention
10,Infection Risk,4,1,2,Preventive
10,Metabolic Disorder,1,0,1,Moderate Monitoring
10,Metabolic Disorder,2,1,0,High Monitoring
10,Metabolic Disorder,3,0,3,Immediate Attention
10,Metabolic Disorder,4,1,2,Preventive
10,Autoimmune Disease,1,0,1,Moderate Monitoring
10,Autoimmune Disease,2,1,0,High Monitoring
10,Autoimmune Disease,3,0,3,Immediate Attention
10,Autoimmune Disease,4,1,2,Preventive
10,Hormonal Disorder,1,0,1,Moderate Monitoring
10,Hormonal Disorder,2,1,0,High Monitoring
10,Hormonal Disorder,3,0,3,Immediate Attention
10,Hormonal Disorder,4,1,2,Preventive
34,Heart Disease,1,0,1,Moderate Monitoring
34,Heart Disease,2,1,0,High Monitoring
34,Heart Disease,3,0,3,Immediate Attention
34,Heart Disease,4,1,2,Preventive
34,Diabetes,1,0,1,Moderate Monitoring
34,Diabetes,2,1,0,High Monitoring
34,Diabetes,3,0,3,Immediate Attention
34,Diabetes,4,1,2,Preventive
34,Hypertension,1,0,1,Moderate Monitoring
34,Hypertension,2,1,0,High Monitoring
34,Hypertension,3,0,3,Immediate Attention
34,Hypertension,4,1,2,Preventive
34,Stroke,1,0,1,Moderate Monitoring
34,Stroke,2,1,0,High Monitoring
34,Stroke,3,0,3,Immediate Attention
34,Stroke,4,1,2,Preventive
34,Kidney Disease,1,0,1,Moderate Monitoring
34,Kidney Disease,2,1,0,High Monitoring
34,Kidney Disease,3,0,3,Immediate Attention
34,Kidney Disease,4,1,2,Preventive
34,Liver Disease,1,0,1,Moderate Monitoring
34,Liver Disease,2,1,0,High Monitoring
34,Liver Disease,3,0,3,Immediate Attention
34,Liver Disease,4,1,2,Preventive
34,Respiratory Disorder,1,0,1,Moderate Monitoring
34,Respiratory Disorder,2,1,0,High Monitoring
34,Respiratory Disorder,3,0,3,Immediate Attention
34,Respiratory Disorder,4,1,2,Preventive
34,Cancer,1,0,1,Moderate Monitoring
34,Cancer,2,1,0,High Monitoring
34,Cancer,3,0,3,Immediate Attention
34,Cancer,4,1,2,Preventive
34,Obesity,1,0,1,Moderate Monitoring
34,Obesity,2,1,0,High Monitoring
34,Obesity,3,0,3,Immediate Attention
34,Obesity,4,1,2,Preventive
34,Depression,1,0,1,Moderate Monitoring
34,Depression,2,1,0,High Monitoring
34,Depression,3,0,3,Immediate Attention
34,Depression,4,1,2,Preventive
34,Anxiety,1,0,1,Moderate Monitoring
34,Anxiety,2,1,0,High Monitoring
34,Anxiety,3,0,3,Immediate Attention
34,Anxiety,4,1,2,Preventive
34,Infection Risk,1,0,1,Moderate Monitoring
34,Infection Risk,2,1,0,High Monitoring
34,Infection Risk,3,0,3,Immediate Attention
34,Infection Risk,4,1,2,Preventive
34,Metabolic Disorder,1,0,1,Moderate Monitoring
34,Metabolic Disorder,2,1,0,High Monitoring
34,Metabolic Disorder,3,0,3,Immediate Attention
34,Metabolic Disorder,4,1,2,Preventive
34,Autoimmune Disease,1,0,1,Moderate Monitoring
34,Autoimmune Disease,2,1,0,High Monitoring
34,Autoimmune Disease,3,0,3,Immediate Attention
34,Autoimmune Disease,4,1,2,Preventive
34,Hormonal Disorder,1,0,1,Moderate Monitoring
34,Hormonal Disorder,2,1,0,High Monitoring
34,Hormonal Disorder,3,0,3,Immediate Attention
34,Hormonal Disorder,4,1,2,Preventive
43,Heart Disease,1,0,1,Moderate Monitoring
43,Heart Disease,2,1,0,High Monitoring
43,Heart Disease,3,0,3,Immediate Attention
43,Heart Disease,4,1,2,Preventive
43,Diabetes,1,0,1,Moderate Monitoring
43,Diabetes,2,1,0,High Monitoring
43,Diabetes,3,0,3,Immediate Attention
43,Diabetes,4,1,2,Preventive
43,Hypertension,1,0,1,Moderate Monitoring
43,Hypertension,2,1,0,High Monitoring
43,Hypertension,3,0,3,Immediate Attention
43,Hypertension,4,1,2,Preventive
43,Stroke,1,0,1,Moderate Monitoring
43,Stroke,2,1,0,High Monitoring
43,Stroke,3,0,3,Immediate Attention
43,Stroke,4,1,2,Preventive
43,Kidney Disease,1,0,1,Moderate Monitoring
43,Kidney Disease,2,1,0,High Monitoring
43,Kidney Disease,3,0,3,Immediate Attention
43,Kidney Disease,4,1,2,Preventive
43,Liver Disease,1,0,1,Moderate Monitoring
43,Liver Disease,2,1,0,High Monitoring
43,Liver Disease,3,0,3,Immediate Attention
43,Liver Disease,4,1,2,Preventive
43,Respiratory Disorder,1,0,1,Moderate Monitoring
43,Respiratory Disorder,2,1,0,High Monitoring
43,Respiratory Disorder,3,0,3,Immediate Attention
43,Respiratory Disorder,4,1,2,Preventive
43,Cancer,1,0,1,Moderate Monitoring
43,Cancer,2,1,0,High Monitoring
43,Cancer,3,0,3,Immediate Attention
43,Cancer,4,1,2,Preventive
43,Obesity,1,0,1,Moderate Monitoring
43,Obesity,2,1,0,High Monitoring
43,Obesity,3,0,3,Immediate Attention
43,Obesity,4,1,2,Preventive
43,Depression,1,0,1,Moderate Monitoring
43,Depression,2,1,0,High Monitoring
43,Depression,3,0,3,Immediate Attention
43,Depression,4,1,2,Preventive
43,Anxiety,1,0,1,Moderate Monitoring
43,Anxiety,2,1,0,High Monitoring
43,Anxiety,3,0,3,Immediate Attention
43,Anxiety,4,1,2,Preventive
43,Infection Risk,1,0,1,Moderate Monitoring
43,Infection Risk,2,1,0,High Monitoring
43,Infection Risk,3,0,3,Immediate Attention
43,Infection Risk,4,1,2,Preventive
43,Metabolic Disorder,1,0,1,Moderate Monitoring
43,Metabolic Disorder,2,1,0,High Monitoring
43,Metabolic Disorder,3,0,3,Immediate Attention
43,Metabolic Disorder,4,1,2,Preventive
43,Autoimmune Disease,1,0,1,Moderate Monitoring
43,Autoimmune Disease,2,1,0,High Monitoring
43,Autoimmune Disease,3,0,3,Immediate Attention
43,Autoimmune Disease,4,1,2,Preventive
43,Hormonal Disorder,1,0,1,Moderate Monitoring
43,Hormonal Disorder,2,1,0,High Monitoring
43,Hormonal Disorder,3,0,3,Immediate Attention
43,Hormonal Disorder,4,1,2,Preventive
45,Heart Disease,1,0,1,Moderate Monitoring
45,Heart Disease,2,1,0,High Monitoring
45,Heart Disease,3,0,3,Immediate Attention
45,Heart Disease,4,1,2,Preventive
45,Diabetes,1,0,1,Moderate Monitoring
45,Diabetes,2,1,0,High Monitoring
45,Diabetes,3,0,3,Immediate Attention
45,Diabetes,4,1,2,Preventive
45,Hypertension,1,0,1,Moderate Monitoring
45,Hypertension,2,1,0,High Monitoring
45,Hypertension,3,0,3,Immediate Attention
45,Hypertension,4,1,2,Preventive
45,Stroke,1,0,1,Moderate Monitoring
45,Stroke,2,1,0,High Monitoring
45,Stroke,3,0,3,Immediate Attention
45,Stroke,4,1,2,Preventive
45,Kidney Disease,1,0,1,Moderate Monitoring
45,Kidney Disease,2,1,0,High Monitoring
45,Kidney Disease,3,0,3,Immediate Attention
45,Kidney Disease,4,1,2,Preventive
45,Liver Disease,1,0,1,Moderate Monitoring
45,Liver Disease,2,1,0,High Monitoring
45,Liver Disease,3,0,3,Immediate Attention
45,Liver Disease,4,1,2,Preventive
45,Respiratory Disorder,1,0,1,Moderate Monitoring
45,Respiratory Disorder,2,1,0,High Monitoring
45,Respiratory Disorder,3,0,3,Immediate Attention
45,Respiratory Disorder,4,1,2,Preventive
45,Cancer,1,0,1,Moderate Monitoring
45,Cancer,2,1,0,High Monitoring
45,Cancer,3,0,3,Immediate Attention
45,Cancer,4,1,2,Preventive
45,Obesity,1,0,1,Moderate Monitoring
45,Obesity,2,1,0,High Monitoring
45,Obesity,3,0,3,Immediate Attention
45,Obesity,4,1,2,Preventive
45,Depression,1,0,1,Moderate Monitoring
45,Depression,2,1,0,High Monitoring
45,Depression,3,0,3,Immediate Attention
45,Depression,4,1,2,Preventive
45,Anxiety,1,0,1,Moderate Monitoring
45,Anxiety,2,1,0,High Monitoring
45,Anxiety,3,0,3,Immediate Attention
45,Anxiety,4,1,2,Preventive
45,Infection Risk,1,0,1,Moderate Monitoring
45,Infection Risk,2,1,0,High Monitoring
45,Infection Risk,3,0,3,Immediate Attention
45,Infection Risk,4,1,2,Preventive
45,Metabolic Disorder,1,0,1,Moderate Monitoring
45,Metabolic Disorder,2,1,0,High Monitoring
45,Metabolic Disorder,3,0,3,Immediate Attention
45,Metabolic Disorder,4,1,2,Preventive
45,Autoimmune Disease,1,0,1,Moderate Monitoring
45,Autoimmune Disease,2,1,0,High Monitoring
45,Autoimmune Disease,3,0,3,Immediate Attention
45,Autoimmune Disease,4,1,2,Preventive
45,Hormonal Disorder,1,0,1,Moderate Monitoring
45,Hormonal Disorder,2,1,0,High Monitoring
45,Hormonal Disorder,3,0,3,Immediate Attention
45,Hormonal Disorder,4,1,2,Preventive
44,Heart Disease,1,0,1,Moderate Monitoring
44,Heart Disease,2,1,0,High Monitoring
44,Heart Disease,3,0,3,Immediate Attention
44,Heart Disease,4,1,2,Preventive
44,Diabetes,1,0,1,Moderate Monitoring
44,Diabetes,2,1,0,High Monitoring
44,Diabetes,3,0,3,Immediate Attention
44,Diabetes,4,1,2,Preventive
44,Hypertension,1,0,1,Moderate Monitoring
44,Hypertension,2,1,0,High Monitoring
44,Hypertension,3,0,3,Immediate Attention
44,Hypertension,4,1,2,Preventive
44,Stroke,1,0,1,Moderate Monitoring
44,Stroke,2,1,0,High Monitoring
44,Stroke,3,0,3,Immediate Attention
44,Stroke,4,1,2,Preventive
44,Kidney Disease,1,0,1,Moderate Monitoring
44,Kidney Disease,2,1,0,High Monitoring
44,Kidney Disease,3,0,3,Immediate Attention
44,Kidney Disease,4,1,2,Preventive
44,Liver Disease,1,0,1,Moderate Monitoring
44,Liver Disease,2,1,0,High Monitoring
44,Liver Disease,3,0,3,Immediate Attention
44,Liver Disease,4,1,2,Preventive
44,Respiratory Disorder,1,0,1,Moderate Monitoring
44,Respiratory Disorder,2,1,0,High Monitoring
44,Respiratory Disorder,3,0,3,Immediate Attention
44,Respiratory Disorder,4,1,2,Preventive
44,Cancer,1,0,1,Moderate Monitoring
44,Cancer,2,1,0,High Monitoring
44,Cancer,3,0,3,Immediate Attention
44,Cancer,4,1,2,Preventive
44,Obesity,1,0,1,Moderate Monitoring
44,Obesity,2,1,0,High Monitoring
44,Obesity,3,0,3,Immediate Attention
44,Obesity,4,1,2,Preventive
44,Depression,1,0,1,Moderate Monitoring
44,Depression,2,1,0,High Monitoring
44,Depression,3,0,3,Immediate Attention
44,Depression,4,1,2,Preventive
44,Anxiety,1,0,1,Moderate Monitoring
44,Anxiety,2,1,0,High Monitoring
44,Anxiety,3,0,3,Immediate Attention
44,Anxiety,4,1,2,Preventive
44,Infection Risk,1,0,1,Moderate Monitoring
44,Infection Risk,2,1,0,High Monitoring
44,Infection Risk,3,0,3,Immediate Attention
44,Infection Risk,4,1,2,Preventive
44,Metabolic Disorder,1,0,1,Moderate Monitoring
44,Metabolic Disorder,2,1,0,High Monitoring
44,Metabolic Disorder,3,0,3,Immediate Attention
44,Metabolic Disorder,4,1,2,Preventive
44,Autoimmune Disease,1,0,1,Moderate Monitoring
44,Autoimmune Disease,2,1,0,High Monitoring
44,Autoimmune Disease,3,0,3,Immediate Attention
44,Autoimmune Disease,4,1,2,Preventive
44,Hormonal Disorder,1,0,1,Moderate Monitoring
44,Hormonal Disorder,2,1,0,High Monitoring
44,Hormonal Disorder,3,0,3,Immediate Attention
44,Hormonal Disorder,4,1,2,Preventive
37,Heart Disease,1,0,1,Moderate Monitoring
37,Heart Disease,2,1,0,High Monitoring
37,Heart Disease,3,0,3,Immediate Attention
37,Heart Disease,4,1,2,Preventive
37,Diabetes,1,0,1,Moderate Monitoring
37,Diabetes,2,1,0,High Monitoring
37,Diabetes,3,0,3,Immediate Attention
37,Diabetes,4,1,2,Preventive
37,Hypertension,1,0,1,Moderate Monitoring
37,Hypertension,2,1,0,High Monitoring
37,Hypertension,3,0,3,Immediate Attention
37,Hypertension,4,1,2,Preventive
37,Stroke,1,0,1,Moderate Monitoring
37,Stroke,2,1,0,High Monitoring
37,Stroke,3,0,3,Immediate Attention
37,Stroke,4,1,2,Preventive
37,Kidney Disease,1,0,1,Moderate Monitoring
37,Kidney Disease,2,1,0,High Monitoring
37,Kidney Disease,3,0,3,Immediate Attention
37,Kidney Disease,4,1,2,Preventive
37,Liver Disease,1,0,1,Moderate Monitoring
37,Liver Disease,2,1,0,High Monitoring
37,Liver Disease,3,0,3,Immediate Attention
37,Liver Disease,4,1,2,Preventive
37,Respiratory Disorder,1,0,1,Moderate Monitoring
37,Respiratory Disorder,2,1,0,High Monitoring
37,Respiratory Disorder,3,0,3,Immediate Attention
37,Respiratory Disorder,4,1,2,Preventive
37,Cancer,1,0,1,Moderate Monitoring
37,Cancer,2,1,0,High Monitoring
37,Cancer,3,0,3,Immediate Attention
37,Cancer,4,1,2,Preventive
37,Obesity,1,0,1,Moderate Monitoring
37,Obesity,2,1,0,High Monitoring
37,Obesity,3,0,3,Immediate Attention
37,Obesity,4,1,2,Preventive
37,Depression,1,0,1,Moderate Monitoring
37,Depression,2,1,0,High Monitoring
37,Depression,3,0,3,Immediate Attention
37,Depression,4,1,2,Preventive
37,Anxiety,1,0,1,Moderate Monitoring
37,Anxiety,2,1,0,High Monitoring
37,Anxiety,3,0,3,Immediate Attention
37,Anxiety,4,1,2,Preventive
37,Infection Risk,1,0,1,Moderate Monitoring
37,Infection Risk,2,1,0,High Monitoring
37,Infection Risk,3,0,3,Immediate Attention
37,Infection Risk,4,1,2,Preventive
37,Metabolic Disorder,1,0,1,Moderate Monitoring
37,Metabolic Disorder,2,1,0,High Monitoring
37,Metabolic Disorder,3,0,3,Immediate Attention
37,Metabolic Disorder,4,1,2,Preventive
37,Autoimmune Disease,1,0,1,Moderate Monitoring
37,Autoimmune Disease,2,1,0,High Monitoring
37,Autoimmune Disease,3,0,3,Immediate Attention
37,Autoimmune Disease,4,1,2,Preventive
37,Hormonal Disorder,1,0,1,Moderate Monitoring
37,Hormonal Disorder,2,1,0,High Monitoring
37,Hormonal Disorder,3,0,3,Immediate Attention
37,Hormonal Disorder,4,1,2,Preventive
12,Heart Disease,1,0,1,Moderate Monitoring
12,Heart Disease,2,1,0,High Monitoring
12,Heart Disease,3,0,3,Immediate Attention
12,Heart Disease,4,1,2,Preventive
12,Diabetes,1,0,1,Moderate Monitoring
12,Diabetes,2,1,0,High Monitoring
12,Diabetes,3,0,3,Immediate Attention
12,Diabetes,4,1,2,Preventive
12,Hypertension,1,0,1,Moderate Monitoring
12,Hypertension,2,1,0,High Monitoring
12,Hypertension,3,0,3,Immediate Attention
12,Hypertension,4,1,2,Preventive
12,Stroke,1,0,1,Moderate Monitoring
12,Stroke,2,1,0,High Monitoring
12,Stroke,3,0,3,Immediate Attention
12,Stroke,4,1,2,Preventive
12,Kidney Disease,1,0,1,Moderate Monitoring
12,Kidney Disease,2,1,0,High Monitoring
12,Kidney Disease,3,0,3,Immediate Attention
12,Kidney Disease,4,1,2,Preventive
12,Liver Disease,1,0,1,Moderate Monitoring
12,Liver Disease,2,1,0,High Monitoring
12,Liver Disease,3,0,3,Immediate Attention
12,Liver Disease,4,1,2,Preventive
12,Respiratory Disorder,1,0,1,Moderate Monitoring
12,Respiratory Disorder,2,1,0,High Monitoring
12,Respiratory Disorder,3,0,3,Immediate Attention
12,Respiratory Disorder,4,1,2,Preventive
12,Cancer,1,0,1,Moderate Monitoring
12,Cancer,2,1,0,High Monitoring
12,Cancer,3,0,3,Immediate Attention
12,Cancer,4,1,2,Preventive
12,Obesity,1,0,1,Moderate Monitoring
12,Obesity,2,1,0,High Monitoring
12,Obesity,3,0,3,Immediate Attention
12,Obesity,4,1,2,Preventive
12,Depression,1,0,1,Moderate Monitoring
12,Depression,2,1,0,High Monitoring
12,Depression,3,0,3,Immediate Attention
12,Depression,4,1,2,Preventive
12,Anxiety,1,0,1,Moderate Monitoring
12,Anxiety,2,1,0,High Monitoring
12,Anxiety,3,0,3,Immediate Attention
12,Anxiety,4,1,2,Preventive
12,Infection Risk,1,0,1,Moderate Monitoring
12,Infection Risk,2,1,0,High Monitoring
12,Infection Risk,3,0,3,Immediate Attention
12,Infection Risk,4,1,2,Preventive
12,Metabolic Disorder,1,0,1,Moderate Monitoring
12,Metabolic Disorder,2,1,0,High Monitoring
12,Metabolic Disorder,3,0,3,Immediate Attention
12,Metabolic Disorder,4,1,2,Preventive
12,Autoimmune Disease,1,0,1,Moderate Monitoring
12,Autoimmune Disease,2,1,0,High Monitoring
12,Autoimmune Disease,3,0,3,Immediate Attention
12,Autoimmune Disease,4,1,2,Preventive
12,Hormonal Disorder,1,0,1,Moderate Monitoring
12,Hormonal Disorder,2,1,0,High Monitoring
12,Hormonal Disorder,3,0,3,Immediate Attention
12,Hormonal Disorder,4,1,2,Preventive
29,Heart Disease,1,0,1,Moderate Monitoring
29,Heart Disease,2,1,0,High Monitoring
29,Heart Disease,3,0,3,Immediate Attention
29,Heart Disease,4,1,2,Preventive
29,Diabetes,1,0,1,Moderate Monitoring
29,Diabetes,2,1,0,High Monitoring
29,Diabetes,3,0,3,Immediate Attention
29,Diabetes,4,1,2,Preventive
29,Hypertension,1,0,1,Moderate Monitoring
29,Hypertension,2,1,0,High Monitoring
29,Hypertension,3,0,3,Immediate Attention
29,Hypertension,4,1,2,Preventive
29,Stroke,1,0,1,Moderate Monitoring
29,Stroke,2,1,0,High Monitoring
29,Stroke,3,0,3,Immediate Attention
29,Stroke,4,1,2,Preventive
29,Kidney Disease,1,0,1,Moderate Monitoring
29,Kidney Disease,2,1,0,High Monitoring
29,Kidney Disease,3,0,3,Immediate Attention
29,Kidney Disease,4,1,2,Preventive
29,Liver Disease,1,0,1,Moderate Monitoring
29,Liver Disease,2,1,0,High Monitoring
29,Liver Disease,3,0,3,Immediate Attention
29,Liver Disease,4,1,2,Preventive
29,Respiratory Disorder,1,0,1,Moderate Monitoring
29,Respiratory Disorder,2,1,0,High Monitoring
29,Respiratory Disorder,3,0,3,Immediate Attention
29,Respiratory Disorder,4,1,2,Preventive
29,Cancer,1,0,1,Moderate Monitoring
29,Cancer,2,1,0,High Monitoring
29,Cancer,3,0,3,Immediate Attention
29,Cancer,4,1,2,Preventive
29,Obesity,1,0,1,Moderate Monitoring
29,Obesity,2,1,0,High Monitoring
29,Obesity,3,0,3,Immediate Attention
29,Obesity,4,1,2,Preventive
29,Depression,1,0,1,Moderate Monitoring
29,Depression,2,1,0,High Monitoring
29,Depression,3,0,3,Immediate Attention
29,Depression,4,1,2,Preventive
29,Anxiety,1,0,1,Moderate Monitoring
29,Anxiety,2,1,0,High Monitoring
29,Anxiety,3,0,3,Immediate Attention
29,Anxiety,4,1,2,Preventive
29,Infection Risk,1,0,1,Moderate Monitoring
29,Infection Risk,2,1,0,High Monitoring
29,Infection Risk,3,0,3,Immediate Attention
29,Infection Risk,4,1,2,Preventive
29,Metabolic Disorder,1,0,1,Moderate Monitoring
29,Metabolic Disorder,2,1,0,High Monitoring
29,Metabolic Disorder,3,0,3,Immediate Attention
29,Metabolic Disorder,4,1,2,Preventive
29,Autoimmune Disease,1,0,1,Moderate Monitoring
29,Autoimmune Disease,2,1,0,High Monitoring
29,Autoimmune Disease,3,0,3,Immediate Attention
29,Autoimmune Disease,4,1,2,Preventive
29,Hormonal Disorder,1,0,1,Moderate Monitoring
29,Hormonal Disorder,2,1,0,High Monitoring
29,Hormonal Disorder,3,0,3,Immediate Attention
29,Hormonal Disorder,4,1,2,Preventive
32,Heart Disease,1,0,1,Moderate Monitoring
32,Heart Disease,2,1,0,High Monitoring
32,Heart Disease,3,0,3,Immediate Attention
32,Heart Disease,4,1,2,Preventive
32,Diabetes,1,0,1,Moderate Monitoring
32,Diabetes,2,1,0,High Monitoring
32,Diabetes,3,0,3,Immediate Attention
32,Diabetes,4,1,2,Preventive
32,Hypertension,1,0,1,Moderate Monitoring
32,Hypertension,2,1,0,High Monitoring
32,Hypertension,3,0,3,Immediate Attention
32,Hypertension,4,1,2,Preventive
32,Stroke,1,0,1,Moderate Monitoring
32,Stroke,2,1,0,High Monitoring
32,Stroke,3,0,3,Immediate Attention
32,Stroke,4,1,2,Preventive
32,Kidney Disease,1,0,1,Moderate Monitoring
32,Kidney Disease,2,1,0,High Monitoring
32,Kidney Disease,3,0,3,Immediate Attention
32,Kidney Disease,4,1,2,Preventive
32,Liver Disease,1,0,1,Moderate Monitoring
32,Liver Disease,2,1,0,High Monitoring
32,Liver Disease,3,0,3,Immediate Attention
32,Liver Disease,4,1,2,Preventive
32,Respiratory Disorder,1,0,1,Moderate Monitoring
32,Respiratory Disorder,2,1,0,High Monitoring
32,Respiratory Disorder,3,0,3,Immediate Attention
32,Respiratory Disorder,4,1,2,Preventive
32,Cancer,1,0,1,Moderate Monitoring
32,Cancer,2,1,0,High Monitoring
32,Cancer,3,0,3,Immediate Attention
32,Cancer,4,1,2,Preventive
32,Obesity,1,0,1,Moderate Monitoring
32,Obesity,2,1,0,High Monitoring
32,Obesity,3,0,3,Immediate Attention
32,Obesity,4,1,2,Preventive
32,Depression,1,0,1,Moderate Monitoring
32,Depression,2,1,0,High Monitoring
32,Depression,3,0,3,Immediate Attention
32,Depression,4,1,2,Preventive
32,Anxiety,1,0,1,Moderate Monitoring
32,Anxiety,2,1,0,High Monitoring
32,Anxiety,3,0,3,Immediate Attention
32,Anxiety,4,1,2,Preventive
32,Infection Risk,1,0,1,Moderate Monitoring
32,Infection Risk,2,1,0,High Monitoring
32,Infection Risk,3,0,3,Immediate Attention
32,Infection Risk,4,1,2,Preventive
32,Metabolic Disorder,1,0,1,Moderate Monitoring
32,Metabolic Disorder,2,1,0,High Monitoring
32,Metabolic Disorder,3,0,3,Immediate Attention
32,Metabolic Disorder,4,1,2,Preventive
32,Autoimmune Disease,1,0,1,Moderate Monitoring
32,Autoimmune Disease,2,1,0,High Monitoring
32,Autoimmune Disease,3,0,3,Immediate Attention
32,Autoimmune Disease,4,1,2,Preventive
32,Hormonal Disorder,1,0,1,Moderate Monitoring
32,Hormonal Disorder,2,1,0,High Monitoring
32,Hormonal Disorder,3,0,3,Immediate Attention
32,Hormonal Disorder,4,1,2,Preventive
13,Heart Disease,1,0,1,Moderate Monitoring
13,Heart Disease,2,1,0,High Monitoring
13,Heart Disease,3,0,3,Immediate Attention
13,Heart Disease,4,1,2,Preventive
13,Diabetes,1,0,1,Moderate Monitoring
13,Diabetes,2,1,0,High Monitoring
13,Diabetes,3,0,3,Immediate Attention
13,Diabetes,4,1,2,Preventive
13,Hypertension,1,0,1,Moderate Monitoring
13,Hypertension,2,1,0,High Monitoring
13,Hypertension,3,0,3,Immediate Attention
13,Hypertension,4,1,2,Preventive
13,Stroke,1,0,1,Moderate Monitoring
13,Stroke,2,1,0,High Monitoring
13,Stroke,3,0,3,Immediate Attention
13,Stroke,4,1,2,Preventive
13,Kidney Disease,1,0,1,Moderate Monitoring
13,Kidney Disease,2,1,0,High Monitoring
13,Kidney Disease,3,0,3,Immediate Attention
13,Kidney Disease,4,1,2,Preventive
13,Liver Disease,1,0,1,Moderate Monitoring
13,Liver Disease,2,1,0,High Monitoring
13,Liver Disease,3,0,3,Immediate Attention
13,Liver Disease,4,1,2,Preventive
13,Respiratory Disorder,1,0,1,Moderate Monitoring
13,Respiratory Disorder,2,1,0,High Monitoring
13,Respiratory Disorder,3,0,3,Immediate Attention
13,Respiratory Disorder,4,1,2,Preventive
13,Cancer,1,0,1,Moderate Monitoring
13,Cancer,2,1,0,High Monitoring
13,Cancer,3,0,3,Immediate Attention
13,Cancer,4,1,2,Preventive
13,Obesity,1,0,1,Moderate Monitoring
13,Obesity,2,1,0,High Monitoring
13,Obesity,3,0,3,Immediate Attention
13,Obesity,4,1,2,Preventive
13,Depression,1,0,1,Moderate Monitoring
13,Depression,2,1,0,High Monitoring
13,Depression,3,0,3,Immediate Attention
13,Depression,4,1,2,Preventive
13,Anxiety,1,0,1,Moderate Monitoring
13,Anxiety,2,1,0,High Monitoring
13,Anxiety,3,0,3,Immediate Attention
13,Anxiety,4,1,2,Preventive
13,Infection Risk,1,0,1,Moderate Monitoring
13,Infection Risk,2,1,0,High Monitoring
13,Infection Risk,3,0,3,Immediate Attention
13,Infection Risk,4,1,2,Preventive
13,Metabolic Disorder,1,0,1,Moderate Monitoring
13,Metabolic Disorder,2,1,0,High Monitoring
13,Metabolic Disorder,3,0,3,Immediate Attention
13,Metabolic Disorder,4,1,2,Preventive
13,Autoimmune Disease,1,0,1,Moderate Monitoring
13,Autoimmune Disease,2,1,0,High Monitoring
13,Autoimmune Disease,3,0,3,Immediate Attention
13,Autoimmune Disease,4,1,2,Preventive
13,Hormonal Disorder,1,0,1,Moderate Monitoring
13,Hormonal Disorder,2,1,0,High Monitoring
13,Hormonal Disorder,3,0,3,Immediate Attention
13,Hormonal Disorder,4,1,2,Preventive
16,Heart Disease,1,0,1,Moderate Monitoring
16,Heart Disease,2,1,0,High Monitoring
16,Heart Disease,3,0,3,Immediate Attention
16,Heart Disease,4,1,2,Preventive
16,Diabetes,1,0,1,Moderate Monitoring
16,Diabetes,2,1,0,High Monitoring
16,Diabetes,3,0,3,Immediate Attention
16,Diabetes,4,1,2,Preventive
16,Hypertension,1,0,1,Moderate Monitoring
16,Hypertension,2,1,0,High Monitoring
16,Hypertension,3,0,3,Immediate Attention
16,Hypertension,4,1,2,Preventive
16,Stroke,1,0,1,Moderate Monitoring
