disease,symptom_1,symptom_2,symptom_3,symptom_4,symptom_5,symptom_6,symptom_set,possible_diseases,differentiating_factor,symptom_count
Hypertension ,12,8,19,26,19,20, joint_pain +  vomiting,"Hepatitis E, Hypoglycemia, Tuberculosis",4,7
Migraine,0,19,23,3,9,25, joint_pain +  vomiting,"Hepatitis E, Heart attack, Urinary tract infection",7,7
Cervical spondylosis,1,43,34,13,22,20, chills +  vomiting,"Malaria, Varicose veins, Hypothyroidism",5,7
Paralysis (brain hemorrhage),28,17,51,1,12,20, chills +  fatigue,"Pneumonia, Hepatitis D, Allergy",6,7
Jaundice,33,42,21,46,13,31,itching +  vomiting,"Jaundice, Hyperthyroidism, Peptic ulcer diseae",5,7
Malaria,6,42,24,40,12,20, chills +  vomiting,"Typhoid, Hypoglycemia, Hepatitis E",0,7
Chicken pox,33,35,21,24,13,12,itching +  fatigue,"Hepatitis B, Hypoglycemia, AIDS",0,7
Dengue,24,9,26,44,11,13,itching +  skin_rash,"Drug Reaction, Hypoglycemia, (vertigo) Paroymsal  Positional Vertigo",7,7
Typhoid,6,42,21,19,12,20, skin_rash +  joint_pain,"Psoriasis, Common Cold, Osteoarthristis",4,7
hepatitis A,15,42,53,9,24,17, vomiting +  breathlessness,"Heart attack, Chronic cholestasis, Tuberculosis",1,7
Hepatitis B,33,15,28,49,5,17, skin_rash +  joint_pain,"Psoriasis, Hyperthyroidism, Pneumonia",4,7
Hepatitis C,11,47,33,25,36,9, skin_rash +  high_fever,"Impetigo, Urinary tract infection, Malaria",6,7
Hepatitis D,15,42,21,49,5,20, vomiting +  yellowish_skin,"Alcoholic hepatitis, Paralysis (brain hemorrhage), Fungal infection",6,7
Hepatitis E,15,42,21,19,37,5, fatigue +  yellowish_skin,"Hepatitis C, Hypothyroidism, Hepatitis B",0,7
Alcoholic hepatitis,28,47,0,42,7,14, vomiting +  indigestion,"Peptic ulcer diseae, Arthritis, Varicose veins",5,7
Tuberculosis,6,42,21,46,4,13, fatigue +  cramps,"Varicose veins, Impetigo, Malaria",4,7
Common Cold,8,9,21,8,13,12, muscle_wasting +  patches_in_throat,"AIDS, Urinary tract infection",6,7
Pneumonia,6,15,14,19,2,26, constipation +  pain_during_bowel_movements,"Dimorphic hemmorhoids(piles), Chronic cholestasis, Hypertension ",0,7
Dimorphic hemmorhoids(piles),7,28,37,2,18,20,itching +  fatigue,"Chicken pox, Common Cold, Chronic cholestasis",3,7
Heart attack,28,6,45,6,12,20, acidity +  indigestion,"Migraine, Hypothyroidism, Allergy",1,7
Varicose veins,11,12,8,30,33,28, indigestion +  loss_of_appetite,"Peptic ulcer diseae, Paralysis (brain hemorrhage), Migraine",8,7
Hypothyroidism,11,45,12,27,20,8, vomiting +  indigestion,"Peptic ulcer diseae, Psoriasis, Impetigo",6,7
Hyperthyroidism,11,24,52,34,30,7, burning_micturition +  bladder_discomfort,"Urinary tract infection, Dengue, Chronic cholestasis",6,7
Hypoglycemia,28,15,2,40,12,20, skin_rash +  pus_filled_pimples,"Acne, Hypertension , Hepatitis E",9,7
Osteoarthristis,15,26,27,20,31,22, vomiting +  headache,"(vertigo) Paroymsal  Positional Vertigo, Bronchial Asthma, Chicken pox",6,7
Arthritis,18,36,46,28,25,20, fatigue +  yellowish_skin,"Hepatitis C, Chronic cholestasis, Malaria",7,7
(vertigo) Paroymsal  Positional Vertigo,28,17,33,38,22,29,itching +  lethargy,"Hepatitis B, Diabetes , Malaria",9,7
Acne,24,31,3,35,12,20, chills +  vomiting,"Typhoid, Dengue, Fungal infection",7,7
Urinary tract infection,4,4,22,7,12,20, headache +  dizziness,"Hypertension , Paralysis (brain hemorrhage), Hyperthyroidism",4,7
Psoriasis,24,20,42,36,27,15,itching +  vomiting,"Jaundice, Migraine, GERD",5,7
Impetigo,24,18,4,33,35,20, chills +  vomiting,"Typhoid, Osteoarthristis, Paralysis (brain hemorrhage)",7,7
Fungal infection,33,35,35,11,12,20, fatigue +  cough,"Bronchial Asthma, Fungal infection, Diabetes ",3,7
Allergy,8,33,11,45,12,20, muscle_wasting +  patches_in_throat,"AIDS, Fungal infection, Varicose veins",4,7
GERD,26,1,48,44,4,3, joint_pain +  vomiting,"Hepatitis E, Migraine, Hepatitis C",8,7
Chronic cholestasis,33,42,53,29,21,0, back_pain +  weakness_in_limbs,"Cervical spondylosis, Fungal infection, Hypertension ",2,7
Drug Reaction,33,35,44,5,28,20, continuous_sneezing +  shivering,"Allergy, Dengue, Hepatitis C",5,7
Peptic ulcer diseae,28,19,29,0,26,16, vomiting +  headache,"(vertigo) Paroymsal  Positional Vertigo, Acne, Hepatitis E",1,7
AIDS,17,30,24,15,12,20, chills +  vomiting,"Tuberculosis, Pneumonia, Hepatitis B",7,7
Diabetes ,11,46,39,24,17,1, joint_pain +  vomiting,"hepatitis A, Allergy, Paralysis (brain hemorrhage)",9,7
Gastroenteritis,28,38,16,10,12,20, burning_micturition +  bladder_discomfort,"Urinary tract infection, Hypertension , Peptic ulcer diseae",9,7
Bronchial Asthma,11,11,24,4,10,19,itching +  vomiting,"Chronic cholestasis, Paralysis (brain hemorrhage), AIDS",2,7
Hypertension ,12,8,19,26,19,20, acidity +  indigestion,"Migraine, Jaundice, Hypertension ",2,7
Migraine,0,19,23,3,9,25,itching +  vomiting,"Jaundice, Acne, GERD",5,7
Cervical spondylosis,1,43,34,13,22,20, fatigue +  yellowish_skin,"Hepatitis C, Varicose veins, Chronic cholestasis",5,7
Paralysis (brain hemorrhage),28,17,51,1,12,20, stomach_pain +  acidity,"GERD, Hepatitis B, Hypoglycemia",6,7
Jaundice,33,42,21,46,13,31, joint_pain +  vomiting,"Hepatitis E, Paralysis (brain hemorrhage), hepatitis A",5,7
Malaria,6,42,24,40,12,20, vomiting +  headache,"Paralysis (brain hemorrhage), (vertigo) Paroymsal  Positional Vertigo, Hypothyroidism",9,7
Chicken pox,33,35,21,24,13,12, vomiting +  weakness_of_one_body_side,"Paralysis (brain hemorrhage), AIDS, GERD",6,7
Dengue,24,9,26,44,11,13, chills +  vomiting,"Typhoid, Urinary tract infection, Drug Reaction",0,7
Typhoid,6,42,21,19,12,20,itching +  skin_rash,"Fungal infection, Arthritis, Peptic ulcer diseae",9,7
hepatitis A,15,42,53,9,24,17, vomiting +  sunken_eyes,"Gastroenteritis, Chicken pox, Hypertension ",0,7
Hepatitis B,33,15,28,49,5,17, bladder_discomfort +  foul_smell_of urine,"Urinary tract infection, Tuberculosis, Alcoholic hepatitis",1,7
Hepatitis C,11,47,33,25,36,9, muscle_wasting +  patches_in_throat,"AIDS, Hypertension , Migraine",7,7
Hepatitis D,15,42,21,49,5,20, chills +  vomiting,"Tuberculosis, AIDS, hepatitis A",1,7
Hepatitis E,15,42,21,19,37,5, chills +  vomiting,"Typhoid, Jaundice, Impetigo",1,7
Alcoholic hepatitis,28,47,0,42,7,14, acidity +  indigestion,"Migraine, Diabetes , Cervical spondylosis",9,7
Tuberculosis,6,42,21,46,4,13,itching +  vomiting,"Jaundice, Hepatitis C, Dengue",0,7
Common Cold,8,9,21,8,13,12, fatigue +  weight_loss,"Diabetes , Allergy, Hypoglycemia",3,7
Pneumonia,6,15,14,19,2,26,itching +  vomiting,"Jaundice, AIDS, Common Cold",5,7
Dimorphic hemmorhoids(piles),7,28,37,2,18,20, chills +  vomiting,"Typhoid, Tuberculosis, Impetigo",4,7
Heart attack,28,6,45,6,12,20, burning_micturition +  bladder_discomfort,"Urinary tract infection, Arthritis, Malaria",0,7
Varicose veins,11,12,8,30,33,28, joint_pain +  vomiting,"Hepatitis D, Paralysis (brain hemorrhage), Psoriasis",6,7
Hypothyroidism,11,45,12,27,20,8, skin_rash +  chills,"Dengue, Psoriasis, Peptic ulcer diseae",8,7
Hyperthyroidism,11,24,52,34,30,7, muscle_weakness +  stiff_neck,"Arthritis, Psoriasis, GERD",5,7
Hypoglycemia,28,15,2,40,12,20, headache +  weakness_of_one_body_side,"Paralysis (brain hemorrhage), Hypothyroidism",9,7
Osteoarthristis,15,26,27,20,31,22, constipation +  pain_during_bowel_movements,"Dimorphic hemmorhoids(piles), Diabetes , Peptic ulcer diseae",8,7
Arthritis,18,36,46,28,25,20, skin_rash +  high_fever,"Impetigo, Common Cold, Hepatitis E",4,7
(vertigo) Paroymsal  Positional Vertigo,28,17,33,38,22,29, joint_pain +  vomiting,"Hepatitis E, Hepatitis C, AIDS",0,7
Acne,24,31,3,35,12,20, vomiting +  yellowish_skin,"Alcoholic hepatitis, Chicken pox, Hypertension ",9,7
Urinary tract infection,4,4,22,7,12,20, constipation +  pain_during_bowel_movements,"Dimorphic hemmorhoids(piles), Chronic cholestasis, Hepatitis E",0,7
Psoriasis,24,20,42,36,27,15, vomiting +  dehydration,"Gastroenteritis, Impetigo, Cervical spondylosis",1,7
Impetigo,24,18,4,33,35,20, muscle_weakness +  stiff_neck,"Arthritis, Hypoglycemia, Cervical spondylosis",1,7
Fungal infection,33,35,35,11,12,20, vomiting +  headache,"Paralysis (brain hemorrhage), Impetigo, Fungal infection",4,7
Allergy,8,33,11,45,12,20, bladder_discomfort +  foul_smell_of urine,"Urinary tract infection, Drug Reaction, Hepatitis C",4,7
GERD,26,1,48,44,4,3, chills +  high_fever,"Malaria, Fungal infection, AIDS",5,7
Chronic cholestasis,33,42,53,29,21,0, fatigue +  weight_gain,"Hypothyroidism, Allergy",0,7
Drug Reaction,33,35,44,5,28,20, fatigue +  yellowish_skin,"Hepatitis C, Hepatitis E, Impetigo",7,7
Peptic ulcer diseae,28,19,29,0,26,16, vomiting +  headache,"(vertigo) Paroymsal  Positional Vertigo, Pneumonia, Heart attack",5,7
AIDS,17,30,24,15,12,20, continuous_sneezing +  chills,"Common Cold, Malaria",8,7
Diabetes ,11,46,39,24,17,1, skin_rash +  pus_filled_pimples,"Acne, Chronic cholestasis, Diabetes ",5,7
Gastroenteritis,28,38,16,10,12,20, vomiting +  sunken_eyes,"Gastroenteritis, Arthritis, Impetigo",4,7
Bronchial Asthma,11,11,24,4,10,19, joint_pain +  vomiting,"Hepatitis D, Common Cold, Psoriasis",5,7
Hypertension ,12,8,19,26,19,20, fatigue +  bruising,"Varicose veins, Acne, Hyperthyroidism",0,7
Migraine,0,19,23,3,9,25, chills +  vomiting,"Malaria, Psoriasis, Pneumonia",5,7
Cervical spondylosis,1,43,34,13,22,20, joint_pain +  vomiting,"Hepatitis E, Chicken pox, Arthritis",4,7
Paralysis (brain hemorrhage),28,17,51,1,12,20, chills +  vomiting,"Typhoid, Migraine, Cervical spondylosis",6,7
Jaundice,33,42,21,46,13,31, weakness_in_limbs +  neck_pain,"Cervical spondylosis, Allergy, AIDS",0,7
Malaria,6,42,24,40,12,20, constipation +  pain_during_bowel_movements,"Dimorphic hemmorhoids(piles), Migraine, Chicken pox",0,7
Chicken pox,33,35,21,24,13,12, constipation +  pain_during_bowel_movements,"Dimorphic hemmorhoids(piles), Hyperthyroidism, Hypothyroidism",1,7
Dengue,24,9,26,44,11,13,itching +  skin_rash,"Fungal infection, Hepatitis B, Hepatitis E",0,7
Typhoid,6,42,21,19,12,20, vomiting +  indigestion,"Peptic ulcer diseae, AIDS, Gastroenteritis",0,7
hepatitis A,15,42,53,9,24,17, skin_rash +  high_fever,"Impetigo, Pneumonia, Dengue",4,7
Hepatitis B,33,15,28,49,5,17, fatigue +  cramps,"Varicose veins, Impetigo, hepatitis A",6,7
Hepatitis C,11,47,33,25,36,9, fatigue +  cough,"Bronchial Asthma, Cervical spondylosis, Fungal infection",1,7
Hepatitis D,15,42,21,49,5,20, continuous_sneezing +  chills,"Common Cold, Heart attack, Allergy",0,7
Hepatitis E,15,42,21,19,37,5, indigestion +  loss_of_appetite,"Peptic ulcer diseae, Chronic cholestasis, Chicken pox",2,7
Alcoholic hepatitis,28,47,0,42,7,14,itching +  vomiting,"Jaundice, Chicken pox, Malaria",5,7
Tuberculosis,6,42,21,46,4,13, chills +  fatigue,"Pneumonia, Gastroenteritis, Arthritis",1,7
Common Cold,8,9,21,8,13,12, vomiting +  yellowish_skin,"Alcoholic hepatitis, Allergy, Malaria",5,7
Pneumonia,6,15,14,19,2,26,itching +  skin_rash,"Chicken pox, Urinary tract infection, Alcoholic hepatitis",1,7
Dimorphic hemmorhoids(piles),7,28,37,2,18,20, vomiting +  breathlessness,"Heart attack, Hepatitis B, Migraine",5,7
Heart attack,28,6,45,6,12,20, vomiting +  sunken_eyes,"Gastroenteritis, Jaundice, Fungal infection",0,7
Varicose veins,11,12,8,30,33,28, joint_pain +  vomiting,"Hepatitis E, Hypoglycemia, Hyperthyroidism",1,7
Hypothyroidism,11,45,12,27,20,8, acidity +  indigestion,"Migraine, Arthritis, Hypothyroidism",5,7
Hyperthyroidism,11,24,52,34,30,7,itching +  skin_rash,"Drug Reaction, Acne, Dengue",0,7
Hypoglycemia,28,15,2,40,12,20, joint_pain +  vomiting,"hepatitis A, Psoriasis",5,7
Osteoarthristis,15,26,27,20,31,22, chills +  fatigue,"Pneumonia, Allergy, Gastroenteritis",6,7
Arthritis,18,36,46,28,25,20, skin_rash +  high_fever,"Impetigo, Bronchial Asthma, Hypoglycemia",5,7
(vertigo) Paroymsal  Positional Vertigo,28,17,33,38,22,29, joint_pain +  neck_pain,"Osteoarthristis, Jaundice, Drug Reaction",2,7
Acne,24,31,3,35,12,20, vomiting +  fatigue,"Hypoglycemia, Bronchial Asthma",8,7
Urinary tract infection,4,4,22,7,12,20, chills +  vomiting,"Malaria, Dimorphic hemmorhoids(piles), Pneumonia",0,7
Psoriasis,24,20,42,36,27,15,itching +  vomiting,"Jaundice, Urinary tract infection, Impetigo",0,7
Impetigo,24,18,4,33,35,20, vomiting +  weakness_of_one_body_side,"Paralysis (brain hemorrhage), Alcoholic hepatitis, Dimorphic hemmorhoids(piles)",8,7
Fungal infection,33,35,35,11,12,20, fatigue +  yellowish_skin,"Hepatitis C, Chicken pox, Arthritis",1,7
Allergy,8,33,11,45,12,20,itching +  skin_rash,"Drug Reaction, Dengue, Chicken pox",3,7
GERD,26,1,48,44,4,3, fatigue +  cough,"Bronchial Asthma, Peptic ulcer diseae, Malaria",6,7
Chronic cholestasis,33,42,53,29,21,0, vomiting +  fatigue,"Hypoglycemia, Cervical spondylosis, Peptic ulcer diseae",4,7
Drug Reaction,33,35,44,5,28,20, muscle_wasting +  patches_in_throat,"AIDS, Hepatitis C, GERD",1,7
Peptic ulcer diseae,28,19,29,0,26,16,itching +  fatigue,"Hepatitis B, Impetigo, Osteoarthristis",2,7
AIDS,17,30,24,15,12,20, skin_rash +  pus_filled_pimples,"Acne, Hypoglycemia, Paralysis (brain hemorrhage)",7,7
Diabetes ,11,46,39,24,17,1, fatigue +  nausea,"Hepatitis C, Bronchial Asthma, GERD",3,7
Gastroenteritis,28,38,16,10,12,20, vomiting +  fatigue,"Hypoglycemia, Pneumonia, Diabetes ",4,7
Bronchial Asthma,11,11,24,4,10,19, chills +  vomiting,"Tuberculosis, Heart attack, (vertigo) Paroymsal  Positional Vertigo",1,7
Hypertension ,12,8,19,26,19,20, burning_micturition +  bladder_discomfort,"Urinary tract infection, Paralysis (brain hemorrhage), Common Cold",5,7
Migraine,0,19,23,3,9,25, skin_rash +  joint_pain,"Psoriasis, Pneumonia, Chronic cholestasis",7,7
Cervical spondylosis,1,43,34,13,22,20, continuous_sneezing +  chills,"Common Cold, AIDS, Arthritis",1,7
Paralysis (brain hemorrhage),28,17,51,1,12,20, continuous_sneezing +  chills,"Common Cold, Drug Reaction, AIDS",7,7
Jaundice,33,42,21,46,13,31, fatigue +  weight_loss,"Diabetes , hepatitis A, Migraine",6,7
Malaria,6,42,24,40,12,20, skin_rash +  pus_filled_pimples,"Acne, Typhoid, GERD",1,7
Chicken pox,33,35,21,24,13,12,itching +  skin_rash,"Chicken pox, Dimorphic hemmorhoids(piles), Fungal infection",6,7
Dengue,24,9,26,44,11,13, skin_rash +  joint_pain,"Psoriasis, Hyperthyroidism, Arthritis",6,7
Typhoid,6,42,21,19,12,20, chills +  vomiting,"Tuberculosis, Urinary tract infection, Paralysis (brain hemorrhage)",7,7
hepatitis A,15,42,53,9,24,17, fatigue +  cold_hands_and_feets,"Hypothyroidism, hepatitis A",5,7
Hepatitis B,33,15,28,49,5,17, vomiting +  nausea,"(vertigo) Paroymsal  Positional Vertigo, Cervical spondylosis, Paralysis (brain hemorrhage)",5,7
Hepatitis C,11,47,33,25,36,9,itching +  skin_rash,"Fungal infection, Migraine, Hepatitis E",9,7
Hepatitis D,15,42,21,49,5,20, joint_pain +  vomiting,"hepatitis A, Hepatitis C, Heart attack",3,7
Hepatitis E,15,42,21,19,37,5, vomiting +  indigestion,"Peptic ulcer diseae, AIDS, Arthritis",3,7
Alcoholic hepatitis,28,47,0,42,7,14,itching +  skin_rash,"Chicken pox, Hepatitis D, Tuberculosis",7,7
Tuberculosis,6,42,21,46,4,13, chills +  fatigue,"Pneumonia, Dengue, Migraine",4,7
Common Cold,8,9,21,8,13,12, chills +  vomiting,"Tuberculosis, Urinary tract infection, Paralysis (brain hemorrhage)",2,7
Pneumonia,6,15,14,19,2,26, fatigue +  yellowish_skin,"Hepatitis C, Dengue, Chicken pox",1,7
Dimorphic hemmorhoids(piles),7,28,37,2,18,20,itching +  vomiting,"Chronic cholestasis, Dengue, Chicken pox",5,7
Heart attack,28,6,45,6,12,20, vomiting +  indigestion,"Peptic ulcer diseae, Bronchial Asthma, Hepatitis B",8,7
Varicose veins,11,12,8,30,33,28, chills +  vomiting,"Tuberculosis, Hypothyroidism, Paralysis (brain hemorrhage)",1,7
Hypothyroidism,11,45,12,27,20,8, vomiting +  headache,"Paralysis (brain hemorrhage), Hepatitis B",0,7
Hyperthyroidism,11,24,52,34,30,7,itching +  vomiting,"Jaundice, Hypothyroidism, Alcoholic hepatitis",7,7
Hypoglycemia,28,15,2,40,12,20, chills +  vomiting,"Tuberculosis, Heart attack, (vertigo) Paroymsal  Positional Vertigo",3,7
Osteoarthristis,15,26,27,20,31,22, burning_micturition +  bladder_discomfort,"Urinary tract infection, Osteoarthristis, Paralysis (brain hemorrhage)",3,7
Arthritis,18,36,46,28,25,20, fatigue +  weight_loss,"Diabetes , Psoriasis, Common Cold",4,7
(vertigo) Paroymsal  Positional Vertigo,28,17,33,38,22,29, chills +  vomiting,"Tuberculosis, Hypoglycemia, Alcoholic hepatitis",7,7
Acne,24,31,3,35,12,20,itching +  vomiting,"Jaundice, Hypoglycemia, Malaria",7,7
Urinary tract infection,4,4,22,7,12,20, chills +  fatigue,"Pneumonia, Migraine, Alcoholic hepatitis",7,7
Psoriasis,24,20,42,36,27,15, continuous_sneezing +  shivering,"Allergy, Acne, Malaria",8,7
Impetigo,24,18,4,33,35,20, fatigue +  weight_loss,"Diabetes , Pneumonia, Urinary tract infection",6,7
Fungal infection,33,35,35,11,12,20, skin_rash +  joint_pain,"Psoriasis, Varicose veins, Paralysis (brain hemorrhage)",9,7
Allergy,8,33,11,45,12,20, back_pain +  weakness_in_limbs,"Cervical spondylosis, Fungal infection, Chronic cholestasis",1,7
GERD,26,1,48,44,4,3, skin_rash +  pus_filled_pimples,"Acne, Diabetes , Dengue",3,7
Chronic cholestasis,33,42,53,29,21,0, chills +  fatigue,"Pneumonia, Fungal infection, Chronic cholestasis",2,7
Drug Reaction,33,35,44,5,28,20,itching +  skin_rash,"Chicken pox, Malaria, Arthritis",1,7
Peptic ulcer diseae,28,19,29,0,26,16, vomiting +  headache,"(vertigo) Paroymsal  Positional Vertigo, Arthritis, Fungal infection",6,7
AIDS,17,30,24,15,12,20, acidity +  indigestion,"Migraine, Hypertension , Diabetes ",2,7
Diabetes ,11,46,39,24,17,1, skin_rash +  joint_pain,"Psoriasis, Arthritis, Varicose veins",5,7
Gastroenteritis,28,38,16,10,12,20, muscle_wasting +  patches_in_throat,"AIDS, Gastroenteritis, (vertigo) Paroymsal  Positional Vertigo",7,7
Bronchial Asthma,11,11,24,4,10,19, muscle_weakness +  stiff_neck,"Arthritis, Alcoholic hepatitis, Psoriasis",3,7
Hypertension ,12,8,19,26,19,20, acidity +  headache,"Migraine, Hypoglycemia, Dengue",3,7
Migraine,0,19,23,3,9,25, skin_rash +  high_fever,"Impetigo, Hypothyroidism, Typhoid",0,7
Cervical spondylosis,1,43,34,13,22,20, chills +  vomiting,"Malaria, Dengue, Heart attack",3,7
Paralysis (brain hemorrhage),28,17,51,1,12,20, joint_pain +  vomiting,"Hepatitis E, Drug Reaction, Chicken pox",1,7
Jaundice,33,42,21,46,13,31, vomiting +  sunken_eyes,"Gastroenteritis, Migraine, Hyperthyroidism",7,7
Malaria,6,42,24,40,12,20, chills +  fatigue,"Pneumonia, Typhoid, Hepatitis C",0,7
Chicken pox,33,35,21,24,13,12, vomiting +  headache,"Paralysis (brain hemorrhage), Hyperthyroidism, Chicken pox",5,7
Dengue,24,9,26,44,11,13, fatigue +  weight_loss,"Diabetes , Tuberculosis, Hepatitis C",1,7
Typhoid,6,42,21,19,12,20, vomiting +  headache,"Paralysis (brain hemorrhage), Hyperthyroidism, Chronic cholestasis",1,7
hepatitis A,15,42,53,9,24,17, fatigue +  mood_swings,"Hyperthyroidism, Peptic ulcer diseae",0,7
Hepatitis B,33,15,28,49,5,17, skin_rash +  pus_filled_pimples,"Acne, Diabetes , Dengue",3,7
Hepatitis C,11,47,33,25,36,9, chills +  vomiting,"Tuberculosis, Common Cold, Migraine",0,7
Hepatitis D,15,42,21,49,5,20, skin_rash +  pus_filled_pimples,"Acne, Typhoid, Osteoarthristis",2,7
Hepatitis E,15,42,21,19,37,5, skin_rash +  joint_pain,"Psoriasis, Common Cold, Allergy",8,7
Alcoholic hepatitis,28,47,0,42,7,14, chills +  vomiting,"Tuberculosis, Diabetes , Hepatitis E",0,7
Tuberculosis,6,42,21,46,4,13,itching +  stomach_pain,"Drug Reaction, Hyperthyroidism, Hypoglycemia",4,7
Common Cold,8,9,21,8,13,12,itching +  skin_rash,"Drug Reaction, Hepatitis B, Diabetes ",1,7
Pneumonia,6,15,14,19,2,26, vomiting +  fatigue,"Hypoglycemia, Impetigo, Allergy",9,7
Dimorphic hemmorhoids(piles),7,28,37,2,18,20, muscle_wasting +  patches_in_throat,"AIDS, Common Cold, Alcoholic hepatitis",4,7
Heart attack,28,6,45,6,12,20, skin_rash +  high_fever,"Impetigo, Bronchial Asthma, Chicken pox",8,7
Varicose veins,11,12,8,30,33,28,itching +  vomiting,"Chronic cholestasis, Impetigo, Hypothyroidism",4,7
Hypothyroidism,11,45,12,27,20,8, vomiting +  sunken_eyes,"Gastroenteritis, GERD, Dimorphic hemmorhoids(piles)",5,7
Hyperthyroidism,11,24,52,34,30,7,itching +  fatigue,"Hepatitis B, hepatitis A, Fungal infection",9,7
Hypoglycemia,28,15,2,40,12,20, fatigue +  lethargy,"Hepatitis B, Heart attack, Hypoglycemia",6,7
Osteoarthristis,15,26,27,20,31,22, vomiting +  headache,"(vertigo) Paroymsal  Positional Vertigo, Typhoid",5,7
Arthritis,18,36,46,28,25,20, muscle_wasting +  high_fever,"AIDS, Common Cold, Hepatitis E",8,7
(vertigo) Paroymsal  Positional Vertigo,28,17,33,38,22,29, skin_rash +  joint_pain,"Psoriasis, Urinary tract infection, Hypothyroidism",5,7
Acne,24,31,3,35,12,20, constipation +  pain_during_bowel_movements,"Dimorphic hemmorhoids(piles), Drug Reaction, Hypertension ",0,7
Urinary tract infection,4,4,22,7,12,20, fatigue +  cough,"Bronchial Asthma, Hepatitis C, Varicose veins",8,7
Psoriasis,24,20,42,36,27,15, vomiting +  breathlessness,"Heart attack, Alcoholic hepatitis, Impetigo",1,7
Impetigo,24,18,4,33,35,20, chills +  vomiting,"Malaria, Migraine, Tuberculosis",7,7
Fungal infection,33,35,35,11,12,20, joint_pain +  vomiting,"hepatitis A, Impetigo, Common Cold",5,7
Allergy,8,33,11,45,12,20, continuous_sneezing +  fatigue,"Common Cold, Hepatitis E, Gastroenteritis",1,7
GERD,26,1,48,44,4,3, joint_pain +  vomiting,"hepatitis A, Chronic cholestasis, AIDS",5,7
Chronic cholestasis,33,42,53,29,21,0, joint_pain +  vomiting,"hepatitis A, Psoriasis, Dengue",6,7
Drug Reaction,33,35,44,5,28,20, muscle_wasting +  patches_in_throat,"AIDS, Fungal infection, Varicose veins",1,7
Peptic ulcer diseae,28,19,29,0,26,16, vomiting +  yellowish_skin,"Alcoholic hepatitis, Arthritis, GERD",9,7
AIDS,17,30,24,15,12,20,itching +  skin_rash,"Drug Reaction, Pneumonia, Hepatitis C",2,7
Diabetes ,11,46,39,24,17,1, fatigue +  weight_loss,"Diabetes , hepatitis A, Gastroenteritis",6,7
Gastroenteritis,28,38,16,10,12,20, back_pain +  weakness_in_limbs,"Cervical spondylosis, Hyperthyroidism, Typhoid",6,7
Bronchial Asthma,11,11,24,4,10,19, vomiting +  breathlessness,"Heart attack, Paralysis (brain hemorrhage), Hypertension ",7,7
Hypertension ,12,8,19,26,19,20, constipation +  pain_during_bowel_movements,"Dimorphic hemmorhoids(piles), Hepatitis D",4,7
Migraine,0,19,23,3,9,25, weight_gain +  cold_hands_and_feets,"Hypothyroidism, Paralysis (brain hemorrhage), AIDS",8,7
Cervical spondylosis,1,43,34,13,22,20, chills +  fatigue,"Typhoid, Acne, (vertigo) Paroymsal  Positional Vertigo",5,7
Paralysis (brain hemorrhage),28,17,51,1,12,20, vomiting +  fatigue,"Hypoglycemia, Dimorphic hemmorhoids(piles), Bronchial Asthma",9,7
Jaundice,33,42,21,46,13,31, continuous_sneezing +  chills,"Common Cold, Chicken pox, AIDS",9,7
Malaria,6,42,24,40,12,20,itching +  vomiting,"Jaundice, Hepatitis E, (vertigo) Paroymsal  Positional Vertigo",6,7
Chicken pox,33,35,21,24,13,12, chills +  vomiting,"Tuberculosis, Heart attack, (vertigo) Paroymsal  Positional Vertigo",7,7
Dengue,24,9,26,44,11,13, joint_pain +  neck_pain,"Osteoarthristis, Acne, Psoriasis",6,7
Typhoid,6,42,21,19,12,20, back_pain +  weakness_in_limbs,"Cervical spondylosis, Hepatitis D, Arthritis",2,7
hepatitis A,15,42,53,9,24,17, yellowish_skin +  abdominal_pain,"Alcoholic hepatitis, Hypothyroidism, Hepatitis D",4,7
Hepatitis B,33,15,28,49,5,17, chills +  vomiting,"Typhoid, Varicose veins, Gastroenteritis",4,7
Hepatitis C,11,47,33,25,36,9, joint_pain +  vomiting,"Hepatitis D, Peptic ulcer diseae, Bronchial Asthma",1,7
Hepatitis D,15,42,21,49,5,20,itching +  fatigue,"Hepatitis B, Varicose veins, Hepatitis E",8,7
Hepatitis E,15,42,21,19,37,5, muscle_wasting +  high_fever,"AIDS, Paralysis (brain hemorrhage), Alcoholic hepatitis",0,7
Alcoholic hepatitis,28,47,0,42,7,14, continuous_sneezing +  shivering,"Allergy, Cervical spondylosis, Paralysis (brain hemorrhage)",1,7
Tuberculosis,6,42,21,46,4,13, vomiting +  yellowish_skin,"Alcoholic hepatitis, Hepatitis C, Cervical spondylosis",4,7
Common Cold,8,9,21,8,13,12, skin_rash +  chills,"Dengue, Arthritis, Jaundice",3,7
Pneumonia,6,15,14,19,2,26, joint_pain +  vomiting,"Hepatitis D, Hepatitis E, Hepatitis C",4,7
Dimorphic hemmorhoids(piles),7,28,37,2,18,20, continuous_sneezing +  chills,"Common Cold, Diabetes , hepatitis A",6,7
Heart attack,28,6,45,6,12,20, stomach_pain +  acidity,"GERD, Varicose veins, Fungal infection",4,7
Varicose veins,11,12,8,30,33,28, skin_rash +  joint_pain,"Psoriasis, Typhoid, Common Cold",4,7
Hypothyroidism,11,45,12,27,20,8, back_pain +  weakness_in_limbs,"Cervical spondylosis, Allergy, Urinary tract infection",7,7
