symptom,duration,interpretation,risk_level,clinical_category,emergency_flag,duration_score,temporal_severity_score
Bleeding,5,Emergency evaluation needed,3,3,0,5,3
Bleeding,5,Lifestyle-related issue possible,4,1,1,5,4
Bleeding,5,Underlying disease progression,1,2,0,5,1
Bleeding,1,Acute condition likely,2,4,1,1,2
Bleeding,1,Possible infection,3,0,0,1,3
Bleeding,1,Monitor symptoms,4,3,1,1,4
Bleeding,1,Requires clinical evaluation,1,1,0,1,1
Bleeding,1,Chronic condition suspected,2,2,1,1,2
Bleeding,1,Emergency evaluation needed,3,4,0,1,3
Bleeding,1,Lifestyle-related issue possible,4,0,1,1,4
Bleeding,1,Underlying disease progression,1,3,0,1,1
Bleeding,4,Acute condition likely,2,1,1,4,2
Bleeding,4,Possible infection,3,2,0,4,3
Bleeding,4,Monitor symptoms,4,4,1,4,4
Bleeding,4,Requires clinical evaluation,1,0,0,4,1
Bleeding,4,Chronic condition suspected,2,3,1,4,2
Bleeding,4,Emergency evaluation needed,3,1,0,4,3
Bleeding,4,Lifestyle-related issue possible,4,2,1,4,4
Bleeding,4,Underlying disease progression,1,4,0,4,1
Bleeding,0,Acute condition likely,2,0,1,0,2
Bleeding,0,Possible infection,3,3,0,0,3
Bleeding,0,Monitor symptoms,4,1,1,0,4
Bleeding,0,Requires clinical evaluation,1,2,0,0,1
Bleeding,0,Chronic condition suspected,2,4,1,0,2
Bleeding,0,Emergency evaluation needed,3,0,0,0,3
Bleeding,0,Lifestyle-related issue possible,4,3,1,0,4
Bleeding,0,Underlying disease progression,1,1,0,0,1
Bleeding,3,Acute condition likely,2,2,1,3,2
Bleeding,3,Possible infection,3,4,0,3,3
Bleeding,3,Monitor symptoms,4,0,1,3,4
Bleeding,3,Requires clinical evaluation,1,3,0,3,1
Bleeding,3,Chronic condition suspected,2,1,1,3,2
Bleeding,3,Emergency evaluation needed,3,2,0,3,3
Bleeding,3,Lifestyle-related issue possible,4,4,1,3,4
Bleeding,3,Underlying disease progression,1,0,0,3,1
Bleeding,2,Acute condition likely,2,3,1,2,2
Bleeding,2,Possible infection,3,1,0,2,3
Bleeding,2,Monitor symptoms,4,2,1,2,4
Bleeding,2,Requires clinical evaluation,1,4,0,2,1
Bleeding,2,Chronic condition suspected,2,0,1,2,2
Bleeding,2,Emergency evaluation needed,3,3,0,2,3
Bleeding,2,Lifestyle-related issue possible,4,1,1,2,4
Bleeding,2,Underlying disease progression,1,2,0,2,1
Bleeding,6,Acute condition likely,2,4,1,6,2
Bleeding,6,Possible infection,3,0,0,6,3
Bleeding,6,Monitor symptoms,4,3,1,6,4
Bleeding,6,Requires clinical evaluation,1,1,0,6,1
Bleeding,6,Chronic condition suspected,2,2,1,6,2
Bleeding,6,Emergency evaluation needed,3,4,0,6,3
Bleeding,6,Lifestyle-related issue possible,4,0,1,6,4
Bleeding,6,Underlying disease progression,1,3,0,6,1
Weakness,5,Acute condition likely,2,1,1,5,2
Weakness,5,Possible infection,3,2,0,5,3
Weakness,5,Monitor symptoms,4,4,1,5,4
Weakness,5,Requires clinical evaluation,1,0,0,5,1
Weakness,5,Chronic condition suspected,2,3,1,5,2
Weakness,5,Emergency evaluation needed,3,1,0,5,3
Weakness,5,Lifestyle-related issue possible,4,2,1,5,4
Weakness,5,Underlying disease progression,1,4,0,5,1
Weakness,1,Acute condition likely,2,0,1,1,2
Weakness,1,Possible infection,3,3,0,1,3
Weakness,1,Monitor symptoms,4,1,1,1,4
Weakness,1,Requires clinical evaluation,1,2,0,1,1
Weakness,1,Chronic condition suspected,2,4,1,1,2
Weakness,1,Emergency evaluation needed,3,0,0,1,3
Weakness,1,Lifestyle-related issue possible,4,3,1,1,4
Weakness,1,Underlying disease progression,1,1,0,1,1
Weakness,4,Acute condition likely,2,2,1,4,2
Weakness,4,Possible infection,3,4,0,4,3
Weakness,4,Monitor symptoms,4,0,1,4,4
Weakness,4,Requires clinical evaluation,1,3,0,4,1
Weakness,4,Chronic condition suspected,2,1,1,4,2
Weakness,4,Emergency evaluation needed,3,2,0,4,3
Weakness,4,Lifestyle-related issue possible,4,4,1,4,4
Weakness,4,Underlying disease progression,1,0,0,4,1
Weakness,0,Acute condition likely,2,3,1,0,2
Weakness,0,Possible infection,3,1,0,0,3
Weakness,0,Monitor symptoms,4,2,1,0,4
Weakness,0,Requires clinical evaluation,1,4,0,0,1
Weakness,0,Chronic condition suspected,2,0,1,0,2
Weakness,0,Emergency evaluation needed,3,3,0,0,3
Weakness,0,Lifestyle-related issue possible,4,1,1,0,4
Weakness,0,Underlying disease progression,1,2,0,0,1
Weakness,3,Acute condition likely,2,4,1,3,2
Weakness,3,Possible infection,3,0,0,3,3
Weakness,3,Monitor symptoms,4,3,1,3,4
Weakness,3,Requires clinical evaluation,1,1,0,3,1
Weakness,3,Chronic condition suspected,2,2,1,3,2
Weakness,3,Emergency evaluation needed,3,4,0,3,3
Weakness,3,Lifestyle-related issue possible,4,0,1,3,4
Weakness,3,Underlying disease progression,1,3,0,3,1
Weakness,2,Acute condition likely,2,1,1,2,2
Weakness,2,Possible infection,3,2,0,2,3
Weakness,2,Monitor symptoms,4,4,1,2,4
Weakness,2,Requires clinical evaluation,1,0,0,2,1
Weakness,2,Chronic condition suspected,2,3,1,2,2
Weakness,2,Emergency evaluation needed,3,1,0,2,3
Weakness,2,Lifestyle-related issue possible,4,2,1,2,4
Weakness,2,Underlying disease progression,1,4,0,2,1
Weakness,6,Acute condition likely,2,0,1,6,2
Weakness,6,Possible infection,3,3,0,6,3
Weakness,6,Monitor symptoms,4,1,1,6,4
Weakness,6,Requires clinical evaluation,1,2,0,6,1
Weakness,6,Chronic condition suspected,2,4,1,6,2
Weakness,6,Emergency evaluation needed,3,0,0,6,3
Weakness,6,Lifestyle-related issue possible,4,3,1,6,4
Weakness,6,Underlying disease progression,1,1,0,6,1
Confusion,5,Acute condition likely,2,2,1,5,2
Confusion,5,Possible infection,3,4,0,5,3
Confusion,5,Monitor symptoms,4,0,1,5,4
Confusion,5,Requires clinical evaluation,1,3,0,5,1
Confusion,5,Chronic condition suspected,2,1,1,5,2
Confusion,5,Emergency evaluation needed,3,2,0,5,3
Confusion,5,Lifestyle-related issue possible,4,4,1,5,4
Confusion,5,Underlying disease progression,1,0,0,5,1
Confusion,1,Acute condition likely,2,3,1,1,2
Confusion,1,Possible infection,3,1,0,1,3
Confusion,1,Monitor symptoms,4,2,1,1,4
Confusion,1,Requires clinical evaluation,1,4,0,1,1
Confusion,1,Chronic condition suspected,2,0,1,1,2
Confusion,1,Emergency evaluation needed,3,3,0,1,3
Confusion,1,Lifestyle-related issue possible,4,1,1,1,4
Confusion,1,Underlying disease progression,1,2,0,1,1
Confusion,4,Acute condition likely,2,4,1,4,2
Confusion,4,Possible infection,3,0,0,4,3
Confusion,4,Monitor symptoms,4,3,1,4,4
Confusion,4,Requires clinical evaluation,1,1,0,4,1
Confusion,4,Chronic condition suspected,2,2,1,4,2
Confusion,4,Emergency evaluation needed,3,4,0,4,3
Confusion,4,Lifestyle-related issue possible,4,0,1,4,4
Confusion,4,Underlying disease progression,1,3,0,4,1
Confusion,0,Acute condition likely,2,1,1,0,2
Confusion,0,Possible infection,3,2,0,0,3
Confusion,0,Monitor symptoms,4,4,1,0,4
Confusion,0,Requires clinical evaluation,1,0,0,0,1
Confusion,0,Chronic condition suspected,2,3,1,0,2
Confusion,0,Emergency evaluation needed,3,1,0,0,3
Confusion,0,Lifestyle-related issue possible,4,2,1,0,4
Confusion,0,Underlying disease progression,1,4,0,0,1
Confusion,3,Acute condition likely,2,0,1,3,2
Confusion,3,Possible infection,3,3,0,3,3
Confusion,3,Monitor symptoms,4,1,1,3,4
Confusion,3,Requires clinical evaluation,1,2,0,3,1
Confusion,3,Chronic condition suspected,2,4,1,3,2
Confusion,3,Emergency evaluation needed,3,0,0,3,3
Confusion,3,Lifestyle-related issue possible,4,3,1,3,4
Confusion,3,Underlying disease progression,1,1,0,3,1
Confusion,2,Acute condition likely,2,2,1,2,2
Confusion,2,Possible infection,3,4,0,2,3
Confusion,2,Monitor symptoms,4,0,1,2,4
Confusion,2,Requires clinical evaluation,1,3,0,2,1
Confusion,2,Chronic condition suspected,2,1,1,2,2
Confusion,2,Emergency evaluation needed,3,2,0,2,3
Confusion,2,Lifestyle-related issue possible,4,4,1,2,4
Confusion,2,Underlying disease progression,1,0,0,2,1
Confusion,6,Acute condition likely,2,3,1,6,2
Confusion,6,Possible infection,3,1,0,6,3
Confusion,6,Monitor symptoms,4,2,1,6,4
Confusion,6,Requires clinical evaluation,1,4,0,6,1
Confusion,6,Chronic condition suspected,2,0,1,6,2
Confusion,6,Emergency evaluation needed,3,3,0,6,3
Confusion,6,Lifestyle-related issue possible,4,1,1,6,4
Confusion,6,Underlying disease progression,1,2,0,6,1
Sore Throat,5,Acute condition likely,2,4,1,5,2
Sore Throat,5,Possible infection,3,0,0,5,3
Sore Throat,5,Monitor symptoms,4,3,1,5,4
Sore Throat,5,Requires clinical evaluation,1,1,0,5,1
Sore Throat,5,Chronic condition suspected,2,2,1,5,2
Sore Throat,5,Emergency evaluation needed,3,4,0,5,3
Sore Throat,5,Lifestyle-related issue possible,4,0,1,5,4
Sore Throat,5,Underlying disease progression,1,3,0,5,1
Sore Throat,1,Acute condition likely,2,1,1,1,2
Sore Throat,1,Possible infection,3,2,0,1,3
Sore Throat,1,Monitor symptoms,4,4,1,1,4
Sore Throat,1,Requires clinical evaluation,1,0,0,1,1
Sore Throat,1,Chronic condition suspected,2,3,1,1,2
Sore Throat,1,Emergency evaluation needed,3,1,0,1,3
Sore Throat,1,Lifestyle-related issue possible,4,2,1,1,4
Sore Throat,1,Underlying disease progression,1,4,0,1,1
Sore Throat,4,Acute condition likely,2,0,1,4,2
Sore Throat,4,Possible infection,3,3,0,4,3
Sore Throat,4,Monitor symptoms,4,1,1,4,4
Sore Throat,4,Requires clinical evaluation,1,2,0,4,1
Sore Throat,4,Chronic condition suspected,2,4,1,4,2
Sore Throat,4,Emergency evaluation needed,3,0,0,4,3
Sore Throat,4,Lifestyle-related issue possible,4,3,1,4,4
Sore Throat,4,Underlying disease progression,1,1,0,4,1
Sore Throat,0,Acute condition likely,2,2,1,0,2
Sore Throat,0,Possible infection,3,4,0,0,3
Sore Throat,0,Monitor symptoms,4,0,1,0,4
Sore Throat,0,Requires clinical evaluation,1,3,0,0,1
Sore Throat,0,Chronic condition suspected,2,1,1,0,2
Sore Throat,0,Emergency evaluation needed,3,2,0,0,3
Sore Throat,0,Lifestyle-related issue possible,4,4,1,0,4
Sore Throat,0,Underlying disease progression,1,0,0,0,1
Sore Throat,3,Acute condition likely,2,3,1,3,2
Sore Throat,3,Possible infection,3,1,0,3,3
Sore Throat,3,Monitor symptoms,4,2,1,3,4
Sore Throat,3,Requires clinical evaluation,1,4,0,3,1
Sore Throat,3,Chronic condition suspected,2,0,1,3,2
Sore Throat,3,Emergency evaluation needed,3,3,0,3,3
Sore Throat,3,Lifestyle-related issue possible,4,1,1,3,4
Sore Throat,3,Underlying disease progression,1,2,0,3,1
Sore Throat,2,Acute condition likely,2,4,1,2,2
Sore Throat,2,Possible infection,3,0,0,2,3
Sore Throat,2,Monitor symptoms,4,3,1,2,4
Sore Throat,2,Requires clinical evaluation,1,1,0,2,1
Sore Throat,2,Chronic condition suspected,2,2,1,2,2
Sore Throat,2,Emergency evaluation needed,3,4,0,2,3
Sore Throat,2,Lifestyle-related issue possible,4,0,1,2,4
Sore Throat,2,Underlying disease progression,1,3,0,2,1
Sore Throat,6,Acute condition likely,2,1,1,6,2
Sore Throat,6,Possible infection,3,2,0,6,3
Sore Throat,6,Monitor symptoms,4,4,1,6,4
Sore Throat,6,Requires clinical evaluation,1,0,0,6,1
Sore Throat,6,Chronic condition suspected,2,3,1,6,2
Sore Throat,6,Emergency evaluation needed,3,1,0,6,3
Sore Throat,6,Lifestyle-related issue possible,4,2,1,6,4
Sore Throat,6,Underlying disease progression,1,4,0,6,1
Runny Nose,5,Acute condition likely,2,0,1,5,2
Runny Nose,5,Possible infection,3,3,0,5,3
Runny Nose,5,Monitor symptoms,4,1,1,5,4
Runny Nose,5,Requires clinical evaluation,1,2,0,5,1
Runny Nose,5,Chronic condition suspected,2,4,1,5,2
Runny Nose,5,Emergency evaluation needed,3,0,0,5,3
Runny Nose,5,Lifestyle-related issue possible,4,3,1,5,4
Runny Nose,5,Underlying disease progression,1,1,0,5,1
Runny Nose,1,Acute condition likely,2,2,1,1,2
Runny Nose,1,Possible infection,3,4,0,1,3
Runny Nose,1,Monitor symptoms,4,0,1,1,4
Runny Nose,1,Requires clinical evaluation,1,3,0,1,1
Runny Nose,1,Chronic condition suspected,2,1,1,1,2
Runny Nose,1,Emergency evaluation needed,3,2,0,1,3
Runny Nose,1,Lifestyle-related issue possible,4,4,1,1,4
Runny Nose,1,Underlying disease progression,1,0,0,1,1
Runny Nose,4,Acute condition likely,2,3,1,4,2
Runny Nose,4,Possible infection,3,1,0,4,3
Runny Nose,4,Monitor symptoms,4,2,1,4,4
Runny Nose,4,Requires clinical evaluation,1,4,0,4,1
Runny Nose,4,Chronic condition suspected,2,0,1,4,2
Runny Nose,4,Emergency evaluation needed,3,3,0,4,3
Runny Nose,4,Lifestyle-related issue possible,4,1,1,4,4
Runny Nose,4,Underlying disease progression,1,2,0,4,1
Runny Nose,0,Acute condition likely,2,4,1,0,2
Runny Nose,0,Possible infection,3,0,0,0,3
Runny Nose,0,Monitor symptoms,4,3,1,0,4
Runny Nose,0,Requires clinical evaluation,1,1,0,0,1
Runny Nose,0,Chronic condition suspected,2,2,1,0,2
Runny Nose,0,Emergency evaluation needed,3,4,0,0,3
Runny Nose,0,Lifestyle-related issue possible,4,0,1,0,4
Runny Nose,0,Underlying disease progression,1,3,0,0,1
Runny Nose,3,Acute condition likely,2,1,1,3,2
Runny Nose,3,Possible infection,3,2,0,3,3
Runny Nose,3,Monitor symptoms,4,4,1,3,4
Runny Nose,3,Requires clinical evaluation,1,0,0,3,1
Runny Nose,3,Chronic condition suspected,2,3,1,3,2
Runny Nose,3,Emergency evaluation needed,3,1,0,3,3
Runny Nose,3,Lifestyle-related issue possible,4,2,1,3,4
Runny Nose,3,Underlying disease progression,1,4,0,3,1
Runny Nose,2,Acute condition likely,2,0,1,2,2
Runny Nose,2,Possible infection,3,3,0,2,3
Runny Nose,2,Monitor symptoms,4,1,1,2,4
Runny Nose,2,Requires clinical evaluation,1,2,0,2,1
Runny Nose,2,Chronic condition suspected,2,4,1,2,2
Runny Nose,2,Emergency evaluation needed,3,0,0,2,3
Runny Nose,2,Lifestyle-related issue possible,4,3,1,2,4
Runny Nose,2,Underlying disease progression,1,1,0,2,1
Runny Nose,6,Acute condition likely,2,2,1,6,2
Runny Nose,6,Possible infection,3,4,0,6,3
Runny Nose,6,Monitor symptoms,4,0,1,6,4
Runny Nose,6,Requires clinical evaluation,1,3,0,6,1
Runny Nose,6,Chronic condition suspected,2,1,1,6,2
Runny Nose,6,Emergency evaluation needed,3,2,0,6,3
Runny Nose,6,Lifestyle-related issue possible,4,4,1,6,4
Runny Nose,6,Underlying disease progression,1,0,0,6,1
