disease,symptom_1,symptom_2,symptom_3,symptom_4,symptom_5,symptom_6,symptom_set,possible_diseases,differentiating_factor
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, weight_gain +  cold_hands_and_feets,"Hypothyroidism, Paralysis (brain hemorrhage), AIDS",Symptom duration
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance, nausea, chills +  fatigue,"Typhoid, Acne, (vertigo) Paroymsal  Positional Vertigo",PCR confirmation
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium, headache, nausea, vomiting +  fatigue,"Hypoglycemia, Dimorphic hemmorhoids(piles), Bronchial Asthma",Travel history
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, continuous_sneezing +  chills,"Common Cold, Chicken pox, AIDS",Travel history
Malaria, chills, vomiting, high_fever, sweating, headache, nausea,itching +  vomiting,"Jaundice, Hepatitis E, (vertigo) Paroymsal  Positional Vertigo",Platelet count
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache, chills +  vomiting,"Tuberculosis, Heart attack, (vertigo) Paroymsal  Positional Vertigo",Rash pattern
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, joint_pain +  neck_pain,"Osteoarthristis, Acne, Psoriasis",Platelet count
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, back_pain +  weakness_in_limbs,"Cervical spondylosis, Hepatitis D, Arthritis",Chest pain pattern
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, yellowish_skin +  abdominal_pain,"Alcoholic hepatitis, Hypothyroidism, Hepatitis D",Oxygen saturation
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, chills +  vomiting,"Typhoid, Varicose veins, Gastroenteritis",Oxygen saturation
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history, joint_pain +  vomiting,"Hepatitis D, Peptic ulcer diseae, Bronchial Asthma",CBC test
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea,itching +  fatigue,"Hepatitis B, Varicose veins, Hepatitis E",Symptom duration
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, muscle_wasting +  high_fever,"AIDS, Paralysis (brain hemorrhage), Alcoholic hepatitis",Breathlessness
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, continuous_sneezing +  shivering,"Allergy, Cervical spondylosis, Paralysis (brain hemorrhage)",CBC test
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever, vomiting +  yellowish_skin,"Alcoholic hepatitis, Hepatitis C, Cervical spondylosis",Oxygen saturation
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache, skin_rash +  chills,"Dengue, Arthritis, Jaundice",Inflammatory markers
Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating, joint_pain +  vomiting,"Hepatitis D, Hepatitis E, Hepatitis C",Oxygen saturation
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus, nausea, continuous_sneezing +  chills,"Common Cold, Diabetes , hepatitis A",Platelet count
Heart attack, vomiting, breathlessness, sweating, chest_pain, headache, nausea, stomach_pain +  acidity,"GERD, Varicose veins, Fungal infection",Oxygen saturation
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels, skin_rash +  joint_pain,"Psoriasis, Typhoid, Common Cold",Oxygen saturation
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, back_pain +  weakness_in_limbs,"Cervical spondylosis, Allergy, Urinary tract infection",Rash pattern
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, continuous_sneezing +  shivering,"Allergy, Urinary tract infection, Diabetes ",PCR confirmation
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea, chills +  fatigue,"Pneumonia, Urinary tract infection, Peptic ulcer diseae",Breathlessness
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking, stomach_pain +  acidity,"GERD, Hypothyroidism, Pneumonia",Breathlessness
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking, nausea, chills +  vomiting,"Tuberculosis, Malaria, Hepatitis E",Inflammatory markers
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness, skin_rash +  joint_pain,"Psoriasis, GERD, Typhoid",Oxygen saturation
Acne, skin_rash, pus_filled_pimples, blackheads, scurring, headache, nausea,itching +  stomach_pain,"Drug Reaction, Hypothyroidism, Gastroenteritis",CBC test
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine, headache, nausea, vomiting +  indigestion,"Peptic ulcer diseae, Bronchial Asthma, Hypoglycemia",Chest pain pattern
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails, fatigue +  weight_gain,"Hypothyroidism, Pneumonia, Tuberculosis",PCR confirmation
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze, nausea, fatigue +  cramps,"Varicose veins, Typhoid, (vertigo) Paroymsal  Positional Vertigo",Oxygen saturation
Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches, headache, nausea, skin_rash +  joint_pain,"Psoriasis, Chicken pox, Impetigo",Chest pain pattern
Allergy, continuous_sneezing, shivering, chills, watering_from_eyes, headache, nausea, joint_pain +  vomiting,"hepatitis A, Urinary tract infection, Heart attack",PCR confirmation
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain, skin_rash +  joint_pain,"Psoriasis, Common Cold, Osteoarthristis",Breathlessness
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, joint_pain +  neck_pain,"Osteoarthristis, Hypothyroidism, Impetigo",Symptom duration
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching, fatigue +  cough,"Bronchial Asthma, Drug Reaction, Hypoglycemia",Inflammatory markers
AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts, headache, nausea, joint_pain +  vomiting,"Hepatitis D, Hypoglycemia, GERD",Inflammatory markers
Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, joint_pain +  neck_pain,"Osteoarthristis, Migraine, Alcoholic hepatitis",PCR confirmation
Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea, headache, nausea, vomiting +  yellowish_skin,"Alcoholic hepatitis, Typhoid, Hyperthyroidism",Platelet count
Bronchial Asthma, fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum,itching +  fatigue,"Hepatitis B, Hypoglycemia, Acne",Chest pain pattern
Hypertension , headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration, nausea, constipation +  pain_during_bowel_movements,"Dimorphic hemmorhoids(piles), Peptic ulcer diseae, Heart attack",Chest pain pattern
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, stiff_neck +  swelling_joints,"Arthritis, Allergy, Paralysis (brain hemorrhage)",Symptom duration
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance, nausea, vomiting +  indigestion,"Peptic ulcer diseae, (vertigo) Paroymsal  Positional Vertigo, Hepatitis D",CBC test
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium, headache, nausea, muscle_weakness +  stiff_neck,"Arthritis, Bronchial Asthma, Allergy",Inflammatory markers
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, headache +  chest_pain,"Hypertension , Tuberculosis, Bronchial Asthma",Platelet count
Malaria, chills, vomiting, high_fever, sweating, headache, nausea, chills +  vomiting,"Tuberculosis, Heart attack, Hepatitis C",Platelet count
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache, back_pain +  weakness_in_limbs,"Cervical spondylosis, Varicose veins, Alcoholic hepatitis",Chest pain pattern
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, vomiting +  breathlessness,"Heart attack, Hepatitis B, Urinary tract infection",PCR confirmation
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, back_pain +  weakness_in_limbs,"Cervical spondylosis, Hyperthyroidism, Typhoid",Rash pattern
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, fatigue +  yellowish_skin,"Hepatitis C, Diabetes , Hepatitis B",Platelet count
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, vomiting +  headache,"(vertigo) Paroymsal  Positional Vertigo, Bronchial Asthma, Chicken pox",Platelet count
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history, chills +  fatigue,"Pneumonia, Urinary tract infection, Hypoglycemia",Rash pattern
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, headache +  chest_pain,"Hypertension , GERD",Travel history
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, chills +  vomiting,"Malaria, Typhoid, Psoriasis",CBC test
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, back_pain +  weakness_in_limbs,"Cervical spondylosis, Diabetes , Hepatitis D",Platelet count
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever, vomiting +  headache,"(vertigo) Paroymsal  Positional Vertigo, Bronchial Asthma, Migraine",Symptom duration
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache, acidity +  indigestion,"Migraine, Pneumonia, Hepatitis B",Breathlessness
Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating, vomiting +  indigestion,"Peptic ulcer diseae, Urinary tract infection, Hypothyroidism",Breathlessness
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus, nausea, fatigue +  weight_gain,"Hypothyroidism, Impetigo, Drug Reaction",Breathlessness
Heart attack, vomiting, breathlessness, sweating, chest_pain, headache, nausea, joint_pain +  fatigue,"Hepatitis E, Allergy, Psoriasis",Oxygen saturation
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels, chills +  vomiting,"Malaria, Chicken pox, Hepatitis E",Breathlessness
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, skin_rash +  blister,"Impetigo, Urinary tract infection, Acne",CBC test
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, burning_micturition +  bladder_discomfort,"Urinary tract infection, Bronchial Asthma, Varicose veins",Breathlessness
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea, stomach_pain +  acidity,"GERD, Cervical spondylosis, Typhoid",Oxygen saturation
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking,itching +  skin_rash,"Drug Reaction, Malaria, Pneumonia",CBC test
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking, nausea, headache +  weakness_of_one_body_side,"Paralysis (brain hemorrhage), Alcoholic hepatitis, Dimorphic hemmorhoids(piles)",PCR confirmation
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness, joint_pain +  vomiting,"Hepatitis D, Psoriasis, Dimorphic hemmorhoids(piles)",Chest pain pattern
Acne, skin_rash, pus_filled_pimples, blackheads, scurring, headache, nausea,itching +  vomiting,"Jaundice, Hepatitis B, Chronic cholestasis",CBC test
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine, headache, nausea,itching +  vomiting,"Chronic cholestasis, Arthritis, Chicken pox",Rash pattern
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails, vomiting +  sunken_eyes,"Gastroenteritis, Bronchial Asthma, Migraine",Travel history
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze, nausea,itching +  vomiting,"Jaundice, Hepatitis E, Tuberculosis",CBC test
Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches, headache, nausea, continuous_sneezing +  shivering,"Allergy, Cervical spondylosis, Typhoid",Travel history
Allergy, continuous_sneezing, shivering, chills, watering_from_eyes, headache, nausea,itching +  skin_rash,"Drug Reaction, Osteoarthristis, Peptic ulcer diseae",CBC test
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain,itching +  skin_rash,"Chicken pox, Migraine, Dimorphic hemmorhoids(piles)",Inflammatory markers
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowish_skin +  abdominal_pain,"Alcoholic hepatitis, Hypothyroidism, Hepatitis D",Chest pain pattern
Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination, nausea, joint_pain +  vomiting,"Hepatitis E, Diabetes , Hepatitis B",PCR confirmation
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching, headache +  chest_pain,"Hypertension , Arthritis, Urinary tract infection",PCR confirmation
AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts, headache, nausea, fatigue +  weight_gain,"Hypothyroidism, Chronic cholestasis, Osteoarthristis",PCR confirmation
Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, skin_rash +  chills,"Dengue, (vertigo) Paroymsal  Positional Vertigo, Allergy",Chest pain pattern
Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea, headache, nausea, vomiting +  yellowish_skin,"Alcoholic hepatitis, Hypothyroidism, Urinary tract infection",Platelet count
Bronchial Asthma, fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum, skin_rash +  joint_pain,"Psoriasis, Drug Reaction, Varicose veins",PCR confirmation
Hypertension , headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration, nausea, vomiting +  sunken_eyes,"Gastroenteritis, GERD, Hepatitis C",Rash pattern
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, fatigue +  weight_gain,"Hypothyroidism, Migraine, Malaria",PCR confirmation
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance, nausea, stomach_pain +  acidity,"GERD, AIDS, Jaundice",PCR confirmation
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium, headache, nausea, stomach_pain +  ulcers_on_tongue,"GERD, AIDS, Paralysis (brain hemorrhage)",Oxygen saturation
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, skin_rash +  high_fever,"Impetigo, Paralysis (brain hemorrhage), Fungal infection",Travel history
Malaria, chills, vomiting, high_fever, sweating, headache, nausea, vomiting +  sunken_eyes,"Gastroenteritis, Acne, hepatitis A",Travel history
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache, skin_rash +  high_fever,"Impetigo, Common Cold, Hepatitis E",Oxygen saturation
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, skin_rash +  joint_pain,"Psoriasis, Hypertension , Jaundice",CBC test
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, headache +  nausea,"(vertigo) Paroymsal  Positional Vertigo, Pneumonia, Hypoglycemia",PCR confirmation
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, skin_rash +  high_fever,"Impetigo, Gastroenteritis, Pneumonia",PCR confirmation
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, joint_pain +  vomiting,"Hepatitis E, Arthritis, Varicose veins",CBC test
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history, joint_pain +  vomiting,"Hepatitis D, Hypothyroidism, Common Cold",PCR confirmation
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea,itching +  skin_rash,"Fungal infection, Drug Reaction, Psoriasis",Platelet count
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, skin_rash +  pus_filled_pimples,"Acne, Chronic cholestasis, Diabetes ",PCR confirmation
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption,itching +  vomiting,"Chronic cholestasis, Hypoglycemia, Dengue",Oxygen saturation
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever,itching +  fatigue,"Hepatitis B, Drug Reaction, Migraine",Platelet count
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache, skin_rash +  blister,"Impetigo, Hepatitis E",Breathlessness
Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating, skin_rash +  pus_filled_pimples,"Acne, (vertigo) Paroymsal  Positional Vertigo, Cervical spondylosis",Symptom duration
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus, nausea, chills +  vomiting,"Malaria, Jaundice, Typhoid",Symptom duration
Heart attack, vomiting, breathlessness, sweating, chest_pain, headache, nausea, burning_micturition +  bladder_discomfort,"Urinary tract infection, Dengue, Peptic ulcer diseae",Breathlessness
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels, skin_rash +  high_fever,"Impetigo, Osteoarthristis, Hepatitis E",Platelet count
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, joint_pain +  vomiting,"Hepatitis E, Typhoid, Bronchial Asthma",Chest pain pattern
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, chills +  fatigue,"Pneumonia, Tuberculosis, Hepatitis D",CBC test
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea, vomiting +  headache,"Paralysis (brain hemorrhage), Dimorphic hemmorhoids(piles), Pneumonia",Inflammatory markers
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking,itching +  lethargy,"Hepatitis B, Cervical spondylosis, Typhoid",Rash pattern
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking, nausea, vomiting +  dehydration,"Gastroenteritis, Impetigo",PCR confirmation
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness, continuous_sneezing +  chills,"Common Cold, Varicose veins, Impetigo",PCR confirmation
Acne, skin_rash, pus_filled_pimples, blackheads, scurring, headache, nausea, back_pain +  weakness_in_limbs,"Cervical spondylosis, Urinary tract infection, Migraine",Breathlessness
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine, headache, nausea, fatigue +  cough,"Bronchial Asthma, Hyperthyroidism, Psoriasis",Oxygen saturation
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails, joint_pain +  vomiting,"hepatitis A, Urinary tract infection, Heart attack",PCR confirmation
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze, nausea, vomiting +  sunken_eyes,"Gastroenteritis, Hepatitis B, Chicken pox",PCR confirmation
Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches, headache, nausea, vomiting +  headache,"(vertigo) Paroymsal  Positional Vertigo, Bronchial Asthma, Chicken pox",Platelet count
Allergy, continuous_sneezing, shivering, chills, watering_from_eyes, headache, nausea, skin_rash +  joint_pain,"Psoriasis, Hepatitis B, hepatitis A",Breathlessness
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain, chills +  vomiting,"Typhoid, Alcoholic hepatitis, (vertigo) Paroymsal  Positional Vertigo",Platelet count
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, chills +  vomiting,"Typhoid, Psoriasis, Fungal infection",Oxygen saturation
Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination, nausea, vomiting +  yellowish_skin,"Alcoholic hepatitis, Diabetes , Drug Reaction",Breathlessness
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching, vomiting +  headache,"Paralysis (brain hemorrhage), Chronic cholestasis, GERD",Oxygen saturation
AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts, headache, nausea, fatigue +  cramps,"Varicose veins, hepatitis A, Impetigo",Chest pain pattern
Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, joint_pain +  vomiting,"Hepatitis D, Hyperthyroidism, Migraine",PCR confirmation
Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea, headache, nausea, muscle_weakness +  stiff_neck,"Arthritis, Hypothyroidism, Malaria",Oxygen saturation
Bronchial Asthma, fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum, vomiting +  breathlessness,"Heart attack, Hepatitis D, Pneumonia",Symptom duration
Hypertension , headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration, nausea, fatigue +  weight_gain,"Hypothyroidism, Typhoid, GERD",PCR confirmation
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, vomiting +  indigestion,"Peptic ulcer diseae, Pneumonia, Bronchial Asthma",Rash pattern
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance, nausea, muscle_wasting +  high_fever,"AIDS, Common Cold, Hepatitis E",Travel history
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium, headache, nausea,itching +  vomiting,"Chronic cholestasis, Impetigo, Hepatitis B",CBC test
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, fatigue +  mood_swings,"Hyperthyroidism, Bronchial Asthma, Psoriasis",CBC test
Malaria, chills, vomiting, high_fever, sweating, headache, nausea,itching +  skin_rash,"Chicken pox, Psoriasis, Dimorphic hemmorhoids(piles)",Chest pain pattern
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache, acidity +  indigestion,"Migraine, Paralysis (brain hemorrhage), Diabetes ",CBC test
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, vomiting +  sunken_eyes,"Gastroenteritis, Hypertension , Tuberculosis",Breathlessness
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, chills +  vomiting,"Typhoid, Hypoglycemia, Common Cold",Symptom duration
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, skin_rash +  chills,"Dengue, Urinary tract infection, Alcoholic hepatitis",PCR confirmation
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, stiff_neck +  swelling_joints,"Arthritis, Urinary tract infection, Hypertension ",CBC test
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history, muscle_wasting +  patches_in_throat,"AIDS, Hepatitis C, GERD",Rash pattern
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, fatigue +  yellowish_skin,"Hepatitis C, Cervical spondylosis, Tuberculosis",PCR confirmation
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, vomiting +  high_fever,"Malaria, AIDS, Hepatitis B",Platelet count
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption,itching +  fatigue,"Hepatitis B, Migraine, Cervical spondylosis",PCR confirmation
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever, chills +  fatigue,"Pneumonia, Varicose veins, Hypertension ",CBC test
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache, chills +  vomiting,"Tuberculosis, Urinary tract infection, Impetigo",Platelet count
Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating,itching +  skin_rash,"Chicken pox, Dengue, Varicose veins",PCR confirmation
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus, nausea, back_pain +  neck_pain,"Cervical spondylosis, Drug Reaction, Hypothyroidism",CBC test
Heart attack, vomiting, breathlessness, sweating, chest_pain, headache, nausea,itching +  fatigue,"Hepatitis B, Bronchial Asthma, Pneumonia",Oxygen saturation
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels, joint_pain +  vomiting,"Hepatitis D, Hyperthyroidism, Alcoholic hepatitis",Platelet count
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness,itching +  skin_rash,"Fungal infection, Diabetes , Allergy",Rash pattern
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, weight_gain +  cold_hands_and_feets,"Hypothyroidism, Tuberculosis, GERD",CBC test
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea, chills +  fatigue,"Pneumonia, Hyperthyroidism, Impetigo",Breathlessness
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking,itching +  skin_rash,"Chicken pox, Psoriasis, Chronic cholestasis",PCR confirmation
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking, nausea, chills +  vomiting,"Tuberculosis, Cervical spondylosis, Alcoholic hepatitis",Rash pattern
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness, constipation +  pain_during_bowel_movements,"Dimorphic hemmorhoids(piles), Pneumonia, Hypertension ",Inflammatory markers
Acne, skin_rash, pus_filled_pimples, blackheads, scurring, headache, nausea,itching +  vomiting,"Jaundice, Impetigo, Hepatitis D",Symptom duration
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine, headache, nausea, fatigue +  weight_loss,"Diabetes , Hypertension , AIDS",Oxygen saturation
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails,itching +  vomiting,"Jaundice, Urinary tract infection, Impetigo",Platelet count
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze, nausea, fatigue +  weight_loss,"Diabetes , Allergy, Dengue",Oxygen saturation
Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches, headache, nausea, indigestion +  headache,"Migraine, Dimorphic hemmorhoids(piles), Dengue",Oxygen saturation
Allergy, continuous_sneezing, shivering, chills, watering_from_eyes, headache, nausea, constipation +  pain_during_bowel_movements,"Dimorphic hemmorhoids(piles), GERD, Impetigo",CBC test
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain, vomiting +  indigestion,"Peptic ulcer diseae, Heart attack, Varicose veins",Breathlessness
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, muscle_wasting +  high_fever,"AIDS, Paralysis (brain hemorrhage), Alcoholic hepatitis",Rash pattern
Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination, nausea, vomiting +  yellowish_skin,"Alcoholic hepatitis, Paralysis (brain hemorrhage), Peptic ulcer diseae",Rash pattern
