disease,description,cause,category,severity,disease_progression,common_complications,prevalence,primary_management
Idiopathic Dermatologic Neuropathy 774,Idiopathic Dermatologic Neuropathy 774 affects related physiological systems and may present with characteristic symptom clusters.,Unknown,GI,Moderate,Progressive condition needing monitoring,Metabolic imbalance,Uncommon,Lifestyle
Primary Dermatologic Neuropathy 775,Primary Dermatologic Neuropathy 775 affects related physiological systems and may present with characteristic symptom clusters.,Metabolic,Renal,High,Chronic condition requiring long-term management,Neurological complications,Rare,Diagnostics
Secondary Dermatologic Neuropathy 776,Secondary Dermatologic Neuropathy 776 affects related physiological systems and may present with characteristic symptom clusters.,Environmental,Autoimmune,Critical,Potentially severe if untreated,Organ dysfunction,Common,Specialist Referral
Progressive Dermatologic Neuropathy 777,Progressive Dermatologic Neuropathy 777 affects related physiological systems and may present with characteristic symptom clusters.,Viral,Infectious,Low,Acute onset may resolve with care,Secondary infection,Uncommon,Medication
Congenital Dermatologic Neuropathy 778,Congenital Dermatologic Neuropathy 778 affects related physiological systems and may present with characteristic symptom clusters.,Bacterial,Cardiovascular,Moderate,Progressive condition needing monitoring,Inflammation complications,Rare,Lifestyle
Inflammatory Dermatologic Neuropathy 779,Inflammatory Dermatologic Neuropathy 779 affects related physiological systems and may present with characteristic symptom clusters.,Genetic,Neurology,High,Chronic condition requiring long-term management,Metabolic imbalance,Common,Diagnostics
Metabolic Dermatologic Neuropathy 780,Metabolic Dermatologic Neuropathy 780 affects related physiological systems and may present with characteristic symptom clusters.,Lifestyle,Endocrine,Critical,Potentially severe if untreated,Neurological complications,Uncommon,Specialist Referral
Acute Hematologic Neuropathy 781,Acute Hematologic Neuropathy 781 affects related physiological systems and may present with characteristic symptom clusters.,Autoimmune,Respiratory,Low,Acute onset may resolve with care,Organ dysfunction,Rare,Medication
Chronic Hematologic Neuropathy 782,Chronic Hematologic Neuropathy 782 affects related physiological systems and may present with characteristic symptom clusters.,Unknown,GI,Moderate,Progressive condition needing monitoring,Secondary infection,Common,Lifestyle
Autoimmune Hematologic Neuropathy 783,Autoimmune Hematologic Neuropathy 783 affects related physiological systems and may present with characteristic symptom clusters.,Metabolic,Renal,High,Chronic condition requiring long-term management,Inflammation complications,Uncommon,Diagnostics
Idiopathic Hematologic Neuropathy 784,Idiopathic Hematologic Neuropathy 784 affects related physiological systems and may present with characteristic symptom clusters.,Environmental,Autoimmune,Critical,Potentially severe if untreated,Metabolic imbalance,Rare,Specialist Referral
Primary Hematologic Neuropathy 785,Primary Hematologic Neuropathy 785 affects related physiological systems and may present with characteristic symptom clusters.,Viral,Infectious,Low,Acute onset may resolve with care,Neurological complications,Common,Medication
Secondary Hematologic Neuropathy 786,Secondary Hematologic Neuropathy 786 affects related physiological systems and may present with characteristic symptom clusters.,Bacterial,Cardiovascular,Moderate,Progressive condition needing monitoring,Organ dysfunction,Uncommon,Lifestyle
Progressive Hematologic Neuropathy 787,Progressive Hematologic Neuropathy 787 affects related physiological systems and may present with characteristic symptom clusters.,Genetic,Neurology,High,Chronic condition requiring long-term management,Secondary infection,Rare,Diagnostics
Congenital Hematologic Neuropathy 788,Congenital Hematologic Neuropathy 788 affects related physiological systems and may present with characteristic symptom clusters.,Lifestyle,Endocrine,Critical,Potentially severe if untreated,Inflammation complications,Common,Specialist Referral
Inflammatory Hematologic Neuropathy 789,Inflammatory Hematologic Neuropathy 789 affects related physiological systems and may present with characteristic symptom clusters.,Autoimmune,Respiratory,Low,Acute onset may resolve with care,Metabolic imbalance,Uncommon,Medication
Metabolic Hematologic Neuropathy 790,Metabolic Hematologic Neuropathy 790 affects related physiological systems and may present with characteristic symptom clusters.,Unknown,GI,Moderate,Progressive condition needing monitoring,Neurological complications,Rare,Lifestyle
Acute Musculoskeletal Neuropathy 791,Acute Musculoskeletal Neuropathy 791 affects related physiological systems and may present with characteristic symptom clusters.,Metabolic,Renal,High,Chronic condition requiring long-term management,Organ dysfunction,Common,Diagnostics
Chronic Musculoskeletal Neuropathy 792,Chronic Musculoskeletal Neuropathy 792 affects related physiological systems and may present with characteristic symptom clusters.,Environmental,Autoimmune,Critical,Potentially severe if untreated,Secondary infection,Uncommon,Specialist Referral
Autoimmune Musculoskeletal Neuropathy 793,Autoimmune Musculoskeletal Neuropathy 793 affects related physiological systems and may present with characteristic symptom clusters.,Viral,Infectious,Low,Acute onset may resolve with care,Inflammation complications,Rare,Medication
Idiopathic Musculoskeletal Neuropathy 794,Idiopathic Musculoskeletal Neuropathy 794 affects related physiological systems and may present with characteristic symptom clusters.,Bacterial,Cardiovascular,Moderate,Progressive condition needing monitoring,Metabolic imbalance,Common,Lifestyle
Primary Musculoskeletal Neuropathy 795,Primary Musculoskeletal Neuropathy 795 affects related physiological systems and may present with characteristic symptom clusters.,Genetic,Neurology,High,Chronic condition requiring long-term management,Neurological complications,Uncommon,Diagnostics
Secondary Musculoskeletal Neuropathy 796,Secondary Musculoskeletal Neuropathy 796 affects related physiological systems and may present with characteristic symptom clusters.,Lifestyle,Endocrine,Critical,Potentially severe if untreated,Organ dysfunction,Rare,Specialist Referral
Progressive Musculoskeletal Neuropathy 797,Progressive Musculoskeletal Neuropathy 797 affects related physiological systems and may present with characteristic symptom clusters.,Autoimmune,Respiratory,Low,Acute onset may resolve with care,Secondary infection,Common,Medication
Congenital Musculoskeletal Neuropathy 798,Congenital Musculoskeletal Neuropathy 798 affects related physiological systems and may present with characteristic symptom clusters.,Unknown,GI,Moderate,Progressive condition needing monitoring,Inflammation complications,Uncommon,Lifestyle
Inflammatory Musculoskeletal Neuropathy 799,Inflammatory Musculoskeletal Neuropathy 799 affects related physiological systems and may present with characteristic symptom clusters.,Metabolic,Renal,High,Chronic condition requiring long-term management,Metabolic imbalance,Rare,Diagnostics
Metabolic Musculoskeletal Neuropathy 800,Metabolic Musculoskeletal Neuropathy 800 affects related physiological systems and may present with characteristic symptom clusters.,Environmental,Autoimmune,Critical,Potentially severe if untreated,Neurological complications,Common,Specialist Referral
Acute Respiratory Inflammation 801,Acute Respiratory Inflammation 801 affects related physiological systems and may present with characteristic symptom clusters.,Viral,Infectious,Low,Acute onset may resolve with care,Organ dysfunction,Uncommon,Medication
Chronic Respiratory Inflammation 802,Chronic Respiratory Inflammation 802 affects related physiological systems and may present with characteristic symptom clusters.,Bacterial,Cardiovascular,Moderate,Progressive condition needing monitoring,Secondary infection,Rare,Lifestyle
Autoimmune Respiratory Inflammation 803,Autoimmune Respiratory Inflammation 803 affects related physiological systems and may present with characteristic symptom clusters.,Genetic,Neurology,High,Chronic condition requiring long-term management,Inflammation complications,Common,Diagnostics
Idiopathic Respiratory Inflammation 804,Idiopathic Respiratory Inflammation 804 affects related physiological systems and may present with characteristic symptom clusters.,Lifestyle,Endocrine,Critical,Potentially severe if untreated,Metabolic imbalance,Uncommon,Specialist Referral
Primary Respiratory Inflammation 805,Primary Respiratory Inflammation 805 affects related physiological systems and may present with characteristic symptom clusters.,Autoimmune,Respiratory,Low,Acute onset may resolve with care,Neurological complications,Rare,Medication
Secondary Respiratory Inflammation 806,Secondary Respiratory Inflammation 806 affects related physiological systems and may present with characteristic symptom clusters.,Unknown,GI,Moderate,Progressive condition needing monitoring,Organ dysfunction,Common,Lifestyle
Progressive Respiratory Inflammation 807,Progressive Respiratory Inflammation 807 affects related physiological systems and may present with characteristic symptom clusters.,Metabolic,Renal,High,Chronic condition requiring long-term management,Secondary infection,Uncommon,Diagnostics
Congenital Respiratory Inflammation 808,Congenital Respiratory Inflammation 808 affects related physiological systems and may present with characteristic symptom clusters.,Environmental,Autoimmune,Critical,Potentially severe if untreated,Inflammation complications,Rare,Specialist Referral
Inflammatory Respiratory Inflammation 809,Inflammatory Respiratory Inflammation 809 affects related physiological systems and may present with characteristic symptom clusters.,Viral,Infectious,Low,Acute onset may resolve with care,Metabolic imbalance,Common,Medication
Metabolic Respiratory Inflammation 810,Metabolic Respiratory Inflammation 810 affects related physiological systems and may present with characteristic symptom clusters.,Bacterial,Cardiovascular,Moderate,Progressive condition needing monitoring,Neurological complications,Uncommon,Lifestyle
Acute Cardiac Inflammation 811,Acute Cardiac Inflammation 811 affects related physiological systems and may present with characteristic symptom clusters.,Genetic,Neurology,High,Chronic condition requiring long-term management,Organ dysfunction,Rare,Diagnostics
Chronic Cardiac Inflammation 812,Chronic Cardiac Inflammation 812 affects related physiological systems and may present with characteristic symptom clusters.,Lifestyle,Endocrine,Critical,Potentially severe if untreated,Secondary infection,Common,Specialist Referral
Autoimmune Cardiac Inflammation 813,Autoimmune Cardiac Inflammation 813 affects related physiological systems and may present with characteristic symptom clusters.,Autoimmune,Respiratory,Low,Acute onset may resolve with care,Inflammation complications,Uncommon,Medication
Idiopathic Cardiac Inflammation 814,Idiopathic Cardiac Inflammation 814 affects related physiological systems and may present with characteristic symptom clusters.,Unknown,GI,Moderate,Progressive condition needing monitoring,Metabolic imbalance,Rare,Lifestyle
Primary Cardiac Inflammation 815,Primary Cardiac Inflammation 815 affects related physiological systems and may present with characteristic symptom clusters.,Metabolic,Renal,High,Chronic condition requiring long-term management,Neurological complications,Common,Diagnostics
Secondary Cardiac Inflammation 816,Secondary Cardiac Inflammation 816 affects related physiological systems and may present with characteristic symptom clusters.,Environmental,Autoimmune,Critical,Potentially severe if untreated,Organ dysfunction,Uncommon,Specialist Referral
Progressive Cardiac Inflammation 817,Progressive Cardiac Inflammation 817 affects related physiological systems and may present with characteristic symptom clusters.,Viral,Infectious,Low,Acute onset may resolve with care,Secondary infection,Rare,Medication
Congenital Cardiac Inflammation 818,Congenital Cardiac Inflammation 818 affects related physiological systems and may present with characteristic symptom clusters.,Bacterial,Cardiovascular,Moderate,Progressive condition needing monitoring,Inflammation complications,Common,Lifestyle
Inflammatory Cardiac Inflammation 819,Inflammatory Cardiac Inflammation 819 affects related physiological systems and may present with characteristic symptom clusters.,Genetic,Neurology,High,Chronic condition requiring long-term management,Metabolic imbalance,Uncommon,Diagnostics
Metabolic Cardiac Inflammation 820,Metabolic Cardiac Inflammation 820 affects related physiological systems and may present with characteristic symptom clusters.,Lifestyle,Endocrine,Critical,Potentially severe if untreated,Neurological complications,Rare,Specialist Referral
Acute Neurological Inflammation 821,Acute Neurological Inflammation 821 affects related physiological systems and may present with characteristic symptom clusters.,Autoimmune,Respiratory,Low,Acute onset may resolve with care,Organ dysfunction,Common,Medication
Chronic Neurological Inflammation 822,Chronic Neurological Inflammation 822 affects related physiological systems and may present with characteristic symptom clusters.,Unknown,GI,Moderate,Progressive condition needing monitoring,Secondary infection,Uncommon,Lifestyle
Autoimmune Neurological Inflammation 823,Autoimmune Neurological Inflammation 823 affects related physiological systems and may present with characteristic symptom clusters.,Metabolic,Renal,High,Chronic condition requiring long-term management,Inflammation complications,Rare,Diagnostics
Idiopathic Neurological Inflammation 824,Idiopathic Neurological Inflammation 824 affects related physiological systems and may present with characteristic symptom clusters.,Environmental,Autoimmune,Critical,Potentially severe if untreated,Metabolic imbalance,Common,Specialist Referral
Primary Neurological Inflammation 825,Primary Neurological Inflammation 825 affects related physiological systems and may present with characteristic symptom clusters.,Viral,Infectious,Low,Acute onset may resolve with care,Neurological complications,Uncommon,Medication
Secondary Neurological Inflammation 826,Secondary Neurological Inflammation 826 affects related physiological systems and may present with characteristic symptom clusters.,Bacterial,Cardiovascular,Moderate,Progressive condition needing monitoring,Organ dysfunction,Rare,Lifestyle
Progressive Neurological Inflammation 827,Progressive Neurological Inflammation 827 affects related physiological systems and may present with characteristic symptom clusters.,Genetic,Neurology,High,Chronic condition requiring long-term management,Secondary infection,Common,Diagnostics
Congenital Neurological Inflammation 828,Congenital Neurological Inflammation 828 affects related physiological systems and may present with characteristic symptom clusters.,Lifestyle,Endocrine,Critical,Potentially severe if untreated,Inflammation complications,Uncommon,Specialist Referral
Inflammatory Neurological Inflammation 829,Inflammatory Neurological Inflammation 829 affects related physiological systems and may present with characteristic symptom clusters.,Autoimmune,Respiratory,Low,Acute onset may resolve with care,Metabolic imbalance,Rare,Medication
Metabolic Neurological Inflammation 830,Metabolic Neurological Inflammation 830 affects related physiological systems and may present with characteristic symptom clusters.,Unknown,GI,Moderate,Progressive condition needing monitoring,Neurological complications,Common,Lifestyle
Acute Renal Inflammation 831,Acute Renal Inflammation 831 affects related physiological systems and may present with characteristic symptom clusters.,Metabolic,Renal,High,Chronic condition requiring long-term management,Organ dysfunction,Uncommon,Diagnostics
Chronic Renal Inflammation 832,Chronic Renal Inflammation 832 affects related physiological systems and may present with characteristic symptom clusters.,Environmental,Autoimmune,Critical,Potentially severe if untreated,Secondary infection,Rare,Specialist Referral
Autoimmune Renal Inflammation 833,Autoimmune Renal Inflammation 833 affects related physiological systems and may present with characteristic symptom clusters.,Viral,Infectious,Low,Acute onset may resolve with care,Inflammation complications,Common,Medication
Idiopathic Renal Inflammation 834,Idiopathic Renal Inflammation 834 affects related physiological systems and may present with characteristic symptom clusters.,Bacterial,Cardiovascular,Moderate,Progressive condition needing monitoring,Metabolic imbalance,Uncommon,Lifestyle
Primary Renal Inflammation 835,Primary Renal Inflammation 835 affects related physiological systems and may present with characteristic symptom clusters.,Genetic,Neurology,High,Chronic condition requiring long-term management,Neurological complications,Rare,Diagnostics
Secondary Renal Inflammation 836,Secondary Renal Inflammation 836 affects related physiological systems and may present with characteristic symptom clusters.,Lifestyle,Endocrine,Critical,Potentially severe if untreated,Organ dysfunction,Common,Specialist Referral
Progressive Renal Inflammation 837,Progressive Renal Inflammation 837 affects related physiological systems and may present with characteristic symptom clusters.,Autoimmune,Respiratory,Low,Acute onset may resolve with care,Secondary infection,Uncommon,Medication
Congenital Renal Inflammation 838,Congenital Renal Inflammation 838 affects related physiological systems and may present with characteristic symptom clusters.,Unknown,GI,Moderate,Progressive condition needing monitoring,Inflammation complications,Rare,Lifestyle
Inflammatory Renal Inflammation 839,Inflammatory Renal Inflammation 839 affects related physiological systems and may present with characteristic symptom clusters.,Metabolic,Renal,High,Chronic condition requiring long-term management,Metabolic imbalance,Common,Diagnostics
Metabolic Renal Inflammation 840,Metabolic Renal Inflammation 840 affects related physiological systems and may present with characteristic symptom clusters.,Environmental,Autoimmune,Critical,Potentially severe if untreated,Neurological complications,Uncommon,Specialist Referral
Acute Hepatic Inflammation 841,Acute Hepatic Inflammation 841 affects related physiological systems and may present with characteristic symptom clusters.,Viral,Infectious,Low,Acute onset may resolve with care,Organ dysfunction,Rare,Medication
Chronic Hepatic Inflammation 842,Chronic Hepatic Inflammation 842 affects related physiological systems and may present with characteristic symptom clusters.,Bacterial,Cardiovascular,Moderate,Progressive condition needing monitoring,Secondary infection,Common,Lifestyle
Autoimmune Hepatic Inflammation 843,Autoimmune Hepatic Inflammation 843 affects related physiological systems and may present with characteristic symptom clusters.,Genetic,Neurology,High,Chronic condition requiring long-term management,Inflammation complications,Uncommon,Diagnostics
Idiopathic Hepatic Inflammation 844,Idiopathic Hepatic Inflammation 844 affects related physiological systems and may present with characteristic symptom clusters.,Lifestyle,Endocrine,Critical,Potentially severe if untreated,Metabolic imbalance,Rare,Specialist Referral
Primary Hepatic Inflammation 845,Primary Hepatic Inflammation 845 affects related physiological systems and may present with characteristic symptom clusters.,Autoimmune,Respiratory,Low,Acute onset may resolve with care,Neurological complications,Common,Medication
Secondary Hepatic Inflammation 846,Secondary Hepatic Inflammation 846 affects related physiological systems and may present with characteristic symptom clusters.,Unknown,GI,Moderate,Progressive condition needing monitoring,Organ dysfunction,Uncommon,Lifestyle
Progressive Hepatic Inflammation 847,Progressive Hepatic Inflammation 847 affects related physiological systems and may present with characteristic symptom clusters.,Metabolic,Renal,High,Chronic condition requiring long-term management,Secondary infection,Rare,Diagnostics
Congenital Hepatic Inflammation 848,Congenital Hepatic Inflammation 848 affects related physiological systems and may present with characteristic symptom clusters.,Environmental,Autoimmune,Critical,Potentially severe if untreated,Inflammation complications,Common,Specialist Referral
Inflammatory Hepatic Inflammation 849,Inflammatory Hepatic Inflammation 849 affects related physiological systems and may present with characteristic symptom clusters.,Viral,Infectious,Low,Acute onset may resolve with care,Metabolic imbalance,Uncommon,Medication
Metabolic Hepatic Inflammation 850,Metabolic Hepatic Inflammation 850 affects related physiological systems and may present with characteristic symptom clusters.,Bacterial,Cardiovascular,Moderate,Progressive condition needing monitoring,Neurological complications,Rare,Lifestyle
Acute Endocrine Inflammation 851,Acute Endocrine Inflammation 851 affects related physiological systems and may present with characteristic symptom clusters.,Genetic,Neurology,High,Chronic condition requiring long-term management,Organ dysfunction,Common,Diagnostics
Chronic Endocrine Inflammation 852,Chronic Endocrine Inflammation 852 affects related physiological systems and may present with characteristic symptom clusters.,Lifestyle,Endocrine,Critical,Potentially severe if untreated,Secondary infection,Uncommon,Specialist Referral
Autoimmune Endocrine Inflammation 853,Autoimmune Endocrine Inflammation 853 affects related physiological systems and may present with characteristic symptom clusters.,Autoimmune,Respiratory,Low,Acute onset may resolve with care,Inflammation complications,Rare,Medication
Idiopathic Endocrine Inflammation 854,Idiopathic Endocrine Inflammation 854 affects related physiological systems and may present with characteristic symptom clusters.,Unknown,GI,Moderate,Progressive condition needing monitoring,Metabolic imbalance,Common,Lifestyle
Primary Endocrine Inflammation 855,Primary Endocrine Inflammation 855 affects related physiological systems and may present with characteristic symptom clusters.,Metabolic,Renal,High,Chronic condition requiring long-term management,Neurological complications,Uncommon,Diagnostics
Secondary Endocrine Inflammation 856,Secondary Endocrine Inflammation 856 affects related physiological systems and may present with characteristic symptom clusters.,Environmental,Autoimmune,Critical,Potentially severe if untreated,Organ dysfunction,Rare,Specialist Referral
Progressive Endocrine Inflammation 857,Progressive Endocrine Inflammation 857 affects related physiological systems and may present with characteristic symptom clusters.,Viral,Infectious,Low,Acute onset may resolve with care,Secondary infection,Common,Medication
Congenital Endocrine Inflammation 858,Congenital Endocrine Inflammation 858 affects related physiological systems and may present with characteristic symptom clusters.,Bacterial,Cardiovascular,Moderate,Progressive condition needing monitoring,Inflammation complications,Uncommon,Lifestyle
Inflammatory Endocrine Inflammation 859,Inflammatory Endocrine Inflammation 859 affects related physiological systems and may present with characteristic symptom clusters.,Genetic,Neurology,High,Chronic condition requiring long-term management,Metabolic imbalance,Rare,Diagnostics
Metabolic Endocrine Inflammation 860,Metabolic Endocrine Inflammation 860 affects related physiological systems and may present with characteristic symptom clusters.,Lifestyle,Endocrine,Critical,Potentially severe if untreated,Neurological complications,Common,Specialist Referral
Acute Gastro Inflammation 861,Acute Gastro Inflammation 861 affects related physiological systems and may present with characteristic symptom clusters.,Autoimmune,Respiratory,Low,Acute onset may resolve with care,Organ dysfunction,Uncommon,Medication
Chronic Gastro Inflammation 862,Chronic Gastro Inflammation 862 affects related physiological systems and may present with characteristic symptom clusters.,Unknown,GI,Moderate,Progressive condition needing monitoring,Secondary infection,Rare,Lifestyle
Autoimmune Gastro Inflammation 863,Autoimmune Gastro Inflammation 863 affects related physiological systems and may present with characteristic symptom clusters.,Metabolic,Renal,High,Chronic condition requiring long-term management,Inflammation complications,Common,Diagnostics
Idiopathic Gastro Inflammation 864,Idiopathic Gastro Inflammation 864 affects related physiological systems and may present with characteristic symptom clusters.,Environmental,Autoimmune,Critical,Potentially severe if untreated,Metabolic imbalance,Uncommon,Specialist Referral
Primary Gastro Inflammation 865,Primary Gastro Inflammation 865 affects related physiological systems and may present with characteristic symptom clusters.,Viral,Infectious,Low,Acute onset may resolve with care,Neurological complications,Rare,Medication
Secondary Gastro Inflammation 866,Secondary Gastro Inflammation 866 affects related physiological systems and may present with characteristic symptom clusters.,Bacterial,Cardiovascular,Moderate,Progressive condition needing monitoring,Organ dysfunction,Common,Lifestyle
Progressive Gastro Inflammation 867,Progressive Gastro Inflammation 867 affects related physiological systems and may present with characteristic symptom clusters.,Genetic,Neurology,High,Chronic condition requiring long-term management,Secondary infection,Uncommon,Diagnostics
Congenital Gastro Inflammation 868,Congenital Gastro Inflammation 868 affects related physiological systems and may present with characteristic symptom clusters.,Lifestyle,Endocrine,Critical,Potentially severe if untreated,Inflammation complications,Rare,Specialist Referral
Inflammatory Gastro Inflammation 869,Inflammatory Gastro Inflammation 869 affects related physiological systems and may present with characteristic symptom clusters.,Autoimmune,Respiratory,Low,Acute onset may resolve with care,Metabolic imbalance,Common,Medication
Metabolic Gastro Inflammation 870,Metabolic Gastro Inflammation 870 affects related physiological systems and may present with characteristic symptom clusters.,Unknown,GI,Moderate,Progressive condition needing monitoring,Neurological complications,Uncommon,Lifestyle
Acute Dermatologic Inflammation 871,Acute Dermatologic Inflammation 871 affects related physiological systems and may present with characteristic symptom clusters.,Metabolic,Renal,High,Chronic condition requiring long-term management,Organ dysfunction,Rare,Diagnostics
Chronic Dermatologic Inflammation 872,Chronic Dermatologic Inflammation 872 affects related physiological systems and may present with characteristic symptom clusters.,Environmental,Autoimmune,Critical,Potentially severe if untreated,Secondary infection,Common,Specialist Referral
Autoimmune Dermatologic Inflammation 873,Autoimmune Dermatologic Inflammation 873 affects related physiological systems and may present with characteristic symptom clusters.,Viral,Infectious,Low,Acute onset may resolve with care,Inflammation complications,Uncommon,Medication
Idiopathic Dermatologic Inflammation 874,Idiopathic Dermatologic Inflammation 874 affects related physiological systems and may present with characteristic symptom clusters.,Bacterial,Cardiovascular,Moderate,Progressive condition needing monitoring,Metabolic imbalance,Rare,Lifestyle
Primary Dermatologic Inflammation 875,Primary Dermatologic Inflammation 875 affects related physiological systems and may present with characteristic symptom clusters.,Genetic,Neurology,High,Chronic condition requiring long-term management,Neurological complications,Common,Diagnostics
Secondary Dermatologic Inflammation 876,Secondary Dermatologic Inflammation 876 affects related physiological systems and may present with characteristic symptom clusters.,Lifestyle,Endocrine,Critical,Potentially severe if untreated,Organ dysfunction,Uncommon,Specialist Referral
Progressive Dermatologic Inflammation 877,Progressive Dermatologic Inflammation 877 affects related physiological systems and may present with characteristic symptom clusters.,Autoimmune,Respiratory,Low,Acute onset may resolve with care,Secondary infection,Rare,Medication
Congenital Dermatologic Inflammation 878,Congenital Dermatologic Inflammation 878 affects related physiological systems and may present with characteristic symptom clusters.,Unknown,GI,Moderate,Progressive condition needing monitoring,Inflammation complications,Common,Lifestyle
Inflammatory Dermatologic Inflammation 879,Inflammatory Dermatologic Inflammation 879 affects related physiological systems and may present with characteristic symptom clusters.,Metabolic,Renal,High,Chronic condition requiring long-term management,Metabolic imbalance,Uncommon,Diagnostics
Metabolic Dermatologic Inflammation 880,Metabolic Dermatologic Inflammation 880 affects related physiological systems and may present with characteristic symptom clusters.,Environmental,Autoimmune,Critical,Potentially severe if untreated,Neurological complications,Rare,Specialist Referral
Acute Hematologic Inflammation 881,Acute Hematologic Inflammation 881 affects related physiological systems and may present with characteristic symptom clusters.,Viral,Infectious,Low,Acute onset may resolve with care,Organ dysfunction,Common,Medication
Chronic Hematologic Inflammation 882,Chronic Hematologic Inflammation 882 affects related physiological systems and may present with characteristic symptom clusters.,Bacterial,Cardiovascular,Moderate,Progressive condition needing monitoring,Secondary infection,Uncommon,Lifestyle
Autoimmune Hematologic Inflammation 883,Autoimmune Hematologic Inflammation 883 affects related physiological systems and may present with characteristic symptom clusters.,Genetic,Neurology,High,Chronic condition requiring long-term management,Inflammation complications,Rare,Diagnostics
Idiopathic Hematologic Inflammation 884,Idiopathic Hematologic Inflammation 884 affects related physiological systems and may present with characteristic symptom clusters.,Lifestyle,Endocrine,Critical,Potentially severe if untreated,Metabolic imbalance,Common,Specialist Referral
Primary Hematologic Inflammation 885,Primary Hematologic Inflammation 885 affects related physiological systems and may present with characteristic symptom clusters.,Autoimmune,Respiratory,Low,Acute onset may resolve with care,Neurological complications,Uncommon,Medication
Secondary Hematologic Inflammation 886,Secondary Hematologic Inflammation 886 affects related physiological systems and may present with characteristic symptom clusters.,Unknown,GI,Moderate,Progressive condition needing monitoring,Organ dysfunction,Rare,Lifestyle
Progressive Hematologic Inflammation 887,Progressive Hematologic Inflammation 887 affects related physiological systems and may present with characteristic symptom clusters.,Metabolic,Renal,High,Chronic condition requiring long-term management,Secondary infection,Common,Diagnostics
Congenital Hematologic Inflammation 888,Congenital Hematologic Inflammation 888 affects related physiological systems and may present with characteristic symptom clusters.,Environmental,Autoimmune,Critical,Potentially severe if untreated,Inflammation complications,Uncommon,Specialist Referral
Inflammatory Hematologic Inflammation 889,Inflammatory Hematologic Inflammation 889 affects related physiological systems and may present with characteristic symptom clusters.,Viral,Infectious,Low,Acute onset may resolve with care,Metabolic imbalance,Rare,Medication
Metabolic Hematologic Inflammation 890,Metabolic Hematologic Inflammation 890 affects related physiological systems and may present with characteristic symptom clusters.,Bacterial,Cardiovascular,Moderate,Progressive condition needing monitoring,Neurological complications,Common,Lifestyle
Acute Musculoskeletal Inflammation 891,Acute Musculoskeletal Inflammation 891 affects related physiological systems and may present with characteristic symptom clusters.,Genetic,Neurology,High,Chronic condition requiring long-term management,Organ dysfunction,Uncommon,Diagnostics
Chronic Musculoskeletal Inflammation 892,Chronic Musculoskeletal Inflammation 892 affects related physiological systems and may present with characteristic symptom clusters.,Lifestyle,Endocrine,Critical,Potentially severe if untreated,Secondary infection,Rare,Specialist Referral
Autoimmune Musculoskeletal Inflammation 893,Autoimmune Musculoskeletal Inflammation 893 affects related physiological systems and may present with characteristic symptom clusters.,Autoimmune,Respiratory,Low,Acute onset may resolve with care,Inflammation complications,Common,Medication
Idiopathic Musculoskeletal Inflammation 894,Idiopathic Musculoskeletal Inflammation 894 affects related physiological systems and may present with characteristic symptom clusters.,Unknown,GI,Moderate,Progressive condition needing monitoring,Metabolic imbalance,Uncommon,Lifestyle
Primary Musculoskeletal Inflammation 895,Primary Musculoskeletal Inflammation 895 affects related physiological systems and may present with characteristic symptom clusters.,Metabolic,Renal,High,Chronic condition requiring long-term management,Neurological complications,Rare,Diagnostics
Secondary Musculoskeletal Inflammation 896,Secondary Musculoskeletal Inflammation 896 affects related physiological systems and may present with characteristic symptom clusters.,Environmental,Autoimmune,Critical,Potentially severe if untreated,Organ dysfunction,Common,Specialist Referral
Progressive Musculoskeletal Inflammation 897,Progressive Musculoskeletal Inflammation 897 affects related physiological systems and may present with characteristic symptom clusters.,Viral,Infectious,Low,Acute onset may resolve with care,Secondary infection,Uncommon,Medication
Congenital Musculoskeletal Inflammation 898,Congenital Musculoskeletal Inflammation 898 affects related physiological systems and may present with characteristic symptom clusters.,Bacterial,Cardiovascular,Moderate,Progressive condition needing monitoring,Inflammation complications,Rare,Lifestyle
Inflammatory Musculoskeletal Inflammation 899,Inflammatory Musculoskeletal Inflammation 899 affects related physiological systems and may present with characteristic symptom clusters.,Genetic,Neurology,High,Chronic condition requiring long-term management,Metabolic imbalance,Common,Diagnostics
Metabolic Musculoskeletal Inflammation 900,Metabolic Musculoskeletal Inflammation 900 affects related physiological systems and may present with characteristic symptom clusters.,Lifestyle,Endocrine,Critical,Potentially severe if untreated,Neurological complications,Uncommon,Specialist Referral
Acute Respiratory Degeneration 901,Acute Respiratory Degeneration 901 affects related physiological systems and may present with characteristic symptom clusters.,Autoimmune,Respiratory,Low,Acute onset may resolve with care,Organ dysfunction,Rare,Medication
Chronic Respiratory Degeneration 902,Chronic Respiratory Degeneration 902 affects related physiological systems and may present with characteristic symptom clusters.,Unknown,GI,Moderate,Progressive condition needing monitoring,Secondary infection,Common,Lifestyle
Autoimmune Respiratory Degeneration 903,Autoimmune Respiratory Degeneration 903 affects related physiological systems and may present with characteristic symptom clusters.,Metabolic,Renal,High,Chronic condition requiring long-term management,Inflammation complications,Uncommon,Diagnostics
Idiopathic Respiratory Degeneration 904,Idiopathic Respiratory Degeneration 904 affects related physiological systems and may present with characteristic symptom clusters.,Environmental,Autoimmune,Critical,Potentially severe if untreated,Metabolic imbalance,Rare,Specialist Referral
