disease,category,severity,text_chunk,chunk_length
Progressive Dermatologic Deficiency 677,Respiratory,Low,"Disease: Progressive Dermatologic Deficiency 677
Description: Progressive Dermatologic Deficiency 677 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Prevalence: Common
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Secondary Infection
Primary Management: Medication",394
Congenital Dermatologic Deficiency 678,Gi,Moderate,"Disease: Congenital Dermatologic Deficiency 678
Description: Congenital Dermatologic Deficiency 678 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Unknown
Category: Gi
Severity: Moderate
Prevalence: Uncommon
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Inflammation Complications
Primary Management: Lifestyle",400
Inflammatory Dermatologic Deficiency 679,Renal,High,"Disease: Inflammatory Dermatologic Deficiency 679
Description: Inflammatory Dermatologic Deficiency 679 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Metabolic
Category: Renal
Severity: High
Prevalence: Rare
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Metabolic Imbalance
Primary Management: Diagnostics",404
Metabolic Dermatologic Deficiency 680,Autoimmune,Critical,"Disease: Metabolic Dermatologic Deficiency 680
Description: Metabolic Dermatologic Deficiency 680 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Prevalence: Common
Disease Progression: Potentially Severe If Untreated
Common Complications: Neurological Complications
Primary Management: Specialist Referral",411
Acute Hematologic Deficiency 681,Infectious,Low,"Disease: Acute Hematologic Deficiency 681
Description: Acute Hematologic Deficiency 681 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Viral
Category: Infectious
Severity: Low
Prevalence: Uncommon
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Organ Dysfunction
Primary Management: Medication",374
Chronic Hematologic Deficiency 682,Cardiovascular,Moderate,"Disease: Chronic Hematologic Deficiency 682
Description: Chronic Hematologic Deficiency 682 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Prevalence: Rare
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Secondary Infection
Primary Management: Lifestyle",395
Autoimmune Hematologic Deficiency 683,Neurology,High,"Disease: Autoimmune Hematologic Deficiency 683
Description: Autoimmune Hematologic Deficiency 683 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Genetic
Category: Neurology
Severity: High
Prevalence: Common
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Inflammation Complications
Primary Management: Diagnostics",409
Idiopathic Hematologic Deficiency 684,Endocrine,Critical,"Disease: Idiopathic Hematologic Deficiency 684
Description: Idiopathic Hematologic Deficiency 684 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Prevalence: Uncommon
Disease Progression: Potentially Severe If Untreated
Common Complications: Metabolic Imbalance
Primary Management: Specialist Referral",401
Primary Hematologic Deficiency 685,Respiratory,Low,"Disease: Primary Hematologic Deficiency 685
Description: Primary Hematologic Deficiency 685 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Prevalence: Rare
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Neurological Complications
Primary Management: Medication",389
Secondary Hematologic Deficiency 686,Gi,Moderate,"Disease: Secondary Hematologic Deficiency 686
Description: Secondary Hematologic Deficiency 686 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Unknown
Category: Gi
Severity: Moderate
Prevalence: Common
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Organ Dysfunction
Primary Management: Lifestyle",385
Progressive Hematologic Deficiency 687,Renal,High,"Disease: Progressive Hematologic Deficiency 687
Description: Progressive Hematologic Deficiency 687 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Metabolic
Category: Renal
Severity: High
Prevalence: Uncommon
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Secondary Infection
Primary Management: Diagnostics",404
Congenital Hematologic Deficiency 688,Autoimmune,Critical,"Disease: Congenital Hematologic Deficiency 688
Description: Congenital Hematologic Deficiency 688 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Prevalence: Rare
Disease Progression: Potentially Severe If Untreated
Common Complications: Inflammation Complications
Primary Management: Specialist Referral",409
Inflammatory Hematologic Deficiency 689,Infectious,Low,"Disease: Inflammatory Hematologic Deficiency 689
Description: Inflammatory Hematologic Deficiency 689 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Viral
Category: Infectious
Severity: Low
Prevalence: Common
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Metabolic Imbalance
Primary Management: Medication",388
Metabolic Hematologic Deficiency 690,Cardiovascular,Moderate,"Disease: Metabolic Hematologic Deficiency 690
Description: Metabolic Hematologic Deficiency 690 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Prevalence: Uncommon
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Neurological Complications
Primary Management: Lifestyle",410
Acute Musculoskeletal Deficiency 691,Neurology,High,"Disease: Acute Musculoskeletal Deficiency 691
Description: Acute Musculoskeletal Deficiency 691 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Genetic
Category: Neurology
Severity: High
Prevalence: Rare
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Organ Dysfunction
Primary Management: Diagnostics",396
Chronic Musculoskeletal Deficiency 692,Endocrine,Critical,"Disease: Chronic Musculoskeletal Deficiency 692
Description: Chronic Musculoskeletal Deficiency 692 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Prevalence: Common
Disease Progression: Potentially Severe If Untreated
Common Complications: Secondary Infection
Primary Management: Specialist Referral",401
Autoimmune Musculoskeletal Deficiency 693,Respiratory,Low,"Disease: Autoimmune Musculoskeletal Deficiency 693
Description: Autoimmune Musculoskeletal Deficiency 693 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Prevalence: Uncommon
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Inflammation Complications
Primary Management: Medication",407
Idiopathic Musculoskeletal Deficiency 694,Gi,Moderate,"Disease: Idiopathic Musculoskeletal Deficiency 694
Description: Idiopathic Musculoskeletal Deficiency 694 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Unknown
Category: Gi
Severity: Moderate
Prevalence: Rare
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Metabolic Imbalance
Primary Management: Lifestyle",395
Primary Musculoskeletal Deficiency 695,Renal,High,"Disease: Primary Musculoskeletal Deficiency 695
Description: Primary Musculoskeletal Deficiency 695 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Metabolic
Category: Renal
Severity: High
Prevalence: Common
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Neurological Complications
Primary Management: Diagnostics",409
Secondary Musculoskeletal Deficiency 696,Autoimmune,Critical,"Disease: Secondary Musculoskeletal Deficiency 696
Description: Secondary Musculoskeletal Deficiency 696 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Prevalence: Uncommon
Disease Progression: Potentially Severe If Untreated
Common Complications: Organ Dysfunction
Primary Management: Specialist Referral",410
Progressive Musculoskeletal Deficiency 697,Infectious,Low,"Disease: Progressive Musculoskeletal Deficiency 697
Description: Progressive Musculoskeletal Deficiency 697 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Viral
Category: Infectious
Severity: Low
Prevalence: Rare
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Secondary Infection
Primary Management: Medication",392
Congenital Musculoskeletal Deficiency 698,Cardiovascular,Moderate,"Disease: Congenital Musculoskeletal Deficiency 698
Description: Congenital Musculoskeletal Deficiency 698 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Prevalence: Common
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Inflammation Complications
Primary Management: Lifestyle",418
Inflammatory Musculoskeletal Deficiency 699,Neurology,High,"Disease: Inflammatory Musculoskeletal Deficiency 699
Description: Inflammatory Musculoskeletal Deficiency 699 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Genetic
Category: Neurology
Severity: High
Prevalence: Uncommon
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Metabolic Imbalance
Primary Management: Diagnostics",416
Metabolic Musculoskeletal Deficiency 700,Endocrine,Critical,"Disease: Metabolic Musculoskeletal Deficiency 700
Description: Metabolic Musculoskeletal Deficiency 700 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Prevalence: Rare
Disease Progression: Potentially Severe If Untreated
Common Complications: Neurological Complications
Primary Management: Specialist Referral",410
Acute Respiratory Neuropathy 701,Respiratory,Low,"Disease: Acute Respiratory Neuropathy 701
Description: Acute Respiratory Neuropathy 701 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Prevalence: Common
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Organ Dysfunction
Primary Management: Medication",378
Chronic Respiratory Neuropathy 702,Gi,Moderate,"Disease: Chronic Respiratory Neuropathy 702
Description: Chronic Respiratory Neuropathy 702 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Unknown
Category: Gi
Severity: Moderate
Prevalence: Uncommon
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Secondary Infection
Primary Management: Lifestyle",385
Autoimmune Respiratory Neuropathy 703,Renal,High,"Disease: Autoimmune Respiratory Neuropathy 703
Description: Autoimmune Respiratory Neuropathy 703 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Metabolic
Category: Renal
Severity: High
Prevalence: Rare
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Inflammation Complications
Primary Management: Diagnostics",405
Idiopathic Respiratory Neuropathy 704,Autoimmune,Critical,"Disease: Idiopathic Respiratory Neuropathy 704
Description: Idiopathic Respiratory Neuropathy 704 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Prevalence: Common
Disease Progression: Potentially Severe If Untreated
Common Complications: Metabolic Imbalance
Primary Management: Specialist Referral",404
Primary Respiratory Neuropathy 705,Infectious,Low,"Disease: Primary Respiratory Neuropathy 705
Description: Primary Respiratory Neuropathy 705 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Viral
Category: Infectious
Severity: Low
Prevalence: Uncommon
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Neurological Complications
Primary Management: Medication",387
Secondary Respiratory Neuropathy 706,Cardiovascular,Moderate,"Disease: Secondary Respiratory Neuropathy 706
Description: Secondary Respiratory Neuropathy 706 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Prevalence: Rare
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Organ Dysfunction
Primary Management: Lifestyle",397
Progressive Respiratory Neuropathy 707,Neurology,High,"Disease: Progressive Respiratory Neuropathy 707
Description: Progressive Respiratory Neuropathy 707 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Genetic
Category: Neurology
Severity: High
Prevalence: Common
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Secondary Infection
Primary Management: Diagnostics",404
Congenital Respiratory Neuropathy 708,Endocrine,Critical,"Disease: Congenital Respiratory Neuropathy 708
Description: Congenital Respiratory Neuropathy 708 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Prevalence: Uncommon
Disease Progression: Potentially Severe If Untreated
Common Complications: Inflammation Complications
Primary Management: Specialist Referral",408
Inflammatory Respiratory Neuropathy 709,Respiratory,Low,"Disease: Inflammatory Respiratory Neuropathy 709
Description: Inflammatory Respiratory Neuropathy 709 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Prevalence: Rare
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Metabolic Imbalance
Primary Management: Medication",392
Metabolic Respiratory Neuropathy 710,Gi,Moderate,"Disease: Metabolic Respiratory Neuropathy 710
Description: Metabolic Respiratory Neuropathy 710 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Unknown
Category: Gi
Severity: Moderate
Prevalence: Common
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Neurological Complications
Primary Management: Lifestyle",394
Acute Cardiac Neuropathy 711,Renal,High,"Disease: Acute Cardiac Neuropathy 711
Description: Acute Cardiac Neuropathy 711 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Metabolic
Category: Renal
Severity: High
Prevalence: Uncommon
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Organ Dysfunction
Primary Management: Diagnostics",382
Chronic Cardiac Neuropathy 712,Autoimmune,Critical,"Disease: Chronic Cardiac Neuropathy 712
Description: Chronic Cardiac Neuropathy 712 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Prevalence: Rare
Disease Progression: Potentially Severe If Untreated
Common Complications: Secondary Infection
Primary Management: Specialist Referral",388
Autoimmune Cardiac Neuropathy 713,Infectious,Low,"Disease: Autoimmune Cardiac Neuropathy 713
Description: Autoimmune Cardiac Neuropathy 713 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Viral
Category: Infectious
Severity: Low
Prevalence: Common
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Inflammation Complications
Primary Management: Medication",383
Idiopathic Cardiac Neuropathy 714,Cardiovascular,Moderate,"Disease: Idiopathic Cardiac Neuropathy 714
Description: Idiopathic Cardiac Neuropathy 714 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Prevalence: Uncommon
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Metabolic Imbalance
Primary Management: Lifestyle",397
Primary Cardiac Neuropathy 715,Neurology,High,"Disease: Primary Cardiac Neuropathy 715
Description: Primary Cardiac Neuropathy 715 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Genetic
Category: Neurology
Severity: High
Prevalence: Rare
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Neurological Complications
Primary Management: Diagnostics",393
Secondary Cardiac Neuropathy 716,Endocrine,Critical,"Disease: Secondary Cardiac Neuropathy 716
Description: Secondary Cardiac Neuropathy 716 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Prevalence: Common
Disease Progression: Potentially Severe If Untreated
Common Complications: Organ Dysfunction
Primary Management: Specialist Referral",387
Progressive Cardiac Neuropathy 717,Respiratory,Low,"Disease: Progressive Cardiac Neuropathy 717
Description: Progressive Cardiac Neuropathy 717 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Prevalence: Uncommon
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Secondary Infection
Primary Management: Medication",386
Congenital Cardiac Neuropathy 718,Gi,Moderate,"Disease: Congenital Cardiac Neuropathy 718
Description: Congenital Cardiac Neuropathy 718 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Unknown
Category: Gi
Severity: Moderate
Prevalence: Rare
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Inflammation Complications
Primary Management: Lifestyle",386
Inflammatory Cardiac Neuropathy 719,Renal,High,"Disease: Inflammatory Cardiac Neuropathy 719
Description: Inflammatory Cardiac Neuropathy 719 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Metabolic
Category: Renal
Severity: High
Prevalence: Common
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Metabolic Imbalance
Primary Management: Diagnostics",396
Metabolic Cardiac Neuropathy 720,Autoimmune,Critical,"Disease: Metabolic Cardiac Neuropathy 720
Description: Metabolic Cardiac Neuropathy 720 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Prevalence: Uncommon
Disease Progression: Potentially Severe If Untreated
Common Complications: Neurological Complications
Primary Management: Specialist Referral",403
Acute Neurological Neuropathy 721,Infectious,Low,"Disease: Acute Neurological Neuropathy 721
Description: Acute Neurological Neuropathy 721 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Viral
Category: Infectious
Severity: Low
Prevalence: Rare
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Organ Dysfunction
Primary Management: Medication",372
Chronic Neurological Neuropathy 722,Cardiovascular,Moderate,"Disease: Chronic Neurological Neuropathy 722
Description: Chronic Neurological Neuropathy 722 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Prevalence: Common
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Secondary Infection
Primary Management: Lifestyle",399
Autoimmune Neurological Neuropathy 723,Neurology,High,"Disease: Autoimmune Neurological Neuropathy 723
Description: Autoimmune Neurological Neuropathy 723 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Genetic
Category: Neurology
Severity: High
Prevalence: Uncommon
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Inflammation Complications
Primary Management: Diagnostics",413
Idiopathic Neurological Neuropathy 724,Endocrine,Critical,"Disease: Idiopathic Neurological Neuropathy 724
Description: Idiopathic Neurological Neuropathy 724 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Prevalence: Rare
Disease Progression: Potentially Severe If Untreated
Common Complications: Metabolic Imbalance
Primary Management: Specialist Referral",399
Primary Neurological Neuropathy 725,Respiratory,Low,"Disease: Primary Neurological Neuropathy 725
Description: Primary Neurological Neuropathy 725 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Prevalence: Common
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Neurological Complications
Primary Management: Medication",393
Secondary Neurological Neuropathy 726,Gi,Moderate,"Disease: Secondary Neurological Neuropathy 726
Description: Secondary Neurological Neuropathy 726 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Unknown
Category: Gi
Severity: Moderate
Prevalence: Uncommon
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Organ Dysfunction
Primary Management: Lifestyle",389
Progressive Neurological Neuropathy 727,Renal,High,"Disease: Progressive Neurological Neuropathy 727
Description: Progressive Neurological Neuropathy 727 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Metabolic
Category: Renal
Severity: High
Prevalence: Rare
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Secondary Infection
Primary Management: Diagnostics",402
Congenital Neurological Neuropathy 728,Autoimmune,Critical,"Disease: Congenital Neurological Neuropathy 728
Description: Congenital Neurological Neuropathy 728 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Prevalence: Common
Disease Progression: Potentially Severe If Untreated
Common Complications: Inflammation Complications
Primary Management: Specialist Referral",413
Inflammatory Neurological Neuropathy 729,Infectious,Low,"Disease: Inflammatory Neurological Neuropathy 729
Description: Inflammatory Neurological Neuropathy 729 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Viral
Category: Infectious
Severity: Low
Prevalence: Uncommon
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Metabolic Imbalance
Primary Management: Medication",392
Metabolic Neurological Neuropathy 730,Cardiovascular,Moderate,"Disease: Metabolic Neurological Neuropathy 730
Description: Metabolic Neurological Neuropathy 730 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Prevalence: Rare
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Neurological Complications
Primary Management: Lifestyle",408
Acute Renal Neuropathy 731,Neurology,High,"Disease: Acute Renal Neuropathy 731
Description: Acute Renal Neuropathy 731 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Genetic
Category: Neurology
Severity: High
Prevalence: Common
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Organ Dysfunction
Primary Management: Diagnostics",378
Chronic Renal Neuropathy 732,Endocrine,Critical,"Disease: Chronic Renal Neuropathy 732
Description: Chronic Renal Neuropathy 732 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Prevalence: Uncommon
Disease Progression: Potentially Severe If Untreated
Common Complications: Secondary Infection
Primary Management: Specialist Referral",383
Autoimmune Renal Neuropathy 733,Respiratory,Low,"Disease: Autoimmune Renal Neuropathy 733
Description: Autoimmune Renal Neuropathy 733 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Prevalence: Rare
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Inflammation Complications
Primary Management: Medication",383
Idiopathic Renal Neuropathy 734,Gi,Moderate,"Disease: Idiopathic Renal Neuropathy 734
Description: Idiopathic Renal Neuropathy 734 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Unknown
Category: Gi
Severity: Moderate
Prevalence: Common
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Metabolic Imbalance
Primary Management: Lifestyle",377
Primary Renal Neuropathy 735,Renal,High,"Disease: Primary Renal Neuropathy 735
Description: Primary Renal Neuropathy 735 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Metabolic
Category: Renal
Severity: High
Prevalence: Uncommon
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Neurological Complications
Primary Management: Diagnostics",391
Secondary Renal Neuropathy 736,Autoimmune,Critical,"Disease: Secondary Renal Neuropathy 736
Description: Secondary Renal Neuropathy 736 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Prevalence: Rare
Disease Progression: Potentially Severe If Untreated
Common Complications: Organ Dysfunction
Primary Management: Specialist Referral",386
Progressive Renal Neuropathy 737,Infectious,Low,"Disease: Progressive Renal Neuropathy 737
Description: Progressive Renal Neuropathy 737 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Viral
Category: Infectious
Severity: Low
Prevalence: Common
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Secondary Infection
Primary Management: Medication",374
Congenital Renal Neuropathy 738,Cardiovascular,Moderate,"Disease: Congenital Renal Neuropathy 738
Description: Congenital Renal Neuropathy 738 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Prevalence: Uncommon
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Inflammation Complications
Primary Management: Lifestyle",400
Inflammatory Renal Neuropathy 739,Neurology,High,"Disease: Inflammatory Renal Neuropathy 739
Description: Inflammatory Renal Neuropathy 739 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Genetic
Category: Neurology
Severity: High
Prevalence: Rare
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Metabolic Imbalance
Primary Management: Diagnostics",392
Metabolic Renal Neuropathy 740,Endocrine,Critical,"Disease: Metabolic Renal Neuropathy 740
Description: Metabolic Renal Neuropathy 740 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Prevalence: Common
Disease Progression: Potentially Severe If Untreated
Common Complications: Neurological Complications
Primary Management: Specialist Referral",392
Acute Hepatic Neuropathy 741,Respiratory,Low,"Disease: Acute Hepatic Neuropathy 741
Description: Acute Hepatic Neuropathy 741 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Prevalence: Uncommon
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Organ Dysfunction
Primary Management: Medication",372
Chronic Hepatic Neuropathy 742,Gi,Moderate,"Disease: Chronic Hepatic Neuropathy 742
Description: Chronic Hepatic Neuropathy 742 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Unknown
Category: Gi
Severity: Moderate
Prevalence: Rare
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Secondary Infection
Primary Management: Lifestyle",373
Autoimmune Hepatic Neuropathy 743,Renal,High,"Disease: Autoimmune Hepatic Neuropathy 743
Description: Autoimmune Hepatic Neuropathy 743 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Metabolic
Category: Renal
Severity: High
Prevalence: Common
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Inflammation Complications
Primary Management: Diagnostics",399
Idiopathic Hepatic Neuropathy 744,Autoimmune,Critical,"Disease: Idiopathic Hepatic Neuropathy 744
Description: Idiopathic Hepatic Neuropathy 744 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Prevalence: Uncommon
Disease Progression: Potentially Severe If Untreated
Common Complications: Metabolic Imbalance
Primary Management: Specialist Referral",398
Primary Hepatic Neuropathy 745,Infectious,Low,"Disease: Primary Hepatic Neuropathy 745
Description: Primary Hepatic Neuropathy 745 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Viral
Category: Infectious
Severity: Low
Prevalence: Rare
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Neurological Complications
Primary Management: Medication",375
Secondary Hepatic Neuropathy 746,Cardiovascular,Moderate,"Disease: Secondary Hepatic Neuropathy 746
Description: Secondary Hepatic Neuropathy 746 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Prevalence: Common
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Organ Dysfunction
Primary Management: Lifestyle",391
Progressive Hepatic Neuropathy 747,Neurology,High,"Disease: Progressive Hepatic Neuropathy 747
Description: Progressive Hepatic Neuropathy 747 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Genetic
Category: Neurology
Severity: High
Prevalence: Uncommon
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Secondary Infection
Primary Management: Diagnostics",398
Congenital Hepatic Neuropathy 748,Endocrine,Critical,"Disease: Congenital Hepatic Neuropathy 748
Description: Congenital Hepatic Neuropathy 748 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Prevalence: Rare
Disease Progression: Potentially Severe If Untreated
Common Complications: Inflammation Complications
Primary Management: Specialist Referral",396
